#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.WSD|Explanation|KBid|NumberOfSenses|Origine|Possible


#Text=Želim samo da ispunjavam Božju volju.
245-14	6665-6672	čvorova	N	NOUN	_	_	čvor	_	_	_	U kontekstu računarskih sistema, 'čvor' se odnosi na računar ili uređaj povezan na mrežu, što je najpreciznije značenje u ovom slučaju.	http://llod.jerteh.rs/WSD/seENG3003827107n	4	ChatGPT	ENG30-03627232-n;ENG30-03827107-n;ENG30-05430095-n;ENG30-14420954-n	
245-15	6672-6673	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Oleskiv je pitao Genika da li bi mogao da vodi njegovu drugu grupu Ukrajinaca na putu za Kanadu i da im pomogne da se smeste.
247-1	6673-6680	Oleskiv	N	PROPN	http://www.wikidata.org/entity/Q6285936	PERS	Oleskiv	_	_	_	_	_	_	_	_	
247-2	6681-6683	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
247-3	6684-6689	pitao	V	VERB	_	_	pitati	_	_	_	U ovom kontekstu, Oleskiv postavlja pitanje Geniku i očekuje odgovor, što odgovara značenju 'postaviti pitanje nekome i očekivati odgovor'.	http://llod.jerteh.rs/WSD/seENG3000897746v	2	ChatGPT	ENG30-00784727-v;ENG30-00897746-v	
247-4	6690-6696	Genika	N	PROPN	http://www.wikidata.org/entity/Q550785	PERS	Galenik	_	_	_	_	_	_	_	_	
247-5	6697-6699	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
247-6	6700-6702	li	PAR	PART	_	_	li	_	_	_	_	_	_	_	_	
247-7	6703-6705	bi	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
247-8	6706-6711	mogao	V	VERB	_	_	moći	_	_	_	U ovom kontekstu, 'moći' znači imati sposobnost ili mogućnost da nešto uradi, a ne istrajati ili uspeti. Ponuđeno značenje ne odgovara upotrebi u rečenici.	http://llod.jerteh.rs/WSD/seENG3002523221v	1	FIRST	ENG30-02523221-v	
247-9	6712-6714	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
247-10	6715-6719	vodi	V	VERB	_	_	voditi	_	_	_	U ovom kontekstu, 'voditi' znači upravljati tokom putovanja grupe i nadgledati ih, što odgovara značenju upravljanja nečijim tokom, nadgledanja ili kontrole.	http://llod.jerteh.rs/WSD/seENG3002445509v	14	ChatGPT	ENG30-01371756-v;ENG30-01718185-v;ENG30-01732921-v;ENG30-01999218-v;ENG30-02079933-v;ENG30-02202928-v;ENG30-02440244-v;ENG30-02443849-v;ENG30-02445509-v;ENG30-02635659-v;ENG30-02635956-v;ENG30-02686471-v;ENG30-02686625-v;ENG30-02744651-v	
247-11	6720-6727	njegovu	PRO	DET	_	_	njegov	_	_	_	_	_	_	_	_	
247-12	6728-6733	drugu	A	ADJ	_	_	drugi	_	_	_	U ovom kontekstu, 'drugu' označava grupu koja dolazi odmah posle prve, odnosno drugu po redu grupu Ukrajinaca, što odgovara značenju 'dolazi odmah posle prvog u prostoru ili vremenu ili stepenu ili veličini'.	http://llod.jerteh.rs/WSD/seENG3002202146a	4	ChatGPT	ENG30-00048858-a;ENG30-02070030-a;ENG30-02070188-a;ENG30-02202146-a	
247-13	6734-6739	grupu	N	NOUN	_	_	grupa	_	_	_	U ovom kontekstu, 'grupa' se odnosi na određeni broj Ukrajinaca koji se posmatraju kao jedinica tokom putovanja, što najpreciznije odgovara ovom značenju.	http://llod.jerteh.rs/WSD/seENG3000031264n	10	ChatGPT	ENG30-00031264-n;ENG30-06016853-n;ENG30-07953827-n;ENG30-08006094-n;ENG30-08215044-n;ENG30-08227916-n;ENG30-08240169-n;ENG30-08249038-n;ENG30-08480512-n;ENG30-13782769-n	
247-14	6740-6750	Ukrajinaca	N	PROPN	http://www.wikidata.org/entity/Q44806	DEMO	Ukrajinac	_	_	_	_	_	_	_	_	
247-15	6751-6753	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
247-16	6754-6758	putu	N	NOUN	_	_	put	_	_	_	U ovom kontekstu, 'putu' se odnosi na čin odlaska iz jednog mesta u drugo, tj. na selidbu ili migraciju grupe Ukrajinaca u Kanadu.	http://llod.jerteh.rs/WSD/seENG3000295701n	8	ChatGPT	ENG30-00038262-n;ENG30-00295701-n;ENG30-00312691-n;ENG30-00415676-n;ENG30-04096066-n;ENG30-04564698-n;ENG30-07309599-n;ENG30-09387222-n	
247-17	6759-6761	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	
247-18	6762-6768	Kanadu	N	PROPN	http://www.wikidata.org/entity/Q16	LOC	Kanada	_	_	_	_	_	_	_	_	
247-19	6769-6770	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
247-20	6771-6773	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
247-21	6774-6776	im	PRO	PRON	_	_	oni	_	_	_	_	_	_	_	_	
247-22	6777-6784	pomogne	V	VERB	_	_	pomoći	_	_	_	U ovom kontekstu, 'pomoći' znači pružiti pomoć ili biti na usluzi grupi Ukrajinaca da se smeste, što najpreciznije odgovara ovom značenju.	http://llod.jerteh.rs/WSD/seENG3002547586v	5	ChatGPT	ENG30-00082081-v;ENG30-01757338-v;ENG30-02547586-v;ENG30-02555434-v;ENG30-02735897-v	
247-23	6785-6787	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
247-24	6788-6790	se	PAR	PART	_	_	se	1	*	IRV	U ovom kontekstu, 'smestiti se' znači pronaći sebi mesto za boravak ili stanovanje, što je najpreciznije opisano prvim značenjem.[2165]	http://llod.jerteh.rs/WSD/seCVMWE0411[2165]	3[2165]	ChatGPT	CVMWE-0411;ENG30-00413876-v;ENG30-01493619-v[2165]	
247-25	6791-6797	smeste	V	VERB	_	_	smestiti	1	smestiti se	IRV	U ovom kontekstu, 'smestiti se' znači pronaći sebi mesto za boravak ili stanovanje, što je najpreciznije opisano prvim značenjem.[2165]	http://llod.jerteh.rs/WSD/seCVMWE0411[2165]	3[2165]	ChatGPT	CVMWE-0411;ENG30-00413876-v;ENG30-01493619-v[2165]	
247-26	6797-6798	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Povremeno se mogu javiti višestruke lezije (~ 40 %), pri čemu su višestruke lezije češće kada postoji koinfekcija HIV-om.
249-1	6798-6807	Povremeno	ADV	ADV	_	_	povremeno	_	_	_	U ovom kontekstu, 'povremeno' znači da se višestruke lezije javljaju u nekim slučajevima, ali ne stalno, što odgovara značenju 'u određenim prilikama ili u određenim slučajevima, ali ne uvek'.	http://llod.jerteh.rs/WSD/seENG3000021878b	1	ChatGPT	ENG30-00021878-b	
249-2	6808-6810	se	PAR	PART	_	_	se	1	*	IRV	U ovom kontekstu 'javiti se' znači 'pojaviti se' ili 'nastati', što se odnosi na pojavu višestrukih lezija kao simptoma bolesti.[2166]	http://llod.jerteh.rs/WSD/seCVMWE0161[2166]	2[2166]	ChatGPT	CVMWE-0161;ENG30-00965687-v[2166]	
249-3	6811-6815	mogu	V	VERB	_	_	moći	_	_	_	U ovom kontekstu, 'mogu' označava mogućnost ili verovatnoću da se nešto desi, a ne istrajavanje ili uspevanje. Nijedno ponuđeno značenje ne odgovara upotrebi u rečenici.	http://llod.jerteh.rs/WSD/seENG3002523221v	1	FIRST	ENG30-02523221-v	
249-4	6816-6822	javiti	V	VERB	_	_	javiti	1	javiti se	IRV	U ovom kontekstu 'javiti se' znači 'pojaviti se' ili 'nastati', što se odnosi na pojavu višestrukih lezija kao simptoma bolesti.[2166]	http://llod.jerteh.rs/WSD/seCVMWE0161[2166]	2[2166]	ChatGPT	CVMWE-0161;ENG30-00965687-v[2166]	
249-5	6823-6833	višestruke	A	ADJ	_	_	višestruk	_	_	_	U ovom kontekstu, 'višestruke' lezije označava da se javlja više lezija istovremeno, što odgovara značenju 'koji ima ili uključuje ili se sastoji od više delova ili entiteta'.	http://llod.jerteh.rs/WSD/seENG3002215977a	1	ChatGPT	ENG30-02215977-a	
249-6	6834-6840	lezije	N	NOUN	_	_	lezija	_	_	_	U ovom medicinskom kontekstu, 'lezija' se odnosi na vidljive abnormalne promene na telu, što je u skladu sa ponuđenim značenjem.	http://llod.jerteh.rs/WSD/seENG3014211294n	1	ChatGPT	ENG30-14211294-n	
249-7	6841-6842	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	_	
249-8	6842-6843	~	PUNCT	SYM	_	_	~	_	_	_	_	_	_	_	_	
249-9	6844-6846	40	NUM	NUM	_	_	40	_	_	_	_	_	_	_	_	
249-10	6847-6848	%	PUNCT	SYM	_	_	%	_	_	_	_	_	_	_	_	
249-11	6848-6849	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	_	
249-12	6849-6850	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
249-13	6851-6854	pri	PREP	ADP	_	_	pri	_	_	_	_	_	_	_	_	
249-14	6855-6859	čemu	PRO	PRON	_	_	šta	_	_	_	_	_	_	_	_	
249-15	6860-6862	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
249-16	6863-6873	višestruke	A	ADJ	_	_	višestruk	_	_	_	U ovom kontekstu, 'višestruke' lezije znači da postoji više lezija istovremeno, što odgovara značenju 'koji ima ili uključuje ili se sastoji od više delova ili entiteta'.	http://llod.jerteh.rs/WSD/seENG3002215977a	1	ChatGPT	ENG30-02215977-a	
249-17	6874-6880	lezije	N	NOUN	_	_	lezija	_	_	_	U ovom medicinskom kontekstu, 'lezija' se odnosi na vidljive abnormalne promene na telu, što je u skladu sa ponuđenim značenjem.	http://llod.jerteh.rs/WSD/seENG3014211294n	1	ChatGPT	ENG30-14211294-n	
249-18	6881-6886	češće	ADV	ADV	_	_	češće	_	_	_	U ovom kontekstu, 'češće' se koristi kao komparativ priloga 'često', označavajući da se višestruke lezije pojavljuju u većoj učestalosti kada postoji koinfekcija HIV-om.	http://llod.jerteh.rs/WSD/seCVDf172\_0	1	ChatGPT	CVDf-172/0	
249-19	6887-6891	kada	CONJ	SCONJ	_	_	kada	_	_	_	_	_	_	_	_	
249-20	6892-6899	postoji	V	VERB	_	_	postojati	_	_	_	U ovom kontekstu, 'postojati' znači 'imati egzistenciju', odnosno kada je prisutna koinfekcija HIV-om, što se precizno poklapa sa ponuđenim značenjem.	http://llod.jerteh.rs/WSD/seENG3002603699v	1	ChatGPT	ENG30-02603699-v	
249-21	6900-6911	koinfekcija	N	NOUN	_	_	koinfekcija	_	_	_	U ovom kontekstu, 'koinfekcija' se odnosi na istovremenu prisutnost HIV-a i još jedne infekcije kod pacijenta, što odgovara definiciji stanja kada dva virusa napadaju domaćina istovremeno ili u kratkom vremenskom razmaku.	http://llod.jerteh.rs/WSD/seCVDf205\_0	1	ChatGPT	CVDf-205/0	
249-22	6912-6918	HIV-om	ABB	X	_	_	HIV	_	_	_	_	_	_	_	_	
249-23	6918-6919	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Savet je morao pažljivo da manevriše između Nemaca, čije su trupe bile prisutne u Litvaniji, i zahteva litvanskog naroda.
262-1	6919-6924	Savet	N	NOUN	_	_	savet	_	_	_	U ovom kontekstu, 'savet' se odnosi na organizovano telo koje donosi odluke i upravlja, što odgovara značenju administrativnog tela.	http://llod.jerteh.rs/WSD/seENG3008310949n	4	ChatGPT	ENG30-06650701-n;ENG30-06671484-n;ENG30-08309409-n;ENG30-08310949-n	
262-2	6925-6927	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
262-3	6928-6933	morao	V	VERB	_	_	morati	_	_	_	U ovom kontekstu, 'morao' označava da je savet bio prinuđen ili obavezan da pažljivo manevriše zbog spoljašnjih okolnosti, što odgovara značenju činjenja nečega iz nužde ili prinude.	http://llod.jerteh.rs/WSD/seDRJ0203172\_1	5	ChatGPT	DRJ0-203172/1;DRJ0-203172/2;DRJ0-203172/3;DRJ0-203172/4а.;DRJ0-203172/4б.	
262-4	6934-6942	pažljivo	ADV	ADV	_	_	pažljivo	_	_	_	U ovom kontekstu, 'pažljivo' znači da je savet morao da postupa sa oprezom, razboritošću i taktom kako bi izbegao probleme između Nemaca i litvanskog naroda.	http://llod.jerteh.rs/WSD/seENG3000282103b	2	ChatGPT	ENG30-00153568-b;ENG30-00282103-b	
262-5	6943-6945	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
262-6	6946-6955	manevriše	V	VERB	_	_	manevrisati	_	_	_	U ovom kontekstu, 'manevrisati' se koristi u prenesenom značenju za pažljivo upravljanje situacijom između dve strane, što proizilazi iz osnovnog vojnog značenja izvođenja taktičkih pokreta radi sticanja prednosti.	http://llod.jerteh.rs/WSD/seENG3001109863v	1	ChatGPT	ENG30-01109863-v	
262-7	6956-6962	između	PREP	ADP	_	_	između	_	_	_	_	_	_	_	_	
262-8	6963-6969	Nemaca	N	PROPN	*	DEMO	Nemac	_	_	_	_	_	_	_	_	
262-9	6969-6970	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
262-10	6971-6975	čije	PRO	DET	_	_	čiji	_	_	_	_	_	_	_	_	
262-11	6976-6978	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
262-12	6979-6984	trupe	N	NOUN	_	_	trupa	_	_	_	U ovom kontekstu, reč 'trupe' se odnosi na vojne jedinice ili vojnike, a ponuđeno značenje se odnosi isključivo na izvođačku (pozorišnu) trupu, što ovde nije primenjivo.	http://llod.jerteh.rs/WSD/seENG3008187033n	1	FIRST	ENG30-08187033-n	
262-13	6985-6989	bile	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
262-14	6990-6998	prisutne	A	ADJ	_	_	prisutan	_	_	_	U ovom kontekstu, 'prisutne' se odnosi na to da su nemačke trupe fizički bile ili postojale na teritoriji Litvanije, što odgovara značenju prostornog prisustva na određenom mestu.	http://llod.jerteh.rs/WSD/seENG3001839404a	1	ChatGPT	ENG30-01839404-a	
262-15	6999-7000	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
262-16	7001-7010	Litvaniji	N	PROPN	http://www.wikidata.org/entity/Q37	LOC	Litvanija	_	_	_	_	_	_	_	_	
262-17	7010-7011	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
262-18	7012-7013	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
262-19	7014-7021	zahteva	N	NOUN	_	_	zahtev	_	_	_	U ovom kontekstu, 'zahteva litvanskog naroda' odnosi se na traženja ili zahteve koje narod upućuje, što odgovara govornom činu traženja nečega.	http://llod.jerteh.rs/WSD/seENG3007185325n	5	ChatGPT	ENG30-05892651-n;ENG30-06513366-n;ENG30-07185325-n;ENG30-07185870-n;ENG30-09367203-n	
262-20	7022-7032	litvanskog	A	ADJ	*	DEMO	litvanski	_	_	_	U ovom kontekstu, 'litvanskog' se odnosi na narod Litvanije, što precizno odgovara značenju 'koji se tiče Litvanije i njenih ljudi'.	http://llod.jerteh.rs/WSD/seENG3002962961a	1	ChatGPT	ENG30-02962961-a	
262-21	7033-7039	naroda	N	NOUN	_	_	narod	_	_	_	U ovom kontekstu, 'narod' se odnosi na građane Litvanije kao političko telo čije zahteve savet mora da uzme u obzir, što odgovara značenju 'telo građana koji čine državu ili zemlju'.	http://llod.jerteh.rs/WSD/seENG3008160276n	4	ChatGPT	ENG30-07947255-n;ENG30-08160276-n;ENG30-08166552-n;ENG30-08168117-n	
262-22	7039-7040	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Onaj ko je gluv ne može čuti muziku.
263-1	7040-7044	Onaj	PRO	DET	_	_	onaj	_	_	_	_	_	_	_	_	
263-2	7045-7047	ko	PRO	PRON	_	_	ko	_	_	_	_	_	_	_	_	
263-3	7048-7050	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
263-4	7051-7055	gluv	A	ADJ	_	_	gluv	_	_	_	U ovom kontekstu, 'gluv' se odnosi na osobu koja ne može da čuje, što precizno odgovara značenju nedostatka ili uskraćenosti čula sluha.	http://llod.jerteh.rs/WSD/seENG3000681930a	1	ChatGPT	ENG30-00681930-a	
263-5	7056-7058	ne	PAR	PART	_	_	ne	_	_	_	_	_	_	_	_	
263-6	7059-7063	može	V	VERB	_	_	moći	_	_	_	U ovom kontekstu, 'moći' znači imati sposobnost ili mogućnost da se nešto uradi, dok ponuđeno značenje 'istrajati ili uspevati' ne odgovara upotrebi u rečenici.	http://llod.jerteh.rs/WSD/seENG3002523221v	1	FIRST	ENG30-02523221-v	
263-7	7064-7068	čuti	V	VERB	_	_	čuti	_	_	_	U ovom kontekstu, 'čuti' znači fizički osetiti zvuk putem čula sluha, što je onemogućeno osobama koje su gluve.	http://llod.jerteh.rs/WSD/seENG3002169702v	6	ChatGPT	ENG30-00598954-v;ENG30-00599992-v;ENG30-00620239-v;ENG30-00920336-v;ENG30-02169702-v;ENG30-02189398-v	
263-8	7069-7075	muziku	N	NOUN	_	_	muzika	_	_	_	U ovom kontekstu, 'muzika' se odnosi na umetničku formu zvučne komunikacije koju gluva osoba ne može da čuje, što najpreciznije odgovara ovom značenju.	http://llod.jerteh.rs/WSD/seENG3007020895n	3	ChatGPT	ENG30-05718556-n;ENG30-05718935-n;ENG30-07020895-n	
263-9	7075-7076	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Neki su se takmičili u različitim težinskim kategorijama.
265-1	7076-7080	Neki	PRO	DET	_	_	neki	_	_	_	_	_	_	_	_	
265-2	7081-7083	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
265-3	7084-7086	se	PAR	PART	_	_	se	1	*	IRV	U kontekstu rečenice, 'takmičiti se' znači učestvovati u takmičenju i meriti se sa drugima u različitim težinskim kategorijama, što najpreciznije odgovara ovom značenju.[2171]	http://llod.jerteh.rs/WSD/seENG3001072262v[2171]	2[2171]	ChatGPT	CVMWE-0444;ENG30-01072262-v[2171]	
265-4	7087-7096	takmičili	V	VERB	_	_	takmičiti	1	takmičiti se	IRV	U kontekstu rečenice, 'takmičiti se' znači učestvovati u takmičenju i meriti se sa drugima u različitim težinskim kategorijama, što najpreciznije odgovara ovom značenju.[2171]	http://llod.jerteh.rs/WSD/seENG3001072262v[2171]	2[2171]	ChatGPT	CVMWE-0444;ENG30-01072262-v[2171]	
265-5	7097-7098	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
265-6	7099-7109	različitim	A	ADJ	_	_	različit	_	_	_	U ovom kontekstu, 'različitim' označava da se radi o težinskim kategorijama koje se međusobno razlikuju po prirodi ili stepenu, tj. nisu iste, što odgovara ovom značenju.	http://llod.jerteh.rs/WSD/seENG3002064745a	7	ChatGPT	ENG30-00494409-a;ENG30-02064745-a;ENG30-02065665-a;ENG30-02067719-a;ENG30-02070342-a;ENG30-02110778-a;ENG30-02507772-a	
265-7	7110-7119	težinskim	A	ADJ	_	_	težinski	_	_	_	U ovom kontekstu, 'težinski' se odnosi na kategorije određene prema telesnoj težini takmičara, što nije značenje ponuđeno u listi. Ponuđeno značenje se odnosi na vrednost ili odnos, a ne na telesnu težinu.	http://llod.jerteh.rs/WSD/seENG3000351012a	1	FIRST	ENG30-00351012-a	
265-8	7120-7132	kategorijama	N	NOUN	_	_	kategorija	_	_	_	U ovom kontekstu, 'kategorija' se odnosi na podelu takmičara prema težini, što predstavlja konceptualnu podelu u okviru takmičenja, a ne kolekciju stvari sa istim atributima.	http://llod.jerteh.rs/WSD/seENG3005838765n	2	ChatGPT	ENG30-05838765-n;ENG30-07997703-n	
265-9	7132-7133	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Najčešći uzročnik infekcije je ešerihija koli, mada je u retkim slučajevima mogu izazvati i druge bakterije ili gljivice.
273-1	7133-7141	Najčešći	A	ADJ	_	_	čest	_	_	_	U ovom kontekstu, 'najčešći' označava uzročnika koji se najčešće susreće, odnosno koji je najzastupljeniji među uzročnicima infekcije.	http://llod.jerteh.rs/WSD/seENG3000486990a	2	ChatGPT	ENG30-00486990-a;ENG30-01066542-a	
273-2	7142-7150	uzročnik	N	NOUN	_	_	uzročnik	_	_	_	U ovom kontekstu, 'uzročnik' se odnosi na organizam (npr. bakteriju) koji je aktivni uzrok infekcije, što se precizno poklapa sa datim značenjem.	http://llod.jerteh.rs/WSD/seENG3009190918n	1	ChatGPT	ENG30-09190918-n	
273-3	7151-7160	infekcije	N	NOUN	_	_	infekcija	_	_	_	U ovom kontekstu, 'infekcija' se odnosi na medicinsko stanje izazvano invazijom tela bakterijama ili gljivicama, što odgovara definiciji invazije patogenim mikroorganizmima.	http://llod.jerteh.rs/WSD/seENG3013498404n	2	ChatGPT	ENG30-07360647-n;ENG30-13498404-n	
273-4	7161-7163	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
273-5	7164-7173	ešerihija	N	NOUN	_	_	ešerihija	1[1561]	ešerihija koli[1561]	NID[1561]	U ovom kontekstu, 'ešerihija koli' se odnosi na bakteriju koja je najčešći uzročnik infekcija, što odgovara opisu gram-negativne bakterije iz roda Escherichia iz ponuđenog značenja.[2176]	http://llod.jerteh.rs/WSD/seCVMWE0088[2176]	1[2176]	ChatGPT	CVMWE-0088[2176]	
273-6	7174-7178	koli	N	NOUN	_	_	koli	1[1561]	ešerihija koli[1561]	NID[1561]	U ovom kontekstu, 'ešerihija koli' se odnosi na bakteriju koja je najčešći uzročnik infekcija, što odgovara opisu gram-negativne bakterije iz roda Escherichia iz ponuđenog značenja.[2176]	http://llod.jerteh.rs/WSD/seCVMWE0088[2176]	1[2176]	ChatGPT	CVMWE-0088[2176]	
273-7	7178-7179	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
273-8	7180-7184	mada	CONJ	SCONJ	_	_	mada	_	_	_	_	_	_	_	_	
273-9	7185-7187	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
273-10	7188-7189	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
273-11	7190-7196	retkim	A	ADJ	_	_	redak	_	_	_	U ovom kontekstu, 'retkim' označava slučajeve koji nisu široko zastupljeni, odnosno koji se dešavaju veoma povremeno, što odgovara ovom značenju.	http://llod.jerteh.rs/WSD/seENG3000017024a	2	ChatGPT	ENG30-00016756-a;ENG30-00017024-a	
273-12	7197-7208	slučajevima	N	NOUN	_	_	slučaj	_	_	_	U ovom kontekstu, 'slučajevi' označava primere situacija kada infekciju izazivaju druge bakterije ili gljivice, što odgovara značenju 'primer nečega'.	http://llod.jerteh.rs/WSD/seENG3007308889n	7	ChatGPT	ENG30-06649426-n;ENG30-06784966-n;ENG30-07300960-n;ENG30-07308889-n;ENG30-09898892-n;ENG30-13766436-n;ENG30-13943400-n	
273-13	7209-7213	mogu	V	VERB	_	_	moći	_	_	_	U ovom kontekstu, 'moći' znači imati sposobnost ili mogućnost da nešto uradiš, što se razlikuje od ponuđenog značenja 'istrajati ili uspevati'.	http://llod.jerteh.rs/WSD/seENG3002523221v	1	FIRST	ENG30-02523221-v	
273-14	7214-7222	izazvati	V	VERB	_	_	izazvati	_	_	_	U ovom kontekstu, 'izazvati' znači 'uzrokovati da se nešto desi ili nastane', odnosno da bakterije ili gljivice mogu biti uzrok infekcije.	http://llod.jerteh.rs/WSD/seENG3001703701v	11	ChatGPT	ENG30-00503164-v;ENG30-00794079-v;ENG30-00868591-v;ENG30-01079480-v;ENG30-01629403-v;ENG30-01703701-v;ENG30-01760300-v;ENG30-02116118-v;ENG30-02116980-v;ENG30-02157100-v;ENG30-02554647-v	
273-15	7223-7224	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
273-16	7225-7230	druge	A	ADJ	_	_	drugi	_	_	_	U ovom kontekstu, 'druge' bakterije ili gljivice označava organizme koji nisu prvi pomenuti (ešerihija koli), već neki drugi, što odgovara značenju 'ne baš onaj koji je prvo pomenut ili ne od najveće važnosti; neki drugi.'	http://llod.jerteh.rs/WSD/seENG3002070188a	4	ChatGPT	ENG30-00048858-a;ENG30-02070030-a;ENG30-02070188-a;ENG30-02202146-a	
273-17	7231-7240	bakterije	N	NOUN	_	_	bakterija	_	_	_	U ovom kontekstu, 'bakterije' se odnosi na mikroorganizme koji mogu izazvati infekciju, što odgovara opisu jednoćelijskih organizama iz ponuđenog značenja.	http://llod.jerteh.rs/WSD/seENG3001348530n	1	ChatGPT	ENG30-01348530-n	
273-18	7241-7244	ili	CONJ	CCONJ	_	_	ili	_	_	_	_	_	_	_	_	
273-19	7245-7253	gljivice	N	NOUN	_	_	gljivica	_	_	_	U ovom kontekstu, 'gljivice' se odnosi na mikroorganizme koji mogu izazvati infekcije kod ljudi, što odgovara opisu iz značenja 2 kao niže ili prostije više gljive koje izazivaju oboljenja.	http://llod.jerteh.rs/WSD/seDRJ0233097\_2	3	ChatGPT	DRJ0-233097/1;DRJ0-233097/2;DRJ0-233097/3	
273-20	7253-7254	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Zasnovan je na standardu koji je uspostavio Kongres orijentalista u Atini 1912. godine.
275-1	7254-7262	Zasnovan	V	VERB	_	_	zasnovati	_	_	_	U ovom kontekstu, 'zasnovan' znači da je nešto postavljeno ili utemeljeno na određenom standardu, što odgovara značenju 'koristiti kao osnovu; zasnovati na'.	http://llod.jerteh.rs/WSD/seENG3000636888v	3	ChatGPT	ENG30-00636888-v;ENG30-01634142-v;ENG30-02448185-v	
275-2	7263-7265	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
275-3	7266-7268	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
275-4	7269-7278	standardu	N	NOUN	_	_	standard	_	_	_	U ovom kontekstu, 'standard' se odnosi na skup pravila ili normi koji služi kao osnova za poređenje ili referentna vrednost, što odgovara drugom značenju sa liste.	http://llod.jerteh.rs/WSD/seENG3007260623n	2	ChatGPT	ENG30-05924920-n;ENG30-07260623-n	
275-5	7279-7283	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
275-6	7284-7286	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
275-7	7287-7297	uspostavio	V	VERB	_	_	uspostaviti	_	_	_	U ovom kontekstu, 'uspostavio' znači da je Kongres orijentalista osnovao ili ustanovio određeni standard, što odgovara značenju 'uspostaviti ili osnovati'.	http://llod.jerteh.rs/WSD/seENG3002427103v	5	ChatGPT	ENG30-00636888-v;ENG30-01570108-v;ENG30-01647672-v;ENG30-01655505-v;ENG30-02427103-v	
275-8	7298-7305	Kongres	N	NOUN	http://www.wikidata.org/entity/Q56063214[632]	EVENT[632]	kongres	_	_	_	U ovom kontekstu, 'kongres' se odnosi na skup ili konferenciju stručnjaka (orijentalista), a ne na zakonodavno telo ili skupštinu, pa nijedno od ponuđenih značenja nije primenjivo.	http://llod.jerteh.rs/WSD/seENG3008161757n	2	FIRST	ENG30-08161757-n;ENG30-08318691-n	
275-9	7306-7319	orijentalista	N	NOUN	http://www.wikidata.org/entity/Q56063214[632]	EVENT[632]	orijentalista	_	_	_	U ovom kontekstu, 'orijentalista' se odnosi na stručnjake za orijentalistiku koji su učestvovali na kongresu, što odgovara ponuđenom značenju.	http://llod.jerteh.rs/WSD/seENG3010383689n	1	ChatGPT	ENG30-10383689-n	
