Sentence	Token	Sentence index	Token index	First Model NEW_SENSE	Second Model NEW_SENSE
Film je mnogo drugačiji od knjige.	knjige	245.0	6.0	False	False
Vaše pitanje je najvažnije od onih koje svaki misleći čovek može da postavi.	pitanje	246.0	2.0	False	False
Vaše pitanje je najvažnije od onih koje svaki misleći čovek može da postavi.	čovek	246.0	10.0	False	False
Vaše pitanje je najvažnije od onih koje svaki misleći čovek može da postavi.	postavi	246.0	13.0	False	False
Prevod na engleski je objavljen u časopisu The Galpin Society Journal 1961. godine.	objavljen	247.0	5.0	False	False
Prevod na engleski je objavljen u časopisu The Galpin Society Journal 1961. godine.	godine	247.0	13.0	False	False
Italijanski rat 1521–1526, ponekad poznat kao Četvorogodišnji rat, bio je jedan od italijanskih ratova.	poznat	248.0	8.0	False	False
Tokom nemačke okupacije od 1941. do 1944. godine zastava je bila prihvaćena kao etnička zastava Estonaca, ali ne i kao nacionalna zastava.	godine	249.0	8.0	False	False
Tokom nemačke okupacije od 1941. do 1944. godine zastava je bila prihvaćena kao etnička zastava Estonaca, ali ne i kao nacionalna zastava.	prihvaćena	249.0	12.0	False	False
Regionalni internet registar (RIR) jeste organizacija koja upravlja dodelom i registracijom resursa internet brojeva u okviru određenog regiona sveta.	registar	250.0	3.0	False	False
Regionalni internet registar (RIR) jeste organizacija koja upravlja dodelom i registracijom resursa internet brojeva u okviru određenog regiona sveta.	brojeva	250.0	16.0	False	False
Regionalni internet registar (RIR) jeste organizacija koja upravlja dodelom i registracijom resursa internet brojeva u okviru određenog regiona sveta.	određenog	250.0	19.0	False	False
Regionalni internet registar (RIR) jeste organizacija koja upravlja dodelom i registracijom resursa internet brojeva u okviru određenog regiona sveta.	sveta	250.0	21.0	False	False
I druga kratka eksplozivna erupcija u januaru 1929. godine bila je praćena vidnim piroklastičkim tokom i tokom lave.	kratka	252.0	3.0	False	False
I druga kratka eksplozivna erupcija u januaru 1929. godine bila je praćena vidnim piroklastičkim tokom i tokom lave.	eksplozivna	252.0	4.0	False	False
I druga kratka eksplozivna erupcija u januaru 1929. godine bila je praćena vidnim piroklastičkim tokom i tokom lave.	godine	252.0	9.0	False	False
I druga kratka eksplozivna erupcija u januaru 1929. godine bila je praćena vidnim piroklastičkim tokom i tokom lave.	praćena	252.0	12.0	False	False
I druga kratka eksplozivna erupcija u januaru 1929. godine bila je praćena vidnim piroklastičkim tokom i tokom lave.	tokom	252.0	17.0	False	False
U čast njihove pete godišnjice braka, Gelar je zvanično promenila ime u Sara Mišel Princ.	promenila	253.0	11.0	False	False
Ubrzo nakon što je otkriven, Neptun je jednostavno nazvan „planetom sa spoljne strane Urana“ ili „Le Verijeovom planetom“.	jednostavno	254.0	9.0	False	False
Ubrzo nakon što je otkriven, Neptun je jednostavno nazvan „planetom sa spoljne strane Urana“ ili „Le Verijeovom planetom“.	strane	254.0	15.0	False	False
U zimu 1682. godine njegova koliba je izgorela, a nedugo zatim, početkom 1683. godine, umrla mu je majka.	godine	255.0	4.0	False	False
U zimu 1682. godine njegova koliba je izgorela, a nedugo zatim, početkom 1683. godine, umrla mu je majka.	koliba	255.0	6.0	False	False
U zimu 1682. godine njegova koliba je izgorela, a nedugo zatim, početkom 1683. godine, umrla mu je majka.	nedugo	255.0	11.0	False	False
Najdublja tačka u moru je Kajmansko korito, između Kajmanskih ostrva i Jamajke, na 7.686 m (25.217 stopa) ispod nivoa mora.	ostrva	256.0	11.0	False	False
OpenStreetMap (OSM) je zajednički projekat za pravljenje besplatne mape sveta koja se može uređivati.	sveta	257.0	12.0	False	False
Prva od dve svemirske letelice koje su posetile tu planetu bila je Mariner 10, koja je od 1974. do 1975. godine snimila oko 45 % njene površine.	Prva	258.0	1.0	False	False
Prva od dve svemirske letelice koje su posetile tu planetu bila je Mariner 10, koja je od 1974. do 1975. godine snimila oko 45 % njene površine.	godine	258.0	22.0	False	False
Prva od dve svemirske letelice koje su posetile tu planetu bila je Mariner 10, koja je od 1974. do 1975. godine snimila oko 45 % njene površine.	površine	258.0	28.0	False	False
U davna vremena more je bilo rodno mesto dve drevne civilizacije–Minojaca sa Krita i Mikenaca s Peloponeza.	davna	259.0	2.0	False	False
Zastava Evrope se koristi i za predstavljanje Evropske unije i Saveta Evrope.	koristi	260.0	4.0	False	False
Zastava Evrope se koristi i za predstavljanje Evropske unije i Saveta Evrope.	predstavljanje	260.0	7.0	False	False
U 65. godini popeo se na vrh Mont Everesta.	popeo			False	False
U 65. godini popeo se na vrh Mont Everesta.	godini	262.0	3.0	False	False
Čini se da konzumiranje mnogo belog pirinča utiče na povećanje rizika.	povećanje	263.0	10.0	False	False
Godine 2001, kada je Sajrusova imala osam godina, ona i njena porodica preselili su se u Toronto, u Ontariju u Kanadi, u vreme kada je njen otac snimao televizijsku seriju „Doc“.	Godine	265.0	1.0	False	False
Godine 2001, kada je Sajrusova imala osam godina, ona i njena porodica preselili su se u Toronto, u Ontariju u Kanadi, u vreme kada je njen otac snimao televizijsku seriju „Doc“.	godina	265.0	9.0	False	False
Sekira je mučenička sekira svetog Olafa, oružje kojim je ubijen u bici kod Stiklestada 1030. godine.	oružje	266.0	8.0	False	False
Sekira je mučenička sekira svetog Olafa, oružje kojim je ubijen u bici kod Stiklestada 1030. godine.	ubijen	266.0	11.0	False	False
Sekira je mučenička sekira svetog Olafa, oružje kojim je ubijen u bici kod Stiklestada 1030. godine.	godine	266.0	17.0	False	False
Stadion je bio glavno mesto održavanja Azijskih igara 1990. godine i na njemu su održane ceremonije otvaranja i zatvaranja.	mesto	267.0	5.0	False	False
Stadion je bio glavno mesto održavanja Azijskih igara 1990. godine i na njemu su održane ceremonije otvaranja i zatvaranja.	održane	267.0	15.0	False	True
Lekar specijalizovan za psihijatriju je psihijatar.	Lekar	270.0	1.0	True	False
Ako nastaje kao posledica virusa, stanje se obično poboljšava u roku od nedelju dana.	stanje	273.0	7.0	False	False
Ako nastaje kao posledica virusa, stanje se obično poboljšava u roku od nedelju dana.	dana	273.0	15.0	False	False
Plankovo vreme je vreme potrebno svetlosti da pređe jednu Plankovu dužinu.	vreme	274.0	4.0	True	False
Plankovo vreme je vreme potrebno svetlosti da pređe jednu Plankovu dužinu.	potrebno	274.0	5.0	True	False
Odrasli su na imanjima koja je njihov otac Gracijan Stariji kupio u Africi i Britaniji.	Odrasli	276.0	1.0	True	False
Odrasli su na imanjima koja je njihov otac Gracijan Stariji kupio u Africi i Britaniji.	Stariji	276.0	10.0	False	False
Najudaljeniji sloj atmosfere sadrži kristale smrznutog amonijaka.	sloj	277.0	2.0	False	False
Mnoga važna hemijska jedinjenja su izvedena iz benzena zamenom jednog ili više njegovih atoma vodonika drugom funkcionalnom grupom.	izvedena	278.0	6.0	True	False
Mnoga važna hemijska jedinjenja su izvedena iz benzena zamenom jednog ili više njegovih atoma vodonika drugom funkcionalnom grupom.	zamenom	278.0	9.0	True	False
Mnoga važna hemijska jedinjenja su izvedena iz benzena zamenom jednog ili više njegovih atoma vodonika drugom funkcionalnom grupom.	drugom	278.0	16.0	False	False
Nastup joj je doneo nagradu za mladog umetnika.	Nastup	279.0	1.0	True	False
Njihova trgovinska mreža pokrivala je veći deo Evrope, severne Afrike, Bliskog istoka, centralne Azije i delove Indije i Kine.	veći	281.0	6.0	False	False
Pil je odbio da vlada u skladu sa ograničenjima koje je nametnula kraljica i stoga je dao ostavku na svoj oficirski čin, dozvoljavajući Melburnu da se vrati na funkciju.	se			False	False
Pil je odbio da vlada u skladu sa ograničenjima koje je nametnula kraljica i stoga je dao ostavku na svoj oficirski čin, dozvoljavajući Melburnu da se vrati na funkciju.	odbio	282.0	3.0	False	False
Pil je odbio da vlada u skladu sa ograničenjima koje je nametnula kraljica i stoga je dao ostavku na svoj oficirski čin, dozvoljavajući Melburnu da se vrati na funkciju.	vlada	282.0	5.0	False	False
Pil je odbio da vlada u skladu sa ograničenjima koje je nametnula kraljica i stoga je dao ostavku na svoj oficirski čin, dozvoljavajući Melburnu da se vrati na funkciju.	dozvoljavajući	282.0	24.0	False	False
Drugim rečima, Danska je postala moderna zemlja, što je značilo nove zahteve prema monarhiji.	Drugim	284.0	1.0	False	False
Drugim rečima, Danska je postala moderna zemlja, što je značilo nove zahteve prema monarhiji.	postala	284.0	6.0	False	False
Drugim rečima, Danska je postala moderna zemlja, što je značilo nove zahteve prema monarhiji.	moderna	284.0	7.0	False	False
Drugim rečima, Danska je postala moderna zemlja, što je značilo nove zahteve prema monarhiji.	značilo	284.0	12.0	False	False
Najistaknutiji od njih bio je njegov nećak Flavije Petar Sabacije, koga je usvojio kao svog sina i dao mu ime Justinijan.	Najistaknutiji	285.0	1.0	False	False
Najistaknutiji od njih bio je njegov nećak Flavije Petar Sabacije, koga je usvojio kao svog sina i dao mu ime Justinijan.	nećak	285.0	7.0	True	False
Najistaknutiji od njih bio je njegov nećak Flavije Petar Sabacije, koga je usvojio kao svog sina i dao mu ime Justinijan.	usvojio	285.0	14.0	False	False
Razumevanje ove najranije ere u istoriji univerzuma trenutno je jedan od najvećih nerešenih problema u fizici.	Razumevanje	286.0	1.0	False	False
Razumevanje ove najranije ere u istoriji univerzuma trenutno je jedan od najvećih nerešenih problema u fizici.	istoriji	286.0	6.0	True	False
Razumevanje ove najranije ere u istoriji univerzuma trenutno je jedan od najvećih nerešenih problema u fizici.	najvećih	286.0	12.0	False	False
Progutao je 13.200 kuća, 87 parohijskih crkava, Katedralu Svetog Pavla i većinu zgrada gradskih vlasti.	Svetog	287.0	11.0	False	False
Progutao je 13.200 kuća, 87 parohijskih crkava, Katedralu Svetog Pavla i većinu zgrada gradskih vlasti.	većinu	287.0	14.0	False	False
Jevrejske vođe su ga prihvatile, ali su arapske vođe odbacile ovaj plan.	prihvatile	289.0	5.0	False	False
Svaka od pruga je jedna trećina širine zastave.	pruga	290.0	3.0	False	False
Tokom Četvrte francuske republike (1946 — 1958) afrička federacija je bila zastupljena u francuskom parlamentu.	republike	292.0	4.0	False	False
Tokom Četvrte francuske republike (1946 — 1958) afrička federacija je bila zastupljena u francuskom parlamentu.	zastupljena	292.0	14.0	False	False
Marfijev zakon znači da će sve što može poći naopako poći naopako.	znači	294.0	3.0	True	False
Ime Hersonisos na grčkom znači „poluostrvo“ i prikladno opisuje mesto na kome je kolonija osnovana.	znači	295.0	5.0	True	False
Ime Hersonisos na grčkom znači „poluostrvo“ i prikladno opisuje mesto na kome je kolonija osnovana.	mesto	295.0	12.0	False	False
Ovo je bio radikalan izbor jer je u to vreme malo žena moglo da se izdržava pisanjem.	žena	296.0	12.0	False	False
Ovo je bio radikalan izbor jer je u to vreme malo žena moglo da se izdržava pisanjem.	pisanjem	296.0	17.0	False	False
Uzorcima telesnih tečnosti i tkiva obolelih treba rukovati s posebnim oprezom.	posebnim	297.0	10.0	False	False
Krunisanje je dalo trajni legitimitet karolinškom primatu među Francima.	dalo	299.0	3.0	False	False
Krunisanje je dalo trajni legitimitet karolinškom primatu među Francima.	legitimitet	299.0	5.0	False	False
Akirejri se prvi put pominje u sudskim spisima iz 1562. godine, kada je jedna žena osuđena za preljubu.	prvi	300.0	3.0	False	False
Osnovala ga je Švedska 1910, a prodat je Sovjetskom Savezu 1927.	Savezu	301.0	11.0	False	False
Spik je nastavio i pronašao pravi izvor, jezero Viktorija.	pronašao	302.0	5.0	False	False
Spik je nastavio i pronašao pravi izvor, jezero Viktorija.	izvor	302.0	7.0	False	False
Forma zakletve koju su polagali svi građani od 3. veka pre nove ere opstala je do danas.	zakletve			False	False
Institut se sastoji od četiri škole — Istorijske, Matematičke, Prirodne i Društvene nauke; postoji i program iz teorijske biologije.	se			False	False
Institut se sastoji od četiri škole — Istorijske, Matematičke, Prirodne i Društvene nauke; postoji i program iz teorijske biologije.	Istorijske	304.0	8.0	False	False
Institut se sastoji od četiri škole — Istorijske, Matematičke, Prirodne i Društvene nauke; postoji i program iz teorijske biologije.	teorijske	304.0	21.0	False	False
Roditelji su joj dali nadimak „Smajli“, koji su kasnije skratili u „Majli“, jer se često smeškala kao beba.	dali	305.0	4.0	False	False
Karlo je do 796. godine nastavio da širi kraljevstvo još dalje na jugoistok, na današnju Austriju i delove Hrvatske.	godine	306.0	5.0	False	False
Karlo je do 796. godine nastavio da širi kraljevstvo još dalje na jugoistok, na današnju Austriju i delove Hrvatske.	dalje	306.0	11.0	False	False
Daning–Krugerov efekat je kognitivna pristrasnost, zbog kog osobe s nedovoljno veština i znanja pate od umišljene superiornosti, pogrešno procenjujući svoje veštine mnogo većim nego što zapravo jesu.	nedovoljno	307.0	13.0	True	False
Daning–Krugerov efekat je kognitivna pristrasnost, zbog kog osobe s nedovoljno veština i znanja pate od umišljene superiornosti, pogrešno procenjujući svoje veštine mnogo većim nego što zapravo jesu.	pate	307.0	17.0	False	False
Daning–Krugerov efekat je kognitivna pristrasnost, zbog kog osobe s nedovoljno veština i znanja pate od umišljene superiornosti, pogrešno procenjujući svoje veštine mnogo većim nego što zapravo jesu.	mnogo	307.0	26.0	False	False
Japan je bio prva zemlja koja je izgradila namenske železničke pruge za vozove velike brzine.	izgradila	308.0	8.0	False	False
Pre oko milion godina nagomilali su se sneg i led, formirajući glečere na višim alpskim livadama koji su se kretali niz rečne doline.	nagomilali			False	False
Pre oko milion godina nagomilali su se sneg i led, formirajući glečere na višim alpskim livadama koji su se kretali niz rečne doline.	godina	310.0	4.0	False	False
Pre oko milion godina nagomilali su se sneg i led, formirajući glečere na višim alpskim livadama koji su se kretali niz rečne doline.	alpskim	310.0	16.0	False	False
Uzdizanje je povećalo strminu korita potoka i reka, što je dovelo do formiranja dubokih, uskih kanjona.	strminu	311.0	4.0	False	False
Uzdizanje je povećalo strminu korita potoka i reka, što je dovelo do formiranja dubokih, uskih kanjona.	korita	311.0	5.0	False	False
Uzdizanje je povećalo strminu korita potoka i reka, što je dovelo do formiranja dubokih, uskih kanjona.	dovelo	311.0	12.0	False	False
Uzdizanje je povećalo strminu korita potoka i reka, što je dovelo do formiranja dubokih, uskih kanjona.	formiranja	311.0	14.0	False	False
Zalihe bi bile iskrcane u Rangun (sada Jangon) i prebačene železnicom do Lašija, gde je počinjao put u Burmi.	Zalihe	312.0	1.0	False	False
Zalihe bi bile iskrcane u Rangun (sada Jangon) i prebačene železnicom do Lašija, gde je počinjao put u Burmi.	put	312.0	20.0	False	False
Sadašnje mešanje ljudi u neljudski svet je preterano, a situacija se ubrzano pogoršava.	svet	313.0	6.0	False	False
Sadašnje mešanje ljudi u neljudski svet je preterano, a situacija se ubrzano pogoršava.	situacija	313.0	11.0	False	False
Put je omogućio planinarima i biciklistima lakši pristup mnogim visokim planinama, glečerima i jezerima u okolini.	planinarima	315.0	4.0	False	False
Put je omogućio planinarima i biciklistima lakši pristup mnogim visokim planinama, glečerima i jezerima u okolini.	pristup	315.0	8.0	True	False
Oni su pozvali predstavnike država da se sastanu u Filadelfiji kako bi razgovarali o poboljšanjima savezne vlade.	pozvali	316.0	3.0	False	False
Oni su pozvali predstavnike država da se sastanu u Filadelfiji kako bi razgovarali o poboljšanjima savezne vlade.	predstavnike	316.0	4.0	False	False
Oni su pozvali predstavnike država da se sastanu u Filadelfiji kako bi razgovarali o poboljšanjima savezne vlade.	razgovarali	316.0	13.0	False	False
Zbog toga su SAD ušle u Drugi svetski rat na strani saveznika.	strani	317.0	11.0	False	False
Dva broja istog reda veličine imaju približno isti stepen osnove: veća vrednost je manja od proizvoda broja deset i manje vrednosti.	broja	319.0	2.0	False	False
Dva broja istog reda veličine imaju približno isti stepen osnove: veća vrednost je manja od proizvoda broja deset i manje vrednosti.	istog	319.0	3.0	False	False
Dva broja istog reda veličine imaju približno isti stepen osnove: veća vrednost je manja od proizvoda broja deset i manje vrednosti.	imaju	319.0	6.0	True	False
Dva broja istog reda veličine imaju približno isti stepen osnove: veća vrednost je manja od proizvoda broja deset i manje vrednosti.	isti	319.0	8.0	False	False
Dva broja istog reda veličine imaju približno isti stepen osnove: veća vrednost je manja od proizvoda broja deset i manje vrednosti.	stepen	319.0	9.0	True	False
Dva broja istog reda veličine imaju približno isti stepen osnove: veća vrednost je manja od proizvoda broja deset i manje vrednosti.	osnove	319.0	10.0	False	False
Dva broja istog reda veličine imaju približno isti stepen osnove: veća vrednost je manja od proizvoda broja deset i manje vrednosti.	vrednost	319.0	13.0	True	False
Dva broja istog reda veličine imaju približno isti stepen osnove: veća vrednost je manja od proizvoda broja deset i manje vrednosti.	vrednosti	319.0	22.0	True	False
Osim svog maternjeg jezika, na kraju je mogao da govori još devet jezika i pasivno da koristi još najmanje petnaest.	koristi	320.0	18.0	True	False
Francuske kolonijalne vlasti zatvarale su ga od 1930. do 1936. i ponovo od 1939. do 1944. godine.	godine	321.0	17.0	False	False
U zimu 1683. njegovi učenici su mu dali drugu kolibu u Edu, ali se njegovo raspoloženje nije popravilo.	dali	323.0	8.0	False	False
U zimu 1683. njegovi učenici su mu dali drugu kolibu u Edu, ali se njegovo raspoloženje nije popravilo.	kolibu	323.0	10.0	False	False
Dve zemlje su bile u napetim odnosima pošto Švedska nije pomogla Danskoj tokom rata s Pruskom 1864.	napetim	324.0	6.0	False	False
Do prenošenja može doći usled pijenja kontaminirane vode ili kada ljudi dele lične predmete.	doći	327.0	4.0	False	False
Do prenošenja može doći usled pijenja kontaminirane vode ili kada ljudi dele lične predmete.	dele	327.0	12.0	False	False
Ima debelo telo i kratke noge.	noge	328.0	6.0	False	False
Zbog toga, kada je Poljska ponovo stekla nezavisnost 1918. godine, nije postojala centralna institucija koja bi služila u svojstvu nacionalne biblioteke.	služila	331.0	19.0	False	False
Godine 1853. napisao je esej o algebarskoj rešivosti jednačina, proširujući rad Evarista Galoa o teoriji jednačina.	Godine	332.0	1.0	False	False
Samo 1800 rukopisa i 30.000 štampanih materijala iz originalne biblioteke preživelo je rat.	rukopisa	333.0	3.0	False	False
Samo 1800 rukopisa i 30.000 štampanih materijala iz originalne biblioteke preživelo je rat.	materijala	333.0	7.0	False	False
Samo 1800 rukopisa i 30.000 štampanih materijala iz originalne biblioteke preživelo je rat.	biblioteke	333.0	10.0	False	False
Ukrajinci u prerijama su ga prihvatili kao putujućeg svetog čoveka, po tradiciji koja seže do samih početaka hrišćanstva.	tradiciji	334.0	13.0	False	False
Sa pristupanjem Bugarske i Rumunije, broj članova Odbora regija (CoR) raste sa 317 na 344.	broj	335.0	7.0	False	False
Finansiran od strane Evropske komisije, CoMO je odgovoran za celokupnu koordinaciju inicijative.	odgovoran	336.0	9.0	False	False
Svaka komisija ima približno 100 članova (svaki član može biti član dve komisije) i podržava je sekretarijat u okviru uprave.	članova	337.0	6.0	True	False
Svaka komisija ima približno 100 članova (svaki član može biti član dve komisije) i podržava je sekretarijat u okviru uprave.	član	337.0	9.0	True	False
Svaka komisija ima približno 100 članova (svaki član može biti član dve komisije) i podržava je sekretarijat u okviru uprave.	podržava	337.0	17.0	False	False
Svaka komisija ima približno 100 članova (svaki član može biti član dve komisije) i podržava je sekretarijat u okviru uprave.	uprave	337.0	22.0	False	False
U svetlu ovoga, pokrajine, regioni, mreže i grupe opština imaju ključnu ulogu u pomaganju potpisnicima da ispune svoje obaveze.	pokrajine	338.0	5.0	True	False
U svetlu ovoga, pokrajine, regioni, mreže i grupe opština imaju ključnu ulogu u pomaganju potpisnicima da ispune svoje obaveze.	grupe	338.0	11.0	False	False
Potpisnici Sporazuma gradonačelnika dobrovoljno se obavezuju na povećanje energetske efikasnosti i korišćenje obnovljivih izvora energije na svojoj teritoriji.	povećanje	339.0	8.0	False	False
Prvog potpredsednika takođe bira plenarna skupština na dve i po godine i on predstavlja predsednika u njegovom odsustvu.	Prvog	340.0	1.0	False	False
Prvog potpredsednika takođe bira plenarna skupština na dve i po godine i on predstavlja predsednika u njegovom odsustvu.	skupština	340.0	6.0	False	False
Prvog potpredsednika takođe bira plenarna skupština na dve i po godine i on predstavlja predsednika u njegovom odsustvu.	po	340.0	10.0	False	False
Prvog potpredsednika takođe bira plenarna skupština na dve i po godine i on predstavlja predsednika u njegovom odsustvu.	odsustvu	340.0	18.0	False	False
Da bi unapredio svoj plan, Vudard je otputovao u nekadašnju vegetarijansku / feminističku utopiju i sastao se s njenim opštinskim rukovodstvom.	opštinskim	341.0	21.0	True	False
Da bi unapredio svoj plan, Vudard je otputovao u nekadašnju vegetarijansku / feminističku utopiju i sastao se s njenim opštinskim rukovodstvom.	rukovodstvom	341.0	22.0	False	False
Ciljevi Evrope 2020. oblikuju prioritete ESF-a.	Ciljevi	342.0	1.0	False	False
Jurij Vaščuk je dao Kirilu Šimku simboličnu narukvicu prijateljstva i tako mu predao zadatak da promoviše ideale ovog projekta: prijateljstvo, pravdu, zdrav život.	dao	344.0	4.0	False	False
Jurij Vaščuk je dao Kirilu Šimku simboličnu narukvicu prijateljstva i tako mu predao zadatak da promoviše ideale ovog projekta: prijateljstvo, pravdu, zdrav život.	prijateljstva	344.0	9.0	False	False
Jurij Vaščuk je dao Kirilu Šimku simboličnu narukvicu prijateljstva i tako mu predao zadatak da promoviše ideale ovog projekta: prijateljstvo, pravdu, zdrav život.	prijateljstvo	344.0	21.0	False	False
Jurij Vaščuk je dao Kirilu Šimku simboličnu narukvicu prijateljstva i tako mu predao zadatak da promoviše ideale ovog projekta: prijateljstvo, pravdu, zdrav život.	zdrav	344.0	25.0	False	False
Jurij Vaščuk je dao Kirilu Šimku simboličnu narukvicu prijateljstva i tako mu predao zadatak da promoviše ideale ovog projekta: prijateljstvo, pravdu, zdrav život.	život	344.0	26.0	False	False
Koristi Virtuoso kao RDF bazu podataka i ima pristupnu tačku SPARQL.	Koristi	345.0	1.0	False	False
Oni mogu da funkcionišu na nacionalnom, regionalnom ili lokalnom nivou.	nivou	347.0	11.0	False	False
Sredstva su redistributivni finansijski instrumenti koji podržavaju koheziju unutar Evrope, koncentrišući potrošnju na manje razvijene regione.	Sredstva	348.0	1.0	False	False
Zatim su pobedili svoje nove susede Vandale.	nove	349.0	5.0	True	False
Poslednji programski ciklus ESF-a trajao je od 2007. do 2013. godine, pod nazivom „Ulaganje u ljude“.	ciklus	350.0	3.0	False	False
Poslednji programski ciklus ESF-a trajao je od 2007. do 2013. godine, pod nazivom „Ulaganje u ljude“.	godine	350.0	11.0	False	False
Većina podataka dostupnih preko Portala otvorenih podataka EU pokrivena je pravnim obaveštenjem na veb stranici Evropa.	otvorenih	351.0	6.0	False	False
Većina podataka dostupnih preko Portala otvorenih podataka EU pokrivena je pravnim obaveštenjem na veb stranici Evropa.	pokrivena	351.0	9.0	False	False
Razvoj i održavanje finansira program Interoperabilna rešenja za evropske javne uprave (ISA) od jula 2010. godine.	rešenja	352.0	7.0	False	False
Razvoj i održavanje finansira program Interoperabilna rešenja za evropske javne uprave (ISA) od jula 2010. godine.	godine	352.0	18.0	False	False
U principu, podaci se mogu besplatno koristiti u komercijalne i nekomercijalne svrhe, pod uslovom da je izvor naveden.	besplatno	353.0	7.0	False	False
U principu, podaci se mogu besplatno koristiti u komercijalne i nekomercijalne svrhe, pod uslovom da je izvor naveden.	koristiti	353.0	8.0	False	False
U principu, podaci se mogu besplatno koristiti u komercijalne i nekomercijalne svrhe, pod uslovom da je izvor naveden.	svrhe	353.0	13.0	False	False
U principu, podaci se mogu besplatno koristiti u komercijalne i nekomercijalne svrhe, pod uslovom da je izvor naveden.	naveden	353.0	20.0	True	False
Drugi glavni lik bio je episkop Serafim, čije je pravo ime bilo Stefan Ustvolski.	Drugi	355.0	1.0	False	False
Drugi glavni lik bio je episkop Serafim, čije je pravo ime bilo Stefan Ustvolski.	lik	355.0	3.0	True	False
Sve u svemu, izgleda da trudnoća ne utiče na dugotrajnu invalidnost.	izgleda	356.0	5.0	False	False
Takođe upravlja i podržava mrežu IMI koordinatora, promoviše dalje širenje IMI-ja i izveštava o funkcionisanju sistema.	dalje	357.0	10.0	True	False
Posle srednje škole radio je na nekoliko različitih poslova.	nekoliko	358.0	7.0	False	False
Posle srednje škole radio je na nekoliko različitih poslova.	različitih	358.0	8.0	False	False
Direktoratima za logistiku i prevođenje upravlja se zajedno sa Evropskim ekonomskim i socijalnim komitetom.	upravlja	360.0	6.0	False	False
Samo njihovo četvrto dete Titus, koji je rođen 1641. godine, doživelo je zrelo doba.	godine	361.0	11.0	False	False
Ugovor takođe omogućava da Evropski parlament konsultuje Komitet.	Komitet	362.0	8.0	False	False
Palestinske vlasti su ga uhapsile zbog navodnog blaćenja islama na Fejsbuku i u objavama na blogu.	objavama	364.0	14.0	False	False
Leonardova vizija je oživela 2001. godine kada je u Norveškoj izgrađen manji most po njegovom projektu.	godine	366.0	6.0	False	False
Leonardova vizija je oživela 2001. godine kada je u Norveškoj izgrađen manji most po njegovom projektu.	izgrađen	366.0	11.0	False	False
Leonardova vizija je oživela 2001. godine kada je u Norveškoj izgrađen manji most po njegovom projektu.	projektu	366.0	16.0	False	False
Konkretno, politički faktori uključuju oblasti poreske politike, zakona o radu, ekološke zakone, trgovinska ograničenja, takse i političku stabilnost.	ekološke	367.0	14.0	False	False
Konkretno, politički faktori uključuju oblasti poreske politike, zakona o radu, ekološke zakone, trgovinska ograničenja, takse i političku stabilnost.	ograničenja	367.0	18.0	False	False
Regioni koji ispunjavaju uslove za trenutni programski ciklus ESF-a (2007–2013) prikazani su na mapi.	ciklus	368.0	8.0	False	False
Infekcija se često vraća, pri čemu gotovo polovina ljudi ima drugu infekciju u toku godine.	ima	369.0	11.0	False	False
Repozitorijumi informacija IMI su baze podataka koje čuvaju specifične informacije za određene oblasti politike.	informacija	371.0	2.0	True	False
Repozitorijumi informacija IMI su baze podataka koje čuvaju specifične informacije za određene oblasti politike.	određene	371.0	12.0	False	False
Repozitorijumi informacija IMI su baze podataka koje čuvaju specifične informacije za određene oblasti politike.	politike	371.0	14.0	False	False
Verovao je da su njegovi sveštenici bili više nego dovoljni za potrebe ukrajinskog stanovništva.	Verovao	372.0	1.0	False	False
U prvoj fazi bolesti leči se lekovima pentamidin ili suramin.	bolesti	373.0	4.0	True	False
Dva zvanična jezika u Izraelu su hebrejski i arapski.	zvanična			False	False
Kao dete je imao i astmu.	Kao	375.0	1.0	False	False
U retkim slučajevima može se javiti kod dece starosti od svega 3 meseca do čak 15 godina.	slučajevima	376.0	3.0	False	False
U retkim slučajevima može se javiti kod dece starosti od svega 3 meseca do čak 15 godina.	starosti	376.0	9.0	False	False
Britanski muzej je otvoren za javnost.	otvoren	377.0	4.0	False	False
Dobio je Nobelovu nagradu za mir 1927. godine.	nagradu	378.0	4.0	False	False
Ranu fazu infekcije karakteriše bezbolni čvor ili otečeno područje.	čvor	379.0	6.0	True	False
Ranu fazu infekcije karakteriše bezbolni čvor ili otečeno područje.	područje	379.0	9.0	False	False
Tokom jeseni 2001. godine živela je u Londonu, gde je učila engleski jezik.	godine	380.0	4.0	False	False
Tokom jeseni 2001. godine živela je u Londonu, gde je učila engleski jezik.	živela	380.0	5.0	False	False
Uvećanje limfnih čvorova se često javlja oko područja infekcije, sedam do 10 dana nakon formiranja šankra.	područja	381.0	8.0	False	False
Uvećanje limfnih čvorova se često javlja oko područja infekcije, sedam do 10 dana nakon formiranja šankra.	infekcije	381.0	9.0	False	False
Uvećanje limfnih čvorova se često javlja oko područja infekcije, sedam do 10 dana nakon formiranja šankra.	dana	381.0	14.0	False	False
Uvećanje limfnih čvorova se često javlja oko područja infekcije, sedam do 10 dana nakon formiranja šankra.	formiranja	381.0	16.0	True	False
Otprilike polovina onih koji imaju šizofreniju prekomerno koristi drogu ili alkohol.	imaju	382.0	5.0	False	False
Zelena boja je simbol islama.	boja	383.0	2.0	True	False
Grad su opljačkali Turci 1552. godine.	Grad	384.0	1.0	True	False
Grad su opljačkali Turci 1552. godine.	godine	384.0	6.0	False	False
