#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.WSD|Comment|Explanation|KBid|NumberOfSenses|Origine|Possible


#Text=Zatim se imenuje izvestilac koji će sastaviti mišljenje Komiteta.
322-17	26836-26845	tastaturi	N	NOUN	_	_	tastatura	2[320]	prečica na tastaturi[320]	NID[320]	*[638]	simple_wsd - LLM-0195:0.5535::Kombinacija tastera koja brzo pokreće određenu funkciju u softveru.[2208]	http://llod.jerteh.rs/WSD/seLLM0195[2208]	1[2208]	simple_wsd	LLM-0195[2208]	
322-18	26846-26847	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	
322-19	26848-26859	podešavanja	N	NOUN	_	_	podešavanje	_	_	_	*	simple_wsd - ENG30-00999787-n:0.5357::Čin kojim se nešto podešava tako da odgovori standardu. - ENG30-00199707-n:0.5181::Čin prepravljanja nečega (na primer, veličine odeće).	http://llod.jerteh.rs/WSD/seENG3000999787n	2	simple_wsd	ENG30-00199707-n;ENG30-00999787-n	
322-20	26859-26860	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Svoju rabinsku karijeru započeo je u Švajcarskoj kao rabin zajednice u Bilu, dvojezičnom francusko-nemačkom gradu.
323-1	26860-26865	Svoju	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	_	_	
323-2	26866-26874	rabinsku	A	ADJ	_	_	rabinski	_	_	_	*	simple_wsd - ENG30-02930765-a:0.5848::od ili u vezi sa rabinima ili njihovim učenjima	http://llod.jerteh.rs/WSD/seENG3002930765a	1	simple_wsd	ENG30-02930765-a	
323-3	26875-26883	karijeru	N	NOUN	_	_	karijera	_	_	_	*	simple_wsd - ENG30-00583246-n:0.5625::posebno zanimanje za koje ste obučeni - ENG30-00282613-n:0.3680::opšti napredak vašeg radnog ili profesionalnog života	http://llod.jerteh.rs/WSD/seENG3000583246n	2	simple_wsd	ENG30-00282613-n;ENG30-00583246-n	
323-4	26884-26891	započeo	V	VERB	_	_	započeti	_	_	_	*	simple_wsd - ENG30-02379528-v:0.6088::započeti rad ili delovanje u određenom kapacitetu, na određenoj dužnosti ili na određenom poslu - ENG30-02608823-v:0.5331::imati početak koji se karakteriše na određeni način - ENG30-00345761-v:0.5208::Učiniti prvi korak ili korake u sprovođenju neke akcije.	http://llod.jerteh.rs/WSD/seENG3002379528v	11	simple_wsd	ENG30-00345761-v;ENG30-00348746-v;ENG30-01070777-v;ENG30-01628449-v;ENG30-01641914-v;ENG30-02379528-v;ENG30-02600948-v;ENG30-02608347-v;ENG30-02608823-v;ENG30-02609203-v;ENG30-02679227-v	
323-5	26892-26894	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
323-6	26895-26896	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	
323-7	26897-26908	Švajcarskoj	N	PROPN	http://www.wikidata.org/entity/Q39	LOC	Švajcarska	_	_	_	_	_	_	_	_	_	
323-8	26909-26912	kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	_	_	
323-9	26913-26918	rabin	N	NOUN	http://www.wikidata.org/entity/Q133485	ROLE	rabin	_	_	_	*	simple_wsd - ENG30-06341609-n:0.5475::hebrejska titula poštovanja za jevrejskog učenjaka ili učitelja	http://llod.jerteh.rs/WSD/seENG3006341609n	1	simple_wsd	ENG30-06341609-n	
323-10	26919-26928	zajednice	N	NOUN	_	_	zajednica	_	_	_	*	simple_wsd - ENG30-13782769-n:0.5855::odnos koji je rezultat interakcije ili zavisnosti - ENG30-07726043-n:0.5512::Grupa ljudi koja ima zajedničke etničke, kulturne ili verske karakteristike. - ENG30-08227916-n:0.5507::udruženje ljudi koji dele zajednička uverenja ili aktivnosti	http://llod.jerteh.rs/WSD/seENG3013782769n	8	simple_wsd	ENG30-01036333-n;ENG30-07726043-n;ENG30-07941729-n;ENG30-07966140-n;ENG30-08223802-n;ENG30-08227916-n;ENG30-13782769-n;ENG30-13963970-n	
323-11	26929-26930	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	
323-12	26931-26935	Bilu	N	PROPN	http://www.wikidata.org/entity/Q1034	LOC	Bil	_	_	_	_	_	_	_	_	_	
323-13	26935-26936	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
323-14	26937-26948	dvojezičnom	A	ADJ	_	_	dvojezičan	_	_	_	*	simple_wsd - DRJ0-235072/0v.:0.6428::u kojem se upotrebljavaju dva jezika: - DRJ0-235072/0b.:0.5886::koji je izrađen (pisan) na dva jezika: - DRJ0-235072/0a.:0.5421::koji govori dva jezika podjednako dobro, kao da su mu oba maternja:	http://llod.jerteh.rs/WSD/seDRJ0235072_0v.	3	simple_wsd	DRJ0-235072/0a.;DRJ0-235072/0b.;DRJ0-235072/0v.	
323-15	26949-26958	francusko	A	ADJ	*	DEMO	francuski	_	_	_	*	simple_wsd - ENG30-06964901-n:0.5748::romanski jezik kojim se govori u Fancuskoj i u zemljama koje su bile Francuske kolonije. - ENG30-02958392-a:0.4656::koji se odnosi na Francusku, njene ljude i kulturu	http://llod.jerteh.rs/WSD/seENG3006964901n	2	simple_wsd	ENG30-02958392-a;ENG30-06964901-n	
323-16	26958-26959	-	PUNCT	PUNCT	_	_	-	_	_	_	_	_	_	_	_	_	
323-17	26959-26967	nemačkom	A	ADJ	*	DEMO	nemački	_	_	_	*	simple_wsd - ENG30-06950528-n:0.6681::standardni nemački jezik; istorijski je nastao od zapadnogermanskog - ENG30-02957469-a:0.5443::koji se tiče Nemačke, njenih ljudi ili kulture	http://llod.jerteh.rs/WSD/seENG3006950528n	2	simple_wsd	ENG30-02957469-a;ENG30-06950528-n	
323-18	26968-26973	gradu	N	NOUN	_	_	grad	_	_	_	*	simple_wsd - ENG30-08226335-n:0.5633::Ljudi koji žive u velikoj gusto naseljenoj opštini. - ENG30-08540903-n:0.4965::Zakonski konstituisano administrativno područje ustanovljeno državno poveljom. - CV0016:0.4454::naseljena gradska zona; može sadržati više administrativnih područja a može biti i samostalna celina	http://llod.jerteh.rs/WSD/seENG3008226335n	6	simple_wsd	CV0016;ENG30-08226335-n;ENG30-08540903-n;ENG30-08672199-n;ENG30-11465530-n;ENG30-13780180-n	
323-19	26973-26974	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Prvi broj prvih londonskih dnevnih novina–„Dejli Kurant“–izašao je u ulici Flit.
324-1	26974-26978	Prvi	A	ADJ	_	_	prvi	_	_	_	*	simple_wsd - ENG30-01467919-a:0.5416::koji je velikog slova - ENG30-01010862-a:0.4919::pre svih ostalih u vremenu, prostoru ili stepenu - ENG30-01009343-a:0.4910::služi za pokretanje	http://llod.jerteh.rs/WSD/seENG3001467919a	7	simple_wsd	ENG30-00228294-a;ENG30-01009206-a;ENG30-01009343-a;ENG30-01010862-a;ENG30-01012855-a;ENG30-01467919-a;ENG30-02202047-a	
324-2	26979-26983	broj	N	NOUN	_	_	broj	_	_	_	*	simple_wsd - ENG30-05121418-n:0.5229::Svojstvo koje poseduje zbir, ukupnost ili nedefinisana količina jedinica ili pojedinaca. - ENG30-06807198-n:0.5136::Simbol koji se koristi za predstavljanje brojeva. - ENG30-06326526-n:0.4665::gramatička kategorija svih promenljivih reči kojom se izražava kontrast jednina/množina/dual u zavisnosti od broja enti…	http://llod.jerteh.rs/WSD/seENG3005121418n	6	simple_wsd	ENG30-05121418-n;ENG30-06326526-n;ENG30-06391766-n;ENG30-06596978-n;ENG30-06807198-n;ENG30-13591761-n	
324-3	26984-26989	prvih	A	ADJ	_	_	prvi	_	_	_	*	simple_wsd - ENG30-01467919-a:0.5239::koji je velikog slova - ENG30-01010862-a:0.4775::pre svih ostalih u vremenu, prostoru ili stepenu - ENG30-01009343-a:0.4764::služi za pokretanje	http://llod.jerteh.rs/WSD/seENG3001467919a	7	simple_wsd	ENG30-00228294-a;ENG30-01009206-a;ENG30-01009343-a;ENG30-01010862-a;ENG30-01012855-a;ENG30-01467919-a;ENG30-02202047-a	
324-4	26990-27000	londonskih	A	ADJ	*	DEMO	londonski	_	_	_	*	simple_wsd - CVDf-134/0:0.5197::koji se odnosi na London	http://llod.jerteh.rs/WSD/seCVDf134_0	1	simple_wsd	CVDf-134/0	
324-5	27001-27008	dnevnih	A	ADJ	_	_	dnevni	1[321]	dnevne novine[321]	NID[321]	*[639]	simple_wsd - CVMWE-0054:0.5780::novine koje izlaze svaki dan - ENG30-06267564-n:0.5075::novine koje se objavljuju svakog dana[2209]	http://llod.jerteh.rs/WSD/seCVMWE0054[2209]	2[2209]	simple_wsd	CVMWE-0054;ENG30-06267564-n[2209]	
324-6	27009-27015	novina	N	NOUN	_	_	novine	1[321]	dnevne novine[321]	NID[321]	*[639]	simple_wsd - CVMWE-0054:0.5780::novine koje izlaze svaki dan - ENG30-06267564-n:0.5075::novine koje se objavljuju svakog dana[2209]	http://llod.jerteh.rs/WSD/seCVMWE0054[2209]	2[2209]	simple_wsd	CVMWE-0054;ENG30-06267564-n[2209]	
324-7	27015-27016	–	PUNCT	PUNCT	_	_	–	_	_	_	_	_	_	_	_	_	
324-8	27016-27017	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	_	
324-9	27017-27022	Dejli	N	PROPN	http://www.wikidata.org/entity/Q2741094[106]	WORK[106]	Dejli	_	_	_	_	_	_	_	_	_	
324-10	27023-27029	Kurant	N	PROPN	http://www.wikidata.org/entity/Q2741094[106]	WORK[106]	Kurant	_	_	_	_	_	_	_	_	_	
324-11	27029-27030	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	_	
324-12	27030-27031	–	PUNCT	PUNCT	_	_	–	_	_	_	_	_	_	_	_	_	
324-13	27031-27037	izašao	V	VERB	_	_	izaći	_	_	_	*	simple_wsd - ENG30-02624263-v:0.5197::nastati; kakvu formu ili oblik preuzeti - ENG30-00935987-v:0.4960::biti pušten ili postati poznat (u kontekstu vesti) - ENG30-01842204-v:0.4912::Napustiti kuću da bi se negde otišlo; ići u izlaz.	http://llod.jerteh.rs/WSD/seENG3002624263v	8	simple_wsd	ENG30-00935987-v;ENG30-01842204-v;ENG30-01970348-v;ENG30-01990281-v;ENG30-02015598-v;ENG30-02016062-v;ENG30-02624263-v;ENG30-02625786-v	
324-14	27038-27040	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
324-15	27041-27042	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	
324-16	27043-27048	ulici	N	NOUN	http://www.wikidata.org/entity/Q846686[107]	LOC[107]	ulica	_	_	_	*	simple_wsd - ENG30-04334599-n:0.5052::javni put koji obično ima trotoare i koja prolazi kroz naseljeno mesto - ENG30-04335209-n:0.4832::deo javnog puta po kome se kreću vozila - deo puta između trotoara - ENG30-14485811-n:0.4245::lokacija koja nudi šansu	http://llod.jerteh.rs/WSD/seENG3004334599n	3	simple_wsd	ENG30-04334599-n;ENG30-04335209-n;ENG30-14485811-n	
324-17	27049-27053	Flit	N	PROPN	http://www.wikidata.org/entity/Q846686[107]	LOC[107]	Flit	_	_	_	_	_	_	_	_	_	
324-18	27053-27054	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Procenjuje se da se sinuzitis javlja u 8 %, a infekcija uha u 30 % slučajeva.
325-1	27054-27064	Procenjuje	V	VERB	_	_	procenjivati	_	_	_	*	simple_wsd - ENG30-00682230-v:0.5481::procenite vrednost (imovine) za oporezivanje - ENG30-00657728-v:0.5287::oceniti ili rangirati prema svojoj proceni - ENG30-00855512-v:0.3316::kritički procieniti	http://llod.jerteh.rs/WSD/seENG3000682230v	3	simple_wsd	ENG30-00657728-v;ENG30-00682230-v;ENG30-00855512-v	
325-2	27065-27067	se	PAR	PART	_	_	se	_	_	_	_	_	_	_	_	_	
325-3	27068-27070	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	_	
325-4	27071-27073	se	PAR	PART	_	_	se	1	*	IRV	*[640]	simple_wsd - CVMWE-0161:0.4163::pojaviti se, nastati (i o bolesti)[2210]	http://llod.jerteh.rs/WSD/seCVMWE0161[2210]	1[2210]	simple_wsd	CVMWE-0161[2210]	
325-5	27074-27083	sinuzitis	N	NOUN	_	_	sinuzitis	_	_	_	*[640]|*[641]	simple_wsd - DRJ0-175783/0:0.3616::upala sinusa.	http://llod.jerteh.rs/WSD/seDRJ0175783_0	1	simple_wsd	DRJ0-175783/0	
325-6	27084-27090	javlja	V	VERB	_	_	javljati	1	javljati se	IRV	*[640]	simple_wsd - CVMWE-0161:0.4163::pojaviti se, nastati (i o bolesti)[2210]	http://llod.jerteh.rs/WSD/seCVMWE0161[2210]	1[2210]	simple_wsd	CVMWE-0161[2210]	
325-7	27091-27092	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	
325-8	27093-27094	8	NUM	NUM	_	_	8	_	_	_	_	_	_	_	_	_	
325-9	27095-27096	%	PUNCT	SYM	_	_	%	_	_	_	_	_	_	_	_	_	
325-10	27096-27097	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
325-11	27098-27099	a	CONJ	CCONJ	_	_	a	_	_	_	_	_	_	_	_	_	
325-12	27100-27109	infekcija	N	NOUN	_	_	infekcija	_	_	_	*	simple_wsd - ENG30-07360647-n:0.4681::incident u kojem se prenosi zarazna bolest - ENG30-13498404-n:0.4677::(medicina) invazija tela patogenim mikroorganizmima i njihovo umnožavanje koje može dovesti do oštećenja tkiva i bolesti	http://llod.jerteh.rs/WSD/seENG3007360647n	2	simple_wsd	ENG30-07360647-n;ENG30-13498404-n	
325-13	27110-27113	uha	N	NOUN	_	_	uho	_	_	_	*	simple_wsd - ENG30-05320899-n:0.3997::Organ čula sluha i ravnoteže. - ENG30-05657999-n:0.1674::dobar sluh	http://llod.jerteh.rs/WSD/seENG3005320899n	2	simple_wsd	ENG30-05320899-n;ENG30-05657999-n	
325-14	27114-27115	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	
325-15	27116-27118	30	NUM	NUM	_	_	30	_	_	_	_	_	_	_	_	_	
325-16	27119-27120	%	PUNCT	SYM	_	_	%	_	_	_	_	_	_	_	_	_	
325-17	27121-27130	slučajeva	N	NOUN	_	_	slučaj	_	_	_	*	simple_wsd - ENG30-07308889-n:0.5857::pojava, pojedinačno iskazivanje, ostvarivanje ili ispoljavanje nečega - ENG30-06649426-n:0.4866::izjava o činjenicama i razlozima koji se koriste da podrže argument - ENG30-07300960-n:0.4576::bilo šta što se desi slučajno bez očiglednog razloga	http://llod.jerteh.rs/WSD/seENG3007308889n	7	simple_wsd	ENG30-06649426-n;ENG30-06784966-n;ENG30-07300960-n;ENG30-07308889-n;ENG30-09898892-n;ENG30-13766436-n;ENG30-13943400-n	
325-18	27130-27131	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Prvi umetnički direktor te pozorišne grupe Rahmonberdi Madazimov bio je prvi osnivač i organizator pozorišnog pokreta u Kirgistanu.
326-1	27131-27135	Prvi	A	ADJ	_	_	prvi	_	_	_	*	simple_wsd - ENG30-01009343-a:0.6191::služi za pokretanje - ENG30-01009206-a:0.5645::služi za početak - ENG30-02202047-a:0.5216::označava početni element u nekom nizu; koji je u nabrajanju ispred drugih	http://llod.jerteh.rs/WSD/seENG3001009343a	7	simple_wsd	ENG30-00228294-a;ENG30-01009206-a;ENG30-01009343-a;ENG30-01010862-a;ENG30-01012855-a;ENG30-01467919-a;ENG30-02202047-a	
326-2	27136-27145	umetnički	A	ADJ	http://www.wikidata.org/entity/Q24204895[108]	ROLE[108]	umetnički	_	_	_	*	simple_wsd - ENG30-02991122-a:0.5121::koji se odnosi na ili je karakterističan za umetnost ili umetnike - ENG30-02393086-a:0.5084::koji je estetski prijatan - ENG30-00069948-a:0.4911::zadovoljavan estetskim standardom i senzibilitetom	http://llod.jerteh.rs/WSD/seENG3002991122a	3	simple_wsd	ENG30-00069948-a;ENG30-02393086-a;ENG30-02991122-a	
326-3	27146-27154	direktor	N	NOUN	http://www.wikidata.org/entity/Q24204895[108]	ROLE[108]	direktor	_	_	_	*	simple_wsd - ENG30-10014939-n:0.4986::Neko ko kontroliše sredstva i troškove. - ENG30-09770472-n:0.4396::neko ko upravlja vladinom agencijom ili odeljenjem - ENG30-10164233-n:0.4117::predsedavajući škole	http://llod.jerteh.rs/WSD/seENG3010014939n	3	simple_wsd	ENG30-09770472-n;ENG30-10014939-n;ENG30-10164233-n	
326-4	27155-27157	te	PRO	DET	_	_	taj	_	_	_	_	_	_	_	_	_	
326-5	27158-27167	pozorišne	A	ADJ	_	_	pozorišni	_	_	_	*	simple_wsd - ENG30-02813315-a:0.6402::ili koji se odnosi na pozorište - ENG30-00796047-a:0.6115::koji je pogodan ili karakterističan za scenu ili pozorište - ENG30-01469161-a:0.5956::koji se koristi za pevača ili pevački glas koji je obeležen snagom i ekspresivnošću i histrionskim ili pozorišnim stilom	http://llod.jerteh.rs/WSD/seENG3002813315a	3	simple_wsd	ENG30-00796047-a;ENG30-01469161-a;ENG30-02813315-a	
326-6	27168-27173	grupe	N	NOUN	_	_	grupa	_	_	_	*	simple_wsd - ENG30-13782769-n:0.5133::odnos koji je rezultat interakcije ili zavisnosti - ENG30-08006094-n:0.4889::Kategorija koja dolazi između nekih određenih granica. - ENG30-08240169-n:0.4827::Nezvanična asocijacija ljudi ili grupa.	http://llod.jerteh.rs/WSD/seENG3013782769n	10	simple_wsd	ENG30-00031264-n;ENG30-06016853-n;ENG30-07953827-n;ENG30-08006094-n;ENG30-08215044-n;ENG30-08227916-n;ENG30-08240169-n;ENG30-08249038-n;ENG30-08480512-n;ENG30-13782769-n	
326-7	27174-27185	Rahmonberdi	N	PROPN	http://www.wikidata.org/entity/Q20533099[109]	PERS[109]	Rahmonberdi	_	_	_	_	_	_	_	_	_	
326-8	27186-27195	Madazimov	N	PROPN	http://www.wikidata.org/entity/Q20533099[109]	PERS[109]	Madazimov	_	_	_	_	_	_	_	_	_	
326-9	27196-27199	bio	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	_	
326-10	27200-27202	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
326-11	27203-27207	prvi	A	ADJ	_	_	prvi	_	_	_	*	simple_wsd - ENG30-01009343-a:0.6170::služi za pokretanje - ENG30-01009206-a:0.5616::služi za početak - ENG30-02202047-a:0.5294::označava početni element u nekom nizu; koji je u nabrajanju ispred drugih	http://llod.jerteh.rs/WSD/seENG3001009343a	7	simple_wsd	ENG30-00228294-a;ENG30-01009206-a;ENG30-01009343-a;ENG30-01010862-a;ENG30-01012855-a;ENG30-01467919-a;ENG30-02202047-a	
326-12	27208-27215	osnivač	N	NOUN	http://www.wikidata.org/entity/Q4479442	ROLE	osnivač	_	_	_	*	simple_wsd - ENG30-10107303-n:0.4911::osoba koja osniva ili uspostavlja neku instituciju	http://llod.jerteh.rs/WSD/seENG3010107303n	1	simple_wsd	ENG30-10107303-n	
326-13	27216-27217	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	
326-14	27218-27229	organizator	N	NOUN	http://www.wikidata.org/entity/Q1419997	ROLE	organizator	_	_	_	*	simple_wsd - ENG30-10383237-n:0.5518::osoba koja uvodi red i organizaciju u preduzeće	http://llod.jerteh.rs/WSD/seENG3010383237n	1	simple_wsd	ENG30-10383237-n	
326-15	27230-27240	pozorišnog	A	ADJ	_	_	pozorišni	_	_	_	*	simple_wsd - ENG30-02813315-a:0.6146::ili koji se odnosi na pozorište - ENG30-00796047-a:0.6000::koji je pogodan ili karakterističan za scenu ili pozorište - ENG30-01469161-a:0.5946::koji se koristi za pevača ili pevački glas koji je obeležen snagom i ekspresivnošću i histrionskim ili pozorišnim stilom	http://llod.jerteh.rs/WSD/seENG3002813315a	3	simple_wsd	ENG30-00796047-a;ENG30-01469161-a;ENG30-02813315-a	
326-16	27241-27248	pokreta	N	NOUN	_	_	pokret	_	_	_	*	simple_wsd - ENG30-00569898-n:0.5931::ponovljen pokret udovima i telom pri plivanju, veslanju i sl. - ENG30-00349369-n:0.5763::Pojedinačna potpuna kretnja. - ENG30-08464601-n:0.5579::Grupa ljudi koji imaju zejdničku ideologiju i koji zajedno pokušavaju da ostvare određene opšte ciljeve.	http://llod.jerteh.rs/WSD/seENG3000569898n	6	simple_wsd	ENG30-00334509-n;ENG30-00347652-n;ENG30-00349369-n;ENG30-00569898-n;ENG30-07309781-n;ENG30-08464601-n	
326-17	27249-27250	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	
326-18	27251-27261	Kirgistanu	N	PROPN	http://www.wikidata.org/entity/Q813	LOC	Kirgistan	_	_	_	_	_	_	_	_	_	
326-19	27261-27262	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Otprilike 8–10 dana kasnije virus se širi na druga tkiva, uključujući pljuvačne žlezde komarca, i potom se oslobađa u pljuvačku.
327-1	27262-27271	Otprilike	ADV	ADV	_	_	otprilike	_	_	_	*	simple_wsd - ENG30-00007015-b:0.3396::(količina) neprecizna, ali prilično blizu tačne	http://llod.jerteh.rs/WSD/seENG3000007015b	1	simple_wsd	ENG30-00007015-b	
327-2	27272-27273	8	NUM	NUM	_	_	8	_	_	_	_	_	_	_	_	_	
327-3	27273-27274	–	PUNCT	PUNCT	_	_	–	_	_	_	_	_	_	_	_	_	
327-4	27274-27276	10	NUM	NUM	_	_	10	_	_	_	_	_	_	_	_	_	
327-5	27277-27281	dana	N	NOUN	_	_	dan	_	_	_	*	simple_wsd - ENG30-15164957-n:0.4740::Vreme posle izlaska sunca a pre zalaska, dok je napolju još svetlo. - ENG30-15136453-n:0.4308::Časovi u toku dana kada čovek ne spava (posebno radnih dana). - ENG30-15208540-n:0.4260::Vreme koje je potrebno nekoj planeti (npr. Marsu) da načini kompletnu rotaciju oko svoje ose.	http://llod.jerteh.rs/WSD/seENG3015164957n	8	simple_wsd	ENG30-14484516-n;ENG30-15123115-n;ENG30-15136453-n;ENG30-15155220-n;ENG30-15157041-n;ENG30-15157225-n;ENG30-15164957-n;ENG30-15208540-n	
327-6	27282-27289	kasnije	ADV	ADV	_	_	kasnije	_	_	_	*	simple_wsd - ENG30-00061203-b:0.4566::događa se u vreme koje sledi nakon referentnog vremena - ENG30-00155488-b:0.3230::u nekom budućem trenutku	http://llod.jerteh.rs/WSD/seENG3000061203b	2	simple_wsd	ENG30-00061203-b;ENG30-00155488-b	
327-7	27290-27295	virus	N	NOUN	_	_	virus	_	_	_	*	simple_wsd - ENG30-01328702-n:0.5634::(virusologija) ultramikroskopski (najmanji) infektivni agensi koji se replikuju samo unutar ćelija živih domaćina; mnog… - ENG30-06585816-n:0.4796::softverski program sposoban da se reprodukuje i obično sposoban da nanese veliku štetu datotekama ili drugim programima…	http://llod.jerteh.rs/WSD/seENG3001328702n	2	simple_wsd	ENG30-01328702-n;ENG30-06585816-n	
327-8	27296-27298	se	PAR	PART	_	_	se	1	*	IRV	*[642]	simple_wsd - CVMWE-0399:0.4010::uzimati maha, dobijati sve veće razmere, postajati se rasprostranjeniji - ENG30-00969873-v:0.3627::Postati opšte poznat i prenositi se dalje.[2211]	http://llod.jerteh.rs/WSD/seCVMWE0399[2211]	2[2211]	simple_wsd	CVMWE-0399;ENG30-00969873-v[2211]	
327-9	27299-27303	širi	V	VERB	_	_	širiti	1	širiti se	IRV	*[642]	simple_wsd - CVMWE-0399:0.4010::uzimati maha, dobijati sve veće razmere, postajati se rasprostranjeniji - ENG30-00969873-v:0.3627::Postati opšte poznat i prenositi se dalje.[2211]	http://llod.jerteh.rs/WSD/seCVMWE0399[2211]	2[2211]	simple_wsd	CVMWE-0399;ENG30-00969873-v[2211]	
327-10	27304-27306	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	_	
327-11	27307-27312	druga	A	ADJ	_	_	drugi	_	_	_	*	simple_wsd - ENG30-02070188-a:0.5595::Ne baš onaj koji je prvo pomenut ili koji se podrazumeva; neki drugi. - ENG30-02070030-a:0.5460::jasno različit od nekog sasvim drugog ili prvog - ENG30-02202146-a:0.3892::dolazi odmah posle prvog u prostoru ili vremenu ili stepenu ili veličini	http://llod.jerteh.rs/WSD/seENG3002070188a	4	simple_wsd	ENG30-00048858-a;ENG30-02070030-a;ENG30-02070188-a;ENG30-02202146-a	
327-12	27313-27318	tkiva	N	NOUN	_	_	tkivo	_	_	_	*	simple_wsd - ENG30-05267345-n:0.4457::Deo organizma koji se sastoji od skupa ćelija koje imaju sličnu strkturu i funkciju.	http://llod.jerteh.rs/WSD/seENG3005267345n	1	simple_wsd	ENG30-05267345-n	
327-13	27318-27319	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
327-14	27320-27331	uključujući	V	VERB	_	_	uključivati	_	_	_	*	simple_wsd - ENG30-00183879-v:0.5718::dodati kao deo nečeg drugog; staviti u nešto kao deo niza, grupe ili kategorije - ENG30-02632940-v:0.4785::imati kao deo, biti sastavljen od - ENG30-02677567-v:0.4503::Angažovanje nekog kao učesnika.	http://llod.jerteh.rs/WSD/seENG3000183879v	4	simple_wsd	ENG30-00183879-v;ENG30-00684838-v;ENG30-02632940-v;ENG30-02677567-v	
327-15	27332-27341	pljuvačne	A	ADJ	_	_	pljuvačni	2[322]	pljuvačna žlezda[322]	NID[322]	*[643]	simple_wsd - ENG30-05532944-n:0.3852::jedna od tri para žlezda u u ustima i digestivnom sistemu koje luče pljuvačku radi probaver digestion[2212]	http://llod.jerteh.rs/WSD/seENG3005532944n[2212]	1[2212]	simple_wsd	ENG30-05532944-n[2212]	
327-16	27342-27348	žlezde	N	NOUN	_	_	žlezda	2[322]	pljuvačna žlezda[322]	NID[322]	*[643]	simple_wsd - ENG30-05532944-n:0.3852::jedna od tri para žlezda u u ustima i digestivnom sistemu koje luče pljuvačku radi probaver digestion[2212]	http://llod.jerteh.rs/WSD/seENG3005532944n[2212]	1[2212]	simple_wsd	ENG30-05532944-n[2212]	
327-17	27349-27356	komarca	N	NOUN	_	_	komarac	_	_	_	*	simple_wsd - ENG30-02200198-n:0.5026::Insekt dvokrilac čija ženka ima dugačku žaoku kojom probija kožu i siše krv ljudima i životinjama. - ENG30-02202006-n:0.3942::Običan kućni komarac.	http://llod.jerteh.rs/WSD/seENG3002200198n	2	simple_wsd	ENG30-02200198-n;ENG30-02202006-n	
327-18	27356-27357	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
327-19	27358-27359	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	
327-20	27360-27365	potom	ADV	ADV	_	_	potom	_	_	_	*	simple_wsd - ENG30-00061203-b:0.4569::događa se u vreme koje sledi nakon referentnog vremena	http://llod.jerteh.rs/WSD/seENG3000061203b	1	simple_wsd	ENG30-00061203-b	
327-21	27366-27368	se	PAR	PART	_	_	se	3	*	IRV	*[644]	simple_wsd - CVMWE-0270:0.4573::odbaciti od sebe, otkloniti (nešto), ratosiljati se nečega - ENG30-00069295-v:0.3250::generisati (se) i odvajati (se) od ćelija ili telesnih tečnosti[2213]	http://llod.jerteh.rs/WSD/seCVMWE0270[2213]	2[2213]	simple_wsd	CVMWE-0270;ENG30-00069295-v[2213]	
