#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Ainotes


#Text=On obično igra na poziciji levog krila ili levog beka.
164-8	1564-1573	delimično	ADV	ADV	_	_	delimično	_	_	_	ENG30-00007703-b	1	ENG30-00007703-b	Reč 'delimično' u datoj rečenici znači da se ciljevi finansiranja ESF-a samo u određenoj meri, a ne u potpunosti, dele sa drugim strukturnim finansiranjem, što odgovara značenju 'u određenoj meri; do nekog stepena; ne u potpunosti'.	
164-9	1574-1577	ili	CONJ	CCONJ	_	_	ili	_	_	_	_	_	_	_	
164-10	1578-1579	u	PREP	ADP	_	_	u	1[816]	u potpunosti[816]	AdvID[816]	NEW_SENSE[3513]	1[3513]	LLM-0284[3513]	Ponuđeno značenje ne odgovara kontekstu. 'U potpunosti' u datoj rečenici znači 'sasvim', 'u celosti', što nije povezano sa značenjem 'u znak podrške'.[3513]	
164-11	1580-1590	potpunosti	N	NOUN	_	_	potpunost	1[816]	u potpunosti[816]	AdvID[816]	NEW_SENSE[3513]	1[3513]	LLM-0284[3513]	Ponuđeno značenje ne odgovara kontekstu. 'U potpunosti' u datoj rečenici znači 'sasvim', 'u celosti', što nije povezano sa značenjem 'u znak podrške'.[3513]	
164-12	1591-1595	deli	V	VERB	_	_	deliti	_	_	_	ENG30-02718309-v	7	ENG30-01563724-v;ENG30-02255268-v;ENG30-02294436-v;ENG30-02295550-v;ENG30-02621853-v;ENG30-02718309-v;ENG30-02754598-v	U kontekstu rečenice, 'deliti' znači da strategija ima zajedničke ciljeve finansiranja sa drugim strukturnim finansiranjem, što odgovara značenju 'imati zajedničko'.	
164-13	1596-1598	sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	_	
164-14	1599-1605	drugim	A	ADJ	_	_	drugi	_	_	_	ENG30-02070188-a	4	ENG30-00048858-a;ENG30-02070030-a;ENG30-02070188-a;ENG30-02202146-a	U kontekstu rečenice, 'drugim strukturnim finansiranjem' se odnosi na neko finansiranje koje nije ESF, odnosno neko drugo, različito finansiranje.	
164-15	1606-1617	strukturnim	A	ADJ	_	_	strukturni	_	_	_	ENG30-02897335-a	2	ENG30-02861147-a;ENG30-02897335-a	U kontekstu finansiranja, 'strukturni' se odnosi na političku ili ekonomsku strukturu, odnosno na način na koji je društvo organizovano i kako se resursi raspoređuju.	
164-16	1618-1631	finansiranjem	N	NOUN	_	_	finansiranje	_	_	_	ENG30-13365698-n	2	ENG30-01099109-n;ENG30-13365698-n	U kontekstu rečenice, 'finansiranjem' se odnosi na finansijska sredstva koja se koriste za strukturne projekte, što odgovara značenju 'finansijska sredstva obezbeđena za omogućavanje nekog projekta'.	
164-17	1631-1632	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Unutar Evropske unije lokalne i regionalne vlasti lobirale su za povećanje učešća u poslovima EU.
165-1	1632-1638	Unutar	PREP	ADP	_	_	unutar	_	_	_	_	_	_	_	
165-2	1639-1647	Evropske	A	ADJ	http://www.wikidata.org/entity/Q458[84]	ORG[84]	evropski	_	_	_	_	_	_	_	
165-3	1648-1653	unije	N	NOUN	http://www.wikidata.org/entity/Q458[84]	ORG[84]	unija	_	_	_	_	_	_	_	
165-4	1654-1661	lokalne	A	ADJ	_	_	lokalan	_	_	_	ENG30-01106405-a	1	ENG30-01106405-a	Značenje 'koji se odnosi ili primenjuje na administraciju grada, opštine ili okruga a ne na neku širu zonu' se savršeno uklapa u kontekst rečenice, jer se govori o vlastima koje deluju na nivou grada, opštine ili okruga unutar Evropske unije.	
165-5	1662-1663	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
165-6	1664-1674	regionalne	A	ADJ	_	_	regionalan	_	_	_	ENG30-02408977-a	1	ENG30-02408977-a	Reč 'regionalne' u kontekstu 'regionalne vlasti' odnosi se na vlasti koje su vezane za određenu oblast unutar Evropske unije, što odgovara definiciji značenja.	
165-7	1675-1681	vlasti	N	NOUN	_	_	vlast	_	_	_	ENG30-08050678-n	5	ENG30-01128390-n;ENG30-01128655-n;ENG30-08050678-n;ENG30-09824609-n;ENG30-13953608-n	U kontekstu rečenice, 'vlasti' se odnosi na organizacije koje upravljaju lokalnim i regionalnim jedinicama unutar Evropske unije, što odgovara značenju 'Organizacija koja je upravljačko telo političke jedinice'.	
165-8	1682-1690	lobirale	V	VERB	_	_	lobirati	_	_	_	ENG30-02458943-v	1	ENG30-02458943-v	U navedenom kontekstu, 'lobirale' znači zalagati se za određeni cilj, u ovom slučaju povećanje učešća u poslovima EU, što odgovara značenju 'kao za političke ili ekonomske usluge'.	
165-9	1691-1693	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
165-10	1694-1696	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	
165-11	1697-1706	povećanje	N	NOUN	_	_	povećanje	_	_	_	ENG30-07356676-n	4	ENG30-00364260-n;ENG30-07356676-n;ENG30-13497135-n;ENG30-13754293-n	U kontekstu rečenice, 'povećanje' se odnosi na promenu koja dovodi do veće participacije lokalnih i regionalnih vlasti u poslovima EU, što odgovara značenju 'promena koja dovodi do povećanja'.	
165-12	1707-1713	učešća	N	NOUN	_	_	učešće	_	_	_	ENG30-01239064-n	1	ENG30-01239064-n	U kontekstu rečenice, 'učešće' se odnosi na deljenje aktivnosti i poslova unutar Evropske unije, što odgovara značenju 'Deljenje aktivnosti sa grupom'.	
165-13	1714-1715	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
165-14	1716-1725	poslovima	N	NOUN	_	_	posao	_	_	_	ENG30-00575741-n	10	ENG30-00040804-n;ENG30-00575741-n;ENG30-00582388-n;ENG30-00584367-n;ENG30-00795720-n;ENG30-01096245-n;ENG30-01106808-n;ENG30-04602044-n;ENG30-05671325-n;ENG30-06572482-n	U kontekstu rečenice, 'poslovi EU' se odnose na aktivnosti koje se sprovode unutar EU, što odgovara značenju 'Aktivnost koja je usmerena ka tome da se nešto uradi'.	
165-15	1726-1728	EU	ABB	X	http://www.wikidata.org/entity/Q458	ORG	EU	_	_	_	_	_	_	_	
165-16	1728-1729	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Cilj konvergencije: stimulisati rast i zapošljavanje u najnerazvijenijim regionima.
166-1	1729-1733	Cilj	N	NOUN	_	_	cilj	_	_	_	ENG30-05980875-n	5	ENG30-05143077-n;ENG30-05980875-n;ENG30-05981230-n;ENG30-07262108-n;ENG30-08567877-n	U datom kontekstu, 'cilj' se odnosi na željeno stanje stvari (stimulisanje rasta i zapošljavanja) koje se planira postići konvergencijom. To je ono što se želi ostvariti i što bi trebalo da bude rezultat aktivnosti.	
166-2	1734-1747	konvergencije	N	NOUN	_	_	konvergencija	_	_	_	ENG30-00146572-n	3	ENG30-00146572-n;ENG30-05863106-n;ENG30-07414740-n	U kontekstu rečenice, 'konvergencija' se odnosi na proces približavanja ili usklađivanja različitih regiona u smislu ekonomskog rasta i zapošljavanja. To odgovara značenju 'čin približavanja (približavanja)'.	
166-3	1747-1748	:	PUNCT	PUNCT	_	_	:	_	_	_	_	_	_	_	
166-4	1749-1760	stimulisati	V	VERB	_	_	stimulisati	_	_	_	ENG30-00794079-v	6	ENG30-00022686-v;ENG30-00503164-v;ENG30-00794079-v;ENG30-01644522-v;ENG30-02116118-v;ENG30-02554647-v	U kontekstu rečenice, 'stimulisati' znači pružiti podstrek rastu i zapošljavanju, što se poklapa sa značenjem 'pružiti potreban podstrek za šta'.	
166-5	1761-1765	rast	N	NOUN	_	_	rast	_	_	_	ENG30-07324917-n	4	ENG30-07324673-n;ENG30-07324917-n;ENG30-13489037-n;ENG30-13497135-n	U kontekstu ekonomije i regiona, "rast" se odnosi na povećanje ekonomske snage i aktivnosti, što odgovara značenju 'rast snage, broja ili važnosti'.	
166-6	1766-1767	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
166-7	1768-1781	zapošljavanje	N	NOUN	_	_	zapošljavanje	_	_	_	ENG30-01217859-n	3	ENG30-00039990-n;ENG30-01217859-n;ENG30-01263711-n	U kontekstu rečenice, 'zapošljavanje' se odnosi na čin davanja posla ljudima u nerazvijenim regionima kako bi se stimulisao rast.	
166-8	1782-1783	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
166-9	1784-1801	najnerazvijenijim	A	ADJ	_	_	nerazvijen	_	_	_	ENG30-01491691-a	2	ENG30-00977807-a;ENG30-01491691-a	U kontekstu regiona, 'najnerazvijenijim' se odnosi na regione koji nisu u potpunosti razvijeni u ekonomskom i socijalnom smislu.	
166-10	1802-1811	regionima	N	NOUN	_	_	region	_	_	_	RSSJ-45108/0	1	RSSJ-45108/0	U navedenom kontekstu, 'region' se odnosi na prostor sa određenim karakteristikama (u ovom slučaju, nerazvijenost), što odgovara definiciji prostora sa zajedničkim karakteristikama.	
166-11	1811-1812	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=U teškim slučajevima povezanim sa gripom A ili B mogu se primeniti antivirusni inhibitori neuraminidaze.
167-1	1812-1813	U	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
167-2	1814-1820	teškim	A	ADJ	_	_	težak	_	_	_	ENG30-01190683-a	11	ENG30-00651039-a;ENG30-00744916-a;ENG30-00747910-a;ENG30-00836544-a;ENG30-00987769-a;ENG30-01184932-a;ENG30-01190683-a;ENG30-01191618-a;ENG30-01510444-a;ENG30-02287733-a;ENG30-02317012-a	U kontekstu gripa, "teški slučajevi" se odnose na slučajeve velikog stepena ili intenziteta bolesti, što odgovara značenju 'Velik po stepenu ili intenzitetu ili broju ili količini'.	
167-3	1821-1832	slučajevima	N	NOUN	_	_	slučaj	_	_	_	ENG30-13943400-n	7	ENG30-06649426-n;ENG30-06784966-n;ENG30-07300960-n;ENG30-07308889-n;ENG30-09898892-n;ENG30-13766436-n;ENG30-13943400-n	U datom kontekstu, 'slučajevi' se odnose na specifične situacije ili okolnosti bolesti (gripa A ili B) koje su teške i zahtevaju određeni tretman. Značenje 'poseban splet okolnosti' najbolje odgovara ovom opisu.	
167-4	1833-1842	povezanim	A	ADJ	_	_	povezan	_	_	_	ENG30-00566099-a	5	ENG30-00566099-a;ENG30-00731955-a;ENG30-01064806-a;ENG30-01481812-a;ENG30-02476485-a	U kontekstu rečenice, 'povezan' znači 'spojen' ili 'vezan' za gripu A ili B, ukazujući na teške slučajeve koji su u vezi sa tim gripama.	
167-5	1843-1845	sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	_	
167-6	1846-1852	gripom	N	NOUN	_	_	grip	1[817]	grip A[817]	NID[817]	LLM-0059[3514]	1[3514]	LLM-0059[3514]	U navedenom kontekstu, 'grip A' se odnosi na specifičan tip virusne infekcije respiratornog trakta, što odgovara definiciji pod ID-jem LLM-0059.[3514]	
167-7	1853-1854	A	ABB	X	_	_	A	1[817]	grip A[817]	NID[817]	LLM-0059[3514]	1[3514]	LLM-0059[3514]	U navedenom kontekstu, 'grip A' se odnosi na specifičan tip virusne infekcije respiratornog trakta, što odgovara definiciji pod ID-jem LLM-0059.[3514]	
167-8	1855-1858	ili	CONJ	CCONJ	_	_	ili	_	_	_	_	_	_	_	
167-9	1859-1860	B	ABB	X	_	_	B	_	_	_	_	_	_	_	
167-10	1861-1865	mogu	V	VERB	_	_	moći	_	_	_	NEW_SENSE	1	ENG30-02523221-v	Ponuđeno značenje ne odgovara kontekstu. U rečenici, 'mogu' se koristi kao pomoćni glagol koji izražava mogućnost ili verovatnoću da će se nešto desiti.	
167-11	1866-1868	se	PAR	PART	_	_	se	_	_	_	_	_	_	_	
167-12	1869-1878	primeniti	V	VERB	_	_	primeniti	_	_	_	ENG30-01158872-v	6	ENG30-01158872-v;ENG30-02309165-v;ENG30-02309374-v;ENG30-02560164-v;ENG30-02561332-v;ENG30-02676789-v	U ovom kontekstu, 'primeniti' znači upotrebiti antivirusne inhibitore neuraminidaze kao sredstvo za lečenje ili kontrolu gripa A ili B, što odgovara značenju 'staviti nešto u službu; upotrebiti nešto za neku određenu primenu'.	
167-13	1879-1890	antivirusni	A	ADJ	_	_	antivirusni	_	_	_	RSSJ-1115/0	1	RSSJ-1115/0	Rečenica govori o lekovima koji se koriste u teškim slučajevima gripa A ili B, a antivirusni inhibitori neuraminidaze su lekovi koji deluju protiv virusa.	
167-14	1891-1901	inhibitori	N	NOUN	_	_	inhibitor	_	_	_	ENG30-14724436-n	1	ENG30-14724436-n	Inhibitor u kontekstu lečenja gripa se odnosi na supstancu koja zaustavlja ili usporava aktivnost virusa, što se poklapa sa definicijom.	
167-15	1902-1915	neuraminidaze	N	NOUN	_	_	neuraminidaze	_	_	_	CVDf-220/0	1	CVDf-220/0	Neuraminidaza je enzim koji se nalazi u patogenim mikroorganizmima, što se uklapa u kontekst primene antivirusnih inhibitora u slučajevima gripa A ili B.	
167-16	1915-1916	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Cilj portala je i da institucije i druga tela EU učini transparentnijim i odgovornijim.
168-1	1916-1920	Cilj	N	NOUN	_	_	cilj	_	_	_	ENG30-05980875-n	5	ENG30-05143077-n;ENG30-05980875-n;ENG30-05981230-n;ENG30-07262108-n;ENG30-08567877-n	U navedenom kontekstu, 'cilj' se odnosi na željeno stanje ili ishod koji se nastoji postići, a to je da se institucije EU učine transparentnijim i odgovornijim. Ovo značenje se najbolje uklapa u definiciju 'stanja stvari koje neki plan treba da postigne'.	
168-2	1921-1928	portala	N	NOUN	_	_	portal	_	_	_	ENG30-06359657-n	1	ENG30-06359657-n	U navedenom kontekstu, 'portal' se odnosi na veb-sajt koji služi kao ulazna tačka ili platforma za pristup informacijama i uslugama, što odgovara definiciji sajta koji služi kao ulaz na druge sajtove ili izvore informacija.	
168-3	1929-1931	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
168-4	1932-1933	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
168-5	1934-1936	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	
168-6	1937-1948	institucije	N	NOUN	_	_	institucija	_	_	_	ENG30-08053576-n	2	ENG30-05669350-n;ENG30-08053576-n	U kontekstu rečenice, 'institucije' se odnose na organizacije unutar EU, što odgovara značenju 'organizacija osnovana za specijalne potrebe'.	
168-7	1949-1950	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
168-8	1951-1956	druga	A	ADJ	_	_	drugi	_	_	_	ENG30-02070188-a	4	ENG30-00048858-a;ENG30-02070030-a;ENG30-02070188-a;ENG30-02202146-a	U kontekstu rečenice, 'druga tela EU' označava tela koja nisu institucije, odnosno neka druga tela, a ne ona koja su prva pomenuta.	
168-9	1957-1961	tela	N	NOUN	_	_	telo	_	_	_	ENG30-07965085-n	8	ENG30-02861886-n;ENG30-05216365-n;ENG30-05217859-n;ENG30-05549830-n;ENG30-06394701-n;ENG30-07965085-n;ENG30-08436288-n;ENG30-09224911-n	U datom kontekstu, 'tela EU' se odnosi na grupe ljudi organizovane u institucije, što odgovara značenju 'grupa ljudi koji su povezani nekom zajedničkom vezom ili zanimanjem i posmatraju se kao celina'.	
168-10	1962-1964	EU	ABB	X	http://www.wikidata.org/entity/Q458	ORG	EU	_	_	_	_	_	_	_	
168-11	1965-1970	učini	V	VERB	_	_	učiniti	_	_	_	ENG30-01645601-v	6	ENG30-00771490-v;ENG30-00885925-v;ENG30-01619014-v;ENG30-01645601-v;ENG30-02396716-v;ENG30-02735897-v	U ovom kontekstu, 'učiniti' znači izazvati da institucije i tela EU postanu transparentniji i odgovorniji, bez nužne implikacije namere, što se poklapa sa značenjem 'Učiniti da se nešto desi, ne mora biti s namerom'.	
168-12	1971-1987	transparentnijim	A	ADJ	_	_	transparentan	_	_	_	ENG30-01619689-a	2	ENG30-00431774-a;ENG30-01619689-a	U kontekstu rečenice, 'transparentnijim' se odnosi na to da institucije i tela EU budu lakše razumljive i vidljive u svom radu, odnosno da se njihove aktivnosti i odluke mogu lako pratiti i razumeti.	
168-13	1988-1989	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
168-14	1990-2002	odgovornijim	A	ADJ	_	_	odgovoran	_	_	_	ENG30-01996377-a	3	ENG30-00324878-a;ENG30-00809201-a;ENG30-01996377-a	U kontekstu rečenice, 'odgovornijim' se odnosi na to da institucije i tela EU treba da budu svesni svojih postupaka i da snose posledice za njih, što odgovara značenju 'koji odgovara za svoje postupke'.	
168-15	2002-2003	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Zajednički istraživački centar Evropske komisije odgovoran je za pružanje tehničke i naučne podrške inicijativi.
169-1	2003-2013	Zajednički	A	ADJ	_	_	zajednički	_	_	_	ENG30-00493012-a	4	ENG30-00492677-a;ENG30-00493012-a;ENG30-02152216-a;ENG30-02635499-a	U datom kontekstu, 'zajednički' se odnosi na istraživački centar koji pripada Evropskoj komisiji kao grupi, a ne pojedincima. Dakle, značenje 'za grupu, a ne za pojedince' je najprikladnije.	
169-2	2014-2026	istraživački	A	ADJ	_	_	istraživački	2[818]	istraživački centar[818]	NID[818]	LLM-0079[3515]	1[3515]	LLM-0079[3515]	Istraživački centar u datom kontekstu se odnosi na instituciju koja se bavi naučnim istraživanjima, što se poklapa sa definicijom pod ID-jem LLM-0079.[3515]	
169-3	2027-2033	centar	N	NOUN	_	_	centar	2[818]	istraživački centar[818]	NID[818]	LLM-0079[3515]	1[3515]	LLM-0079[3515]	Istraživački centar u datom kontekstu se odnosi na instituciju koja se bavi naučnim istraživanjima, što se poklapa sa definicijom pod ID-jem LLM-0079.[3515]	
169-4	2034-2042	Evropske	A	ADJ	http://www.wikidata.org/entity/Q8880[85]	ORG[85]	evropski	_	_	_	_	_	_	_	
169-5	2043-2051	komisije	N	NOUN	http://www.wikidata.org/entity/Q8880[85]	ORG[85]	komisija	_	_	_	_	_	_	_	
169-6	2052-2061	odgovoran	A	ADJ	_	_	odgovoran	_	_	_	ENG30-00809201-a	3	ENG30-00324878-a;ENG30-00809201-a;ENG30-01996377-a	U ovom kontekstu, 'odgovoran' znači da je centar zadužen za pružanje podrške, odnosno da je u kontroli nad tim zadatkom.	
169-7	2062-2064	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
169-8	2065-2067	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	
169-9	2068-2076	pružanje	N	NOUN	_	_	pružanje	1	pružanje podrške	NV.LVC.full	CVMWE-0361[3516]	1[3516]	CVMWE-0361[3516]	U kontekstu rečenice, 'pružanje podrške' se odnosi na akciju davanja tehničke i naučne pomoći inicijativi, što se uklapa u definiciju pomaganja ili omogućavanja pomoći.[3516]	
169-10	2077-2085	tehničke	A	ADJ	_	_	tehnički	_	_	_	ENG30-01108716-a	1	ENG30-01108716-a	U kontekstu rečenice, 'tehnička' se odnosi na podršku koja je povezana sa veštinama i znanjem iz oblasti tehnike, što odgovara definiciji značenja.	
169-11	2086-2087	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
169-12	2088-2094	naučne	A	ADJ	_	_	naučni	_	_	_	DRJ0-205726/1а.	6	DRJ0-205726/1а.;DRJ0-205726/1б.;DRJ0-205726/1в.;DRJ0-205726/1г.;DRJ0-205726/2а.;DRJ0-205726/2б.	U kontekstu rečenice, 'naučne podrške' se odnosi na podršku koja je povezana sa naukom, odnosno zasniva se na nauci. To je u skladu sa značenjem 'koji se odnosi na nauku, koji se zasniva na nauci'.	
169-13	2095-2102	podrške	N	NOUN	_	_	podrška	1	*	NV.LVC.full	CVMWE-0361[3516]	1[3516]	CVMWE-0361[3516]	U kontekstu rečenice, 'pružanje podrške' se odnosi na akciju davanja tehničke i naučne pomoći inicijativi, što se uklapa u definiciju pomaganja ili omogućavanja pomoći.[3516]	
169-14	2103-2114	inicijativi	N	NOUN	_	_	inicijativa	_	_	_	ENG30-00239230-n	3	ENG30-00239230-n;ENG30-00796886-n;ENG30-07456906-n	U kontekstu rečenice, 'inicijativa' se odnosi na prvi korak ili akciju u nizu, što odgovara značenju 'prva u nizu akcija'.	
169-15	2114-2115	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Strategija takođe postavlja široke ose prioriteta–akcije potrebne za postizanje ciljeva i podobne za finansiranje.
170-1	2115-2125	Strategija	N	NOUN	_	_	strategija	_	_	_	ENG30-05905348-n	2	ENG30-05905348-n;ENG30-06249177-n	U datom kontekstu, strategija se odnosi na plan akcije za postizanje ciljeva, što odgovara značenju 'razvijen i sistematski plan akcije'.	
170-2	2126-2132	takođe	PAR	PART	_	_	takođe	_	_	_	_	_	_	_	
170-3	2133-2142	postavlja	V	VERB	_	_	postavljati	_	_	_	NEW_SENSE	2	ENG30-01271936-v;ENG30-02427726-v	Nijedno od ponuđenih značenja ne odgovara kontekstu. U rečenici, 'postavlja' se koristi u smislu 'određuje' ili 'definiše' široke prioritete, što nije obuhvaćeno ponuđenim značenjima.	
170-4	2143-2149	široke	A	ADJ	_	_	širok	_	_	_	ENG30-00526062-a	6	ENG30-00526062-a;ENG30-01101391-a;ENG30-01101891-a;ENG30-01384212-a;ENG30-02560548-a;ENG30-02563068-a	U kontekstu rečenice, 'široke ose prioriteta' znači da su prioriteti postavljeni u velikom obimu ili sadržaju, pokrivajući različite aspekte strategije.	
170-5	2150-2153	ose	N	NOUN	_	_	osa	_	_	_	ENG30-06008609-n	2	ENG30-02212062-n;ENG30-06008609-n	U datom kontekstu, 'osa' se koristi kao metafora za pravac ili liniju prioriteta, što odgovara značenju prave linije koja prolazi kroz nešto i definiše smer.	
170-6	2154-2164	prioriteta	N	NOUN	_	_	prioritet	_	_	_	ENG30-13949802-n	1	ENG30-13949802-n	U navedenom kontekstu, 'prioritet' se odnosi na akcije koje su utvrđene kao važne za postizanje ciljeva i stoga zaslužuju finansiranje, što se podudara sa značenjem 'utvrđen status po važnosti ili urgentnosti'.	
170-7	2164-2165	–	PUNCT	PUNCT	_	_	–	_	_	_	_	_	_	_	
170-8	2165-2171	akcije	N	NOUN	_	_	akcija	_	_	_	ENG30-00941140-n	9	ENG30-00037396-n;ENG30-00801125-n;ENG30-00941140-n;ENG30-01182312-n;ENG30-02677718-n;ENG30-07456906-n;ENG30-13333833-n;ENG30-13342135-n;ENG30-13417071-n	U kontekstu strategije, 'akcije' se odnose na konkretne korake ili mere koje je potrebno preduzeti da bi se postigli određeni ciljevi. Ovo značenje se poklapa sa definicijom 'ideje ili akcije namenjene rešavanju problema ili situacije'.	
170-9	2172-2180	potrebne	A	ADJ	_	_	potreban	_	_	_	ENG30-02526925-a	2	ENG30-01462625-a;ENG30-02526925-a	U datom kontekstu, 'potrebne' se odnosi na akcije koje se žele ili traže kako bi se postigli ciljevi, što odgovara značenju 'koji se želi, traži'.	
170-10	2181-2183	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	
170-11	2184-2194	postizanje	N	NOUN	_	_	postizanje	1	postizanje cilja	NV.LVC.full	CVMWE-0323[3517]	1[3517]	CVMWE-0323[3517]	Značenje CVMWE-0323 se direktno odnosi na uspešno dovršavanje postavljenih ciljeva, što je u skladu sa kontekstom rečenice koja govori o akcijama potrebnim za postizanje ciljeva.[3517]	
170-12	2195-2202	ciljeva	N	NOUN	_	_	cilj	1	*	NV.LVC.full	CVMWE-0323[3517]	1[3517]	CVMWE-0323[3517]	Značenje CVMWE-0323 se direktno odnosi na uspešno dovršavanje postavljenih ciljeva, što je u skladu sa kontekstom rečenice koja govori o akcijama potrebnim za postizanje ciljeva.[3517]	
170-13	2203-2204	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
170-14	2205-2212	podobne	A	ADJ	_	_	podoban	_	_	_	DRJ0-212979/2а.	4	DRJ0-212979/1;DRJ0-212979/2а.;DRJ0-212979/2б.;DRJ0-212979/3	U kontekstu rečenice, 'podoban' se koristi da označi da su akcije 'zgodne' ili 'pogodne' za finansiranje, odnosno da ispunjavaju uslove ili kriterijume za dobijanje finansijskih sredstava.	
170-15	2213-2215	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	
170-16	2216-2228	finansiranje	N	NOUN	_	_	finansiranje	_	_	_	ENG30-01099109-n	2	ENG30-01099109-n;ENG30-13365698-n	U kontekstu rečenice, 'finansiranje' se odnosi na sam čin obezbeđivanja sredstava, odnosno proces finansiranja, a ne na konkretna finansijska sredstva.	
170-17	2228-2229	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=U martu 1994. Odbor regija (CoR) održava svoju prvu plenarnu sednicu u Briselu.
171-1	2229-2230	U	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
171-2	2231-2236	martu	N	NOUN	_	_	mart	_	_	_	ENG30-15210870-n	1	ENG30-15210870-n	U navedenoj rečenici, 'mart' se odnosi na mesec u godini, što se poklapa sa definicijom značenja 'Mesec koji dolazi posle februara a pre aprila u kalendaru'.	
171-3	2237-2242	1994.	A	ADJ	_	_	1994.	_	_	_	NEW_SENSE	0	_	_	
171-4	2243-2248	Odbor	N	NOUN	http://www.wikidata.org/entity/Q205203[86]	ORG[86]	odbor	_	_	_	_	_	_	_	
171-5	2249-2255	regija	N	NOUN	http://www.wikidata.org/entity/Q205203[86]	ORG[86]	regija	_	_	_	_	_	_	_	
171-6	2256-2257	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	
171-7	2257-2260	CoR	ABB	X	http://www.wikidata.org/entity/Q205203	ORG	CoR	_	_	_	_	_	_	_	
171-8	2260-2261	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	
171-9	2262-2269	održava	V	VERB	_	_	održavati	_	_	_	NEW_SENSE	8	ENG30-00118764-v;ENG30-00456937-v;ENG30-00896497-v;ENG30-01065877-v;ENG30-01428011-v;ENG30-02202928-v;ENG30-02283716-v;ENG30-02681795-v	Nijedno od ponuđenih značenja ne odgovara kontekstu. U ovom slučaju, 'održavati' znači 'organizovati i sprovesti' sednicu.	
171-10	2270-2275	svoju	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	
171-11	2276-2280	prvu	A	ADJ	_	_	prvi	_	_	_	ENG30-01012855-a	6	ENG30-00228294-a;ENG30-01009206-a;ENG30-01009343-a;ENG30-01010862-a;ENG30-01012855-a;ENG30-01467919-a	U kontekstu rečenice, 'prva plenarna sednica' označava sednicu koja se održava po prvi put, odnosno prethodi svim ostalim sednicama u vremenu.	
171-12	2281-2289	plenarnu	A	ADJ	_	_	plenaran	1[819]	plenarna sednica[819]	NID[819]	CVMWE-0290[3518]	1[3518]	CVMWE-0290[3518]	Definicija "sednica konferencije ili savetodavne skupštine na kojoj su prisutne sve stranke ili članovi" se direktno odnosi na značenje "plenarne sednice" u kontekstu rečenice.[3518]	
171-13	2290-2297	sednicu	N	NOUN	_	_	sednica	1[819]	plenarna sednica[819]	NID[819]	CVMWE-0290[3518]	1[3518]	CVMWE-0290[3518]	Definicija "sednica konferencije ili savetodavne skupštine na kojoj su prisutne sve stranke ili članovi" se direktno odnosi na značenje "plenarne sednice" u kontekstu rečenice.[3518]	
171-14	2298-2299	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
171-15	2300-2307	Briselu	N	PROPN	http://www.wikidata.org/entity/Q239	LOC	Brisel	_	_	_	_	_	_	_	
171-16	2307-2308	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

