#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Comment|Ainotes


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
246-4	22288-22290	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
246-5	22291-22300	ekstremni	A	ADJ	_	_	ekstreman	_	_	_	ENG30-01534858-a	2	ENG30-00204491-a;ENG30-01534858-a	*	simple_wsd - ENG30-01534858-a:0.5393::daleko izvan norme u količini ili stepenu; do najveće moguće mere - ENG30-00204491-a:0.4323::koji koristi temperament ili ponašanje; nedostatak uzdržanosti ili skromnosti	
246-6	22301-22305	nivo	N	NOUN	_	_	nivo	_	_	_	ENG30-06246896-n	7	CV0118;ENG30-03365991-n;ENG30-05093890-n;ENG30-05131902-n;ENG30-06246896-n;ENG30-13939892-n;ENG30-14428160-n	*	simple_wsd - ENG30-06246896-n:0.5643::apstraktno mesto koje se obično zamišlja kao da ima dubinu - ENG30-13939892-n:0.5267::Specifična pozicija koja se može identifikovati u kontinuumu, nizu i posebno procesu. - ENG30-14428160-n:0.5234::relativna pozicija ili stepen vrednosti u ocenjivanoj grupi	
246-7	22306-22315	kriminala	N	NOUN	_	_	kriminal	_	_	_	DRJ0-197498/0	1	DRJ0-197498/0	*	simple_wsd - DRJ0-197498/0:0.5101::društvenoopasna protivpravna, krivična delatnost, teža ili teška krivična dela (ubistvo, teža ili teška telesna povreda…	
246-8	22315-22316	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
246-9	22317-22324	bolesti	N	NOUN	_	_	bolest	_	_	_	ENG30-14070360-n	2	ENG30-14061805-n;ENG30-14070360-n	*	simple_wsd - ENG30-14070360-n:0.4778::Narušenost zdravlja ili stanje nenormalnog funkcionisanja. - ENG30-14061805-n:0.3622::Oštećenje normalne fiziološke funkcije koje pogađa deo ili ceo organizam.	
246-10	22324-22325	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
246-11	22326-22334	masovnih	A	ADJ	_	_	masovan	_	_	_	ENG30-00487198-a	2	ENG30-00487198-a;ENG30-01063521-a	*	simple_wsd - ENG30-00487198-a:0.5004::preovlađuje u široj javnosti ili zajedničko za širu javnost - ENG30-01063521-a:0.4302::koji je nacionalnog obima	
246-12	22335-22340	smrti	N	NOUN	_	_	smrt	_	_	_	ENG30-13962498-n	4	ENG30-00219575-n;ENG30-11444117-n;ENG30-13962498-n;ENG30-15143477-n	*	simple_wsd - ENG30-13962498-n:0.5219::odsustvo života ili stanje mrtvog - ENG30-15143477-n:0.4434::vreme kada se nešto završava - ENG30-11444117-n:0.4379::Trajan kraj svih životnih funkcija u organizmu ili delu organizma.	
246-13	22340-22341	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
246-14	22342-22344	pa	CONJ	CCONJ	_	_	pa	_	_	_	_	_	_	_	_	
246-15	22345-22348	čak	PAR	PART	_	_	čak	_	_	_	_	_	_	_	_	
246-16	22349-22350	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
246-17	22351-22362	kanibalizma	N	NOUN	_	_	kanibalizam	_	_	_	ENG30-00412839-n	1	ENG30-00412839-n	*	simple_wsd - ENG30-00412839-n:0.5066::praksa jedenja mesa sopstvene vrste	
246-18	22363-22364	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
246-19	22365-22376	čedomorstva	N	NOUN	_	_	čedomorstvo	_	_	_	ENG30-01250492-n	1	ENG30-01250492-n	*	simple_wsd - ENG30-01250492-n:0.4901::ubistvo novorođenčeta	
246-20	22376-22377	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Dok se pobuna polako stišavala, postajalo je jasno da se kolonijalna vladavina Britanije više ne može održati.
247-1	22377-22380	Dok	CONJ	SCONJ	_	_	dok	_	_	_	_	_	_	_	_	
247-2	22381-22383	se	PAR	PART	_	_	se	1	*	IRV	CVMWE-0425[2170]	1[2170]	CVMWE-0425[2170]	*[631]	simple_wsd - CVMWE-0425:0.4337::izgubiti prvobitne razmere, žestinu, učestalost i dr. (o aktivnosti, dejstvu, zbivanju)[2170]	
247-3	22384-22390	pobuna	N	NOUN	_	_	pobuna	_	_	_	ENG30-13977043-n	3	ENG30-00962129-n;ENG30-01177327-n;ENG30-13977043-n	*[631]|*[632]	simple_wsd - ENG30-13977043-n:0.5432::stanje nereda u kome se odvija grupno nasilje - ENG30-01177327-n:0.5156::odbijanje da prihvati neki autoritet, kod ili konvencija - ENG30-00962129-n:0.4511::Organizovano suprotstavljanje vlasti; sukob u kome jedna strana želi da otme kontrolu od druge.	
247-4	22391-22397	polako	ADV	ADV	_	_	polako	_	_	_	ENG30-00161630-b	2	ENG30-00161630-b;ENG30-00388494-b	*[631]|*[633]	simple_wsd - ENG30-00161630-b:0.5140::nema brzine („sporo“ se ponekad neformalno koristi za „polako“) - ENG30-00388494-b:0.2742::u muzici	
247-5	22398-22407	stišavala	V	VERB	_	_	stišavati	1	stišavati se	IRV	CVMWE-0425[2170]	1[2170]	CVMWE-0425[2170]	*[631]	simple_wsd - CVMWE-0425:0.4337::izgubiti prvobitne razmere, žestinu, učestalost i dr. (o aktivnosti, dejstvu, zbivanju)[2170]	
247-6	22407-22408	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
247-7	22409-22418	postajalo	V	VERB	_	_	postajati	3	postati jasno	VID	CVMWE-0316[2171]	1[2171]	CVMWE-0316[2171]	*[634]	simple_wsd - CVMWE-0316:0.5342::shvatiti situaciju, odnose koji su do tada bili prikriveni[2171]	
247-8	22419-22421	je	V	AUX	_	_	jesam	_	_	_	http://llod.jerteh.rs/WSD/seCVMWE0316[634]	1[634]	CVMWE-0316[634]	*[634]	U ovom kontekstu, 'postajalo je jasno' znači da su ljudi počeli da shvataju situaciju koja ranije nije bila očigledna, što odgovara ponuđenom značenju.[634]	
247-9	22422-22427	jasno	ADV	ADV	_	_	jasno	3	*	VID	CVMWE-0316[2171]	1[2171]	CVMWE-0316[2171]	*[634]	simple_wsd - CVMWE-0316:0.5342::shvatiti situaciju, odnose koji su do tada bili prikriveni[2171]	
247-10	22428-22430	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
247-11	22431-22433	se	PAR	PART	_	_	se	2	*	IRV	CVMWE-0255[2172]	3[2172]	CVMWE-0255;ENG30-02618149-v;ENG30-02734800-v[2172]	*[635]	simple_wsd - CVMWE-0255:0.5478::sačuvati se, istrajati u ranijem stanju, položaju, dotadašnjem mestu, itd. - ENG30-02618149-v:0.4601::nastavlja da živi i izbegava da umre - ENG30-02734800-v:0.4077::Ne kvariti se niti truliti.[2172]	
247-12	22434-22445	kolonijalna	A	ADJ	_	_	kolonijalan	_	_	_	ENG30-02700199-a	2	ENG30-02700029-a;ENG30-02700199-a	*[635]|*[636]	simple_wsd - ENG30-02700199-a:0.6838::koji se odnosi na životinje koje žive u kolonijama, kao što su mravi - ENG30-02700029-a:0.5856::koji se odnosi ili je karakteristično za kolonije	
247-13	22446-22455	vladavina	N	NOUN	_	_	vladavina	_	_	_	ENG30-14443532-n	4	ENG30-13968859-n;ENG30-14442933-n;ENG30-14443532-n;ENG30-15260814-n	*[635]|*[637]	simple_wsd - ENG30-14443532-n:0.6290::kraljevska vlast; dominacija monarha - ENG30-13968859-n:0.4707::Oblik upravljanja društvenom organizcijom. - ENG30-14442933-n:0.4147::dominacija ili moć putem pravnog autoriteta	
247-14	22456-22465	Britanije	N	PROPN	http://www.wikidata.org/entity/Q145	LOC	Britanija	_	_	_	http://llod.jerteh.rs/WSD/seCVMWE0255[635]	3[635]	CVMWE-0255\;ENG30-02618149-v\;ENG30-02734800-v[635]	*[635]	U ovom kontekstu, 'održati se' znači da kolonijalna vladavina Britanije više ne može sačuvati svoj dotadašnji položaj ili stanje, odnosno ne može istrajati u ranijem obliku.[635]	
247-15	22466-22470	više	ADV	ADV	_	_	više	_	_	_	CV0061	3	CV0061;ENG30-00099712-b;ENG30-01555133-a	*[635]|*[638]	simple_wsd - CV0061:0.5820::posle toga, dalje; odsad, ubuduće (u odričnim rečenicama i pitanjima) - ENG30-01555133-a:0.5817::komparativ od mnogo, sa značenjem više od jednog po broju - ENG30-00099712-b:0.4229::komparativ od mnogo; u većoj meri ili stepenu	
247-16	22471-22473	ne	PAR	PART	_	_	ne	_	_	_	http://llod.jerteh.rs/WSD/seCVMWE0255[635]	3[635]	CVMWE-0255\;ENG30-02618149-v\;ENG30-02734800-v[635]	*[635]	U ovom kontekstu, 'održati se' znači da kolonijalna vladavina Britanije više ne može sačuvati svoj dotadašnji položaj ili stanje, odnosno ne može istrajati u ranijem obliku.[635]	
247-17	22474-22478	može	V	VERB	_	_	moći	_	_	_	CV0171	6	CV0044;CV0071;CV0124;CV0171;DRJ0-203294/2b.;ENG30-02523221-v	*[635]|*[639]	simple_wsd - CV0171:0.6264::kad se nešto iskazuje, iznosi kao eventualna ili stvarna mogućnost, uverenje - DRJ0-203294/2b.:0.5675::sadržavati u sebi elemente, osnove za neku tvrdnju, davati povoda za verovanje, uverenost, tvrdnju - CV0124:0.5401::biti upotrebljiv, prihvatljiv, odgovarati nekoj nameni ili potrebi.	
247-18	22479-22486	održati	V	VERB	_	_	održati	2	održati se	IRV	CVMWE-0255[2172]	3[2172]	CVMWE-0255;ENG30-02618149-v;ENG30-02734800-v[2172]	*[635]	simple_wsd - CVMWE-0255:0.5478::sačuvati se, istrajati u ranijem stanju, položaju, dotadašnjem mestu, itd. - ENG30-02618149-v:0.4601::nastavlja da živi i izbegava da umre - ENG30-02734800-v:0.4077::Ne kvariti se niti truliti.[2172]	
247-19	22486-22487	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Ekonomska priroda društva se takođe dramatično promenila.
248-1	22487-22496	Ekonomska	A	ADJ	_	_	ekonomski	_	_	_	ENG30-02716739-a	4	ENG30-01871565-a;ENG30-02577454-a;ENG30-02716605-a;ENG30-02716739-a	*	simple_wsd - ENG30-02716739-a:0.5951::koji se odnosi na ekonomiju, sistem proizvodnje i upravljanja materijalni dobara - ENG30-02577454-a:0.5648::koji se tiče svetovnih životnih potreba (posebno novca) - ENG30-02716605-a:0.4506::o ili u vezi sa naukom o ekonomiji	
248-2	22497-22504	priroda	N	NOUN	_	_	priroda	_	_	_	ENG30-04726724-n	3	ENG30-04623113-n;ENG30-04726724-n;ENG30-09466280-n	*	simple_wsd - ENG30-04726724-n:0.5757::Suštinski kvaliet ili karakteristika po kojij se nešto prepoznaje. - ENG30-04623113-n:0.5634::Sastav emocionalnih i inetelektualnih atributa koji određuju karakteristične postupke i reakcije osobe. - ENG30-09466280-n:0.4601::Sve što negde postoji.	
248-3	22505-22512	društva	N	NOUN	_	_	društvo	_	_	_	ENG30-07966140-n	4	ENG30-07966140-n;ENG30-08184861-n;ENG30-08227214-n;ENG30-13782769-n	*	simple_wsd - ENG30-07966140-n:0.6039::Veća društvena grupa koja ima posebnu kulturnu i ekonomsku organizaciju. - ENG30-08227214-n:0.5396::Formalna asocijacija ljudi koji imaju slične interese. - ENG30-13782769-n:0.5182::odnos koji je rezultat interakcije ili zavisnosti	
248-4	22513-22515	se	PAR	PART	_	_	se	1	*	IRV	ENG30-00109660-v[2173]	5[2173]	CVMWE-0354;CVMWE-0355;CVMWE-0356;ENG30-00109660-v;ENG30-02626604-v[2173]	*[640]	simple_wsd - ENG30-00109660-v:0.6267::Pretrpeti promenu; postati drukčiji u suštini; izgubiti svoju prvobitnu prirodu. - ENG30-02626604-v:0.5241::biti podvrgnut promeni ili razvoju - CVMWE-0356:0.4924::izmeniti svoje osobine, karakter, navike[2173]	
248-5	22516-22522	takođe	PAR	PART	_	_	takođe	_	_	_	http://llod.jerteh.rs/WSD/seENG3000109660v[640]	5[640]	CVMWE-0354\;CVMWE-0355\;CVMWE-0356\;ENG30-00109660-v\;ENG30-02626604-v[640]	*[640]	U ovom kontekstu, 'promeniti se' znači da je ekonomska priroda društva pretrpela suštinsku promenu i izgubila svoju prvobitnu prirodu, što najpreciznije odgovara ovom značenju.[640]	
248-6	22523-22533	dramatično	ADV	ADV	_	_	dramatično	_	_	_	ENG30-00246802-b	1	ENG30-00246802-b	*[640]|*[641]	simple_wsd - ENG30-00246802-b:0.2608::na veoma impresivan način	
248-7	22534-22543	promenila	V	VERB	_	_	promeniti	1	promeniti se	IRV	ENG30-00109660-v[2173]	5[2173]	CVMWE-0354;CVMWE-0355;CVMWE-0356;ENG30-00109660-v;ENG30-02626604-v[2173]	*[640]	simple_wsd - ENG30-00109660-v:0.6267::Pretrpeti promenu; postati drukčiji u suštini; izgubiti svoju prvobitnu prirodu. - ENG30-02626604-v:0.5241::biti podvrgnut promeni ili razvoju - CVMWE-0356:0.4924::izmeniti svoje osobine, karakter, navike[2173]	
248-8	22543-22544	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Pogađa između 700.000 i 1,6 miliona trudnoća godišnje, što dovodi do spontanih pobačaja, mrtvorođene dece i kongenitalnog sifilisa.
249-1	22544-22550	Pogađa	V	VERB	_	_	pogađati	_	_	_	DRJ0-212537/0	2	DRJ0-212537/0;ENG30-00019448-v	*	simple_wsd - DRJ0-212537/0:0.4334::nesvr. prema pogoditi (se). - ENG30-00019448-v:0.4320::Imati uticaja na nešto, fizički uticati	
249-2	22551-22557	između	PREP	ADP	_	_	između	_	_	_	_	_	_	_	_	
249-3	22558-22565	700.000	NUM	NUM	_	_	700.000	_	_	_	_	_	_	_	_	
249-4	22566-22567	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
249-5	22568-22571	1,6	NUM	NUM	_	_	1,6	_	_	_	_	_	_	_	_	
249-6	22572-22579	miliona	N	NOUN	_	_	milion	_	_	_	CV0045	2	CV0045;ENG30-13751533-n	*	simple_wsd - CV0045:0.5378::neodređen, veoma veliki broj, koristi se često kao hiperbola - ENG30-13751533-n:0.5258::broj koji je predstavljen kao jedinica praćen sa 6 nula	
249-7	22580-22588	trudnoća	N	NOUN	_	_	trudnoća	_	_	_	ENG30-14046202-n	1	ENG30-14046202-n	*	simple_wsd - ENG30-14046202-n:0.5045::Stanje u kome je osoba trudna; period od zaćeća do porođaja kada žena nosi fetus u materici.	
249-8	22589-22597	godišnje	ADV	ADV	_	_	godišnje	_	_	_	ENG30-00250570-b	3	CV0052;ENG30-00081737-b;ENG30-00250570-b	*	simple_wsd - ENG30-00250570-b:0.5826::po godini; svake godine (obično se odnosi na uplaćenu ili primljenu sumu novca) - CV0052:0.3866::jedanput u godini, svake godine jedanput - ENG30-00081737-b:0.3766::bez propuštanja godine	
249-9	22597-22598	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
249-10	22599-22602	što	CONJ	SCONJ	_	_	što	_	_	_	_	_	_	_	_	
249-11	22603-22609	dovodi	V	VERB	_	_	dovoditi	_	_	_	ENG30-02686625-v	2	ENG30-01434140-v;ENG30-02686625-v	*	simple_wsd - ENG30-02686625-v:0.4251::učiniti da se šta dogodi ili da šta uzrokuje - ENG30-01434140-v:0.3252::kime praćen biti	
249-12	22610-22612	do	PREP	ADP	_	_	do	_	_	_	_	_	_	_	_	
249-13	22613-22622	spontanih	A	ADJ	_	_	spontan	2[334]	spontani pobačaj[334]	NID[334]	CVMWE-0417[2174]	1[2174]	CVMWE-0417[2174]	*[642]	simple_wsd - CVMWE-0417:0.5360::spontano ili neplanirano izbacivanje fetusa iz materice pre nego što je u stanju da preživi samostalno.[2174]	
249-14	22623-22631	pobačaja	N	NOUN	_	_	pobačaj	2[334]	spontani pobačaj[334]	NID[334]	CVMWE-0417[2174]	1[2174]	CVMWE-0417[2174]	*[642]	simple_wsd - CVMWE-0417:0.5360::spontano ili neplanirano izbacivanje fetusa iz materice pre nego što je u stanju da preživi samostalno.[2174]	
249-15	22631-22632	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
249-16	22633-22644	mrtvorođene	A	ADJ	_	_	mrtvorođen	3[335]	mrtvorođena deca[335]	NID[335]	CVMWE-0210[2175]	1[2175]	CVMWE-0210[2175]	*[643]	simple_wsd - CVMWE-0210:0.5201::beba koja je umrla u materici nakon što je preživela najmanje prvih 28 nedelja trudnoće[2175]	
249-17	22645-22649	dece	N	NOUN	_	_	deca	3[335]	mrtvorođena deca[335]	NID[335]	CVMWE-0210[2175]	1[2175]	CVMWE-0210[2175]	*[643]	simple_wsd - CVMWE-0210:0.5201::beba koja je umrla u materici nakon što je preživela najmanje prvih 28 nedelja trudnoće[2175]	
249-18	22650-22651	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
249-19	22652-22665	kongenitalnog	A	ADJ	_	_	kongenitalan	1[336]	kongenitalni sifilis[336]	NID[336]	CVMWE-0176[2176]	2[2176]	CVMWE-0176;LLM-0097[2176]	*[644]	simple_wsd - CVMWE-0176:0.6629::sifilis koji se javlja kada majka sa nelečenim sifilisom prenese infekciju na svoju bebu tokom trudnoće ili pri rođenju - LLM-0097:0.6080::Polna bolest koja se prenosi sa majke na dete tokom trudnoće ili porođaja.[2176]	
249-20	22666-22674	sifilisa	N	NOUN	_	_	sifilis	1[336]	kongenitalni sifilis[336]	NID[336]	CVMWE-0176[2176]	2[2176]	CVMWE-0176;LLM-0097[2176]	*[644]	simple_wsd - CVMWE-0176:0.6629::sifilis koji se javlja kada majka sa nelečenim sifilisom prenese infekciju na svoju bebu tokom trudnoće ili pri rođenju - LLM-0097:0.6080::Polna bolest koja se prenosi sa majke na dete tokom trudnoće ili porođaja.[2176]	
249-21	22674-22675	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Utvrdili su da je zakon o samoupravljanju osnova celokupnog društvenog poretka u Jugoslaviji.
250-1	22675-22683	Utvrdili	V	VERB	_	_	utvrditi	_	_	_	ENG30-00918872-v	7	ENG30-00598954-v;ENG30-00700708-v;ENG30-00721437-v;ENG30-00918872-v;ENG30-00920336-v;ENG30-02448185-v;ENG30-02533282-v	*	simple_wsd - ENG30-00918872-v:0.4749::Posle računanja, istraživanja, eksperimentisanja ustanoviti nešto. - ENG30-00700708-v:0.4680::popraviti u obimu; uspostaviti granice; stablo određuje granicu imanja - ENG30-00598954-v:0.4293::upoznati nešto ili postati nečega svestan, obično slučajno	
250-2	22684-22686	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
250-3	22687-22689	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
250-4	22690-22692	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
250-5	22693-22698	zakon	N	NOUN	_	_	zakon	_	_	_	ENG30-06532330-n	3	ENG30-05872982-n;ENG30-06532330-n;ENG30-06564387-n	*	simple_wsd - ENG30-06532330-n:0.5655::Zakonski dokument koji uspostavlja pravila koja rukovode određenom vrstom aktivnosti. - ENG30-06564387-n:0.4953::akt koji donosi zakonodavno telo - ENG30-05872982-n:0.4313::Generalizacija koja opisuje činjenica ili događaja u prirodi koji se ponavljaju.	
250-6	22699-22700	o	PREP	ADP	_	_	o	_	_	_	_	_	_	_	_	
250-7	22701-22716	samoupravljanju	N	NOUN	_	_	samoupravljanje	_	_	_	BILI-00001018	1	BILI-00001018	*	simple_wsd - BILI-00001018:0.6708::Samoupravni socijalizam razvijan u SFRJ; za razliku od državnog socijalizma sredstva za rad su u rukama radnika.	
250-8	22717-22723	osnova	N	NOUN	_	_	osnova	_	_	_	ENG30-13790712-n	9	ENG30-05793554-n;ENG30-06300193-n;ENG30-06658118-n;ENG30-06740402-n;ENG30-08511777-n;ENG30-09367203-n;ENG30-13597794-n;ENG30-13790712-n;ENG30-13897837-n	*	simple_wsd - ENG30-13790712-n:0.6267::Osnova na kojoj se nešto temelji. - ENG30-05793554-n:0.4787::Osnovne pretpostavke koje leže ispod objašnjenja. - ENG30-09367203-n:0.4741::sve što je potrebno	
250-9	22724-22734	celokupnog	A	ADJ	_	_	celokupan	_	_	_	DRJ0-189005/0	1	DRJ0-189005/0	*	simple_wsd - DRJ0-189005/0:0.1669::ceo, sav, potpun, ukupan:	
250-10	22735-22745	društvenog	A	ADJ	_	_	društven	1[337]	društveni poredak[337]	NID[337]	CVMWE-0078[2177]	1[2177]	CVMWE-0078[2177]	*[645]	simple_wsd - CVMWE-0078:0.5168::određen sistem društvenih struktura i institucija[2177]	
250-11	22746-22753	poretka	N	NOUN	_	_	poredak	1[337]	društveni poredak[337]	NID[337]	CVMWE-0078[2177]	1[2177]	CVMWE-0078[2177]	*[645]	simple_wsd - CVMWE-0078:0.5168::određen sistem društvenih struktura i institucija[2177]	
250-12	22754-22755	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
250-13	22756-22767	Jugoslaviji	N	PROPN	http://www.wikidata.org/entity/Q36704	LOC	Jugoslavija	_	_	_	_	_	_	_	_	
250-14	22767-22768	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Lideri obe strane pokušali su da zaustave sukobe sklapanjem na desetine primirja, ali nijedno od njih nije trajalo duže od nekoliko dana.
251-1	22768-22774	Lideri	N	NOUN	http://www.wikidata.org/entity/Q1251441	ROLE	lider	_	_	_	DRJ0-199452/0	1	DRJ0-199452/0	*	simple_wsd - DRJ0-199452/0:0.5517::Osoba koja upravlja drugima, vodi ili ih inspiriše	
251-2	22775-22778	obe	NUM	NUM	_	_	oba	_	_	_	_	_	_	_	_	
251-3	22779-22785	strane	N	NOUN	_	_	strana	_	_	_	ENG30-04213626-n	12	ENG30-02464223-n;ENG30-04213626-n;ENG30-05551318-n;ENG30-05850624-n;ENG30-05852553-n;ENG30-05852973-n;ENG30-06256229-n;ENG30-06783265-n;ENG30-08408709-n;ENG30-08510666-n;ENG30-08649345-n;ENG30-10402824-n	*	simple_wsd - ENG30-04213626-n:0.6173::Spoljnja površina nekog objekta. - ENG30-10402824-n:0.5760::Osoba koja je uključena u neki zakonski postupak. - ENG30-05850624-n:0.5549::Određena karakteristika ili element u problemu.	
251-4	22786-22794	pokušali	V	VERB	_	_	pokušati	_	_	_	ENG30-02530167-v	3	ENG30-01718015-v;ENG30-02530167-v;ENG30-02531625-v	*	simple_wsd - ENG30-02530167-v:0.5766::Učiniti, činiti neki napor ili pokušaj. - ENG30-01718015-v:0.4906::predstavliti javnosti prvi put - ENG30-02531625-v:0.4764::Staviti na probu, zbog kvaliteta, ili upotrebiti u eksperimentalne svrhe.	
251-5	22795-22797	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
251-6	22798-22800	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
251-7	22801-22809	zaustave	V	VERB	_	_	zaustaviti	_	_	_	ENG30-02680814-v	5	ENG30-00362348-v;ENG30-01478002-v;ENG30-02452885-v;ENG30-02559752-v;ENG30-02680814-v	*	simple_wsd - ENG30-02680814-v:0.6630::Zaustaviti neko stanje ili aktivnost. - ENG30-00362348-v:0.6423::Sprečiti završavanje nečega. - ENG30-02559752-v:0.5519::zaustaviti događanje ili razvoj nečega	
251-8	22810-22816	sukobe	N	NOUN	_	_	sukob	_	_	_	ENG30-01169744-n	4	ENG30-00959376-n;ENG30-01168961-n;ENG30-01169744-n;ENG30-13979064-n	*	simple_wsd - ENG30-01169744-n:0.6482::Čin kojim se suprotstavljene grupe konfrontiraju. - ENG30-13979064-n:0.4436::nedostatak dogovora ili harmonije - ENG30-00959376-n:0.4269::Manja kratkotrajna bitka.	
251-9	22817-22827	sklapanjem	N	NOUN	_	_	sklapanje	1	sklapanje primirja	NV.LVC.full	CVMWE-0401[2178]	1[2178]	CVMWE-0401[2178]	*[646]	simple_wsd - CVMWE-0401:0.6962::Potpisivanje sporazuma o privremenom prekidu neprijateljstava ili sukoba.[2178]	
251-10	22828-22830	na	PREP	ADP	_	_	na	_	_	_	http://llod.jerteh.rs/WSD/seCVMWE0401[646]	1[646]	CVMWE-0401[646]	*[646]	U ovom kontekstu, 'sklapanje primirja' označava čin potpisivanja ili dogovaranja sporazuma o privremenom prekidu sukoba, što se precizno poklapa sa datim značenjem.[646]	
251-11	22831-22839	desetine	N	NOUN	_	_	desetina	_	_	_	CV0207	2	CV0207;ENG30-08218122-n	*[646]|*[647]	simple_wsd - CV0207:0.6360::skup količina od deset ili približno toliko jedinki, za isticanje velikog broja nečega (ali merljivo s deset) - ENG30-08218122-n:0.5476::Najmanja vojna jedinica.	
251-12	22840-22848	primirja	N	NOUN	_	_	primirje	1	*	NV.LVC.full	CVMWE-0401[2178]	1[2178]	CVMWE-0401[2178]	*[646]	simple_wsd - CVMWE-0401:0.6962::Potpisivanje sporazuma o privremenom prekidu neprijateljstava ili sukoba.[2178]	
251-13	22848-22849	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
251-14	22850-22853	ali	CONJ	CCONJ	_	_	ali	_	_	_	_	_	_	_	_	
251-15	22854-22861	nijedno	A	ADJ	_	_	nijedan	_	_	_	ENG30-02269039-a	1	ENG30-02269039-a	*	simple_wsd - ENG30-02269039-a:0.4604::koji je ne bilo koji	
251-16	22862-22864	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	
251-17	22865-22869	njih	PRO	PRON	_	_	ona	_	_	_	_	_	_	_	_	
251-18	22870-22874	nije	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
251-19	22875-22882	trajalo	V	VERB	_	_	trajati	_	_	_	ENG30-02618149-v	2	ENG30-02618149-v;ENG30-02704928-v	*	simple_wsd - ENG30-02618149-v:0.4945::nastavlja da živi i izbegava da umre - ENG30-02704928-v:0.4488::Vremenski dugo trajati.	
251-20	22883-22887	duže	ADV	ADV	_	_	duže	_	_	_	ENG30-00392690-b	1	ENG30-00392690-b	*	simple_wsd - ENG30-00392690-b:0.3135::duže vreme	
251-21	22888-22890	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	
251-22	22891-22899	nekoliko	ADV	ADV	_	_	nekoliko	_	_	_	DRJ0-206395/1	2	DRJ0-206395/1;DRJ0-206395/2	*	simple_wsd - DRJ0-206395/1:0.5915::neodređena, manja količina. - DRJ0-206395/2:0.2830::malo, nešto.	
251-23	22900-22904	dana	N	NOUN	_	_	dan	_	_	_	ENG30-15164957-n	8	ENG30-14484516-n;ENG30-15123115-n;ENG30-15136453-n;ENG30-15155220-n;ENG30-15157041-n;ENG30-15157225-n;ENG30-15164957-n;ENG30-15208540-n	*	simple_wsd - ENG30-15164957-n:0.6001::Vreme posle izlaska sunca a pre zalaska, dok je napolju još svetlo. - ENG30-15208540-n:0.5775::Vreme koje je potrebno nekoj planeti (npr. Marsu) da načini kompletnu rotaciju oko svoje ose. - ENG30-15136453-n:0.5397::Časovi u toku dana kada čovek ne spava (posebno radnih dana).	
251-24	22904-22905	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Ipak, u administrativne svrhe formirali su jedinstvenu pokrajinu.
252-1	22905-22909	Ipak	PAR	PART	_	_	ipak	_	_	_	_	_	_	_	_	
252-2	22909-22910	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
252-3	22911-22912	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
