#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Comment|Ainotes


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
214-7	19554-19555	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
214-8	19556-19561	školu	N	NOUN	_	_	škola	_	_	_	ENG30-08276720-n	5	ENG30-04146050-n;ENG30-05757536-n;ENG30-08275185-n;ENG30-08276720-n;ENG30-08277393-n	*	Odnosi se na konkretnu obrazovnu ustanovu (Smedslättsskolan) koju je pohađao. Nije reč o zgradi niti o procesu obrazovanja.	
214-9	19562-19578	Smedslättsskolan	N	PROPN	http://www.wikidata.org/entity/Q10671959	ORG	Smedslättsskolan	_	_	_	_	_	_	_	_	
214-10	19579-19580	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
214-11	19581-19586	Bromi	N	PROPN	http://www.wikidata.org/entity/Q926728	LOC	Broma	_	_	_	_	_	_	_	_	
214-12	19586-19587	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
214-13	19588-19592	koju	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
214-14	19593-19595	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
214-15	19596-19603	pohađao	V	VERB	_	_	pohađati	_	_	_	DRJ0-215085/2	2	DRJ0-215085/1;DRJ0-215085/2	*	Radi se o prisustvovanju nastavi i praćenju programa u konkretnoj školi, tj. redovnom pohađanju upisane škole na početnom nivou.	
214-16	19604-19606	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
214-17	19607-19615	početnom	A	ADJ	_	_	početan	_	_	_	RSSJ-39245/0	1	RSSJ-39245/0	*	Izraz 'početni nivo' označava uvodni, prvi nivo školovanja, što odgovara značenju 'koji je na početku; prvi, uvodni'.	
214-18	19616-19621	nivou	N	NOUN	_	_	nivo	_	_	_	ENG30-05093890-n	7	CV0118;ENG30-03365991-n;ENG30-05093890-n;ENG30-05131902-n;ENG30-06246896-n;ENG30-13939892-n;ENG30-14428160-n	*	Fraza 'početni nivo' označava početnički stepen na skali znanja/veštine u školskom kontekstu, tj. poziciju na skali kvaliteta/proficijencije.	
214-19	19621-19622	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Unapred prevedena pitanja i odgovori, kao i mašinski prevod, omogućavaju im da komuniciraju na svom jeziku.
215-1	19623-19630	Unapred	ADV	ADV	_	_	unapred	_	_	_	ENG30-00067045-b	2	ENG30-00067045-b;ENG30-00074641-b	*	Ovde 'unapred' znači 'pre vremena, unapred urađeno'—pitanja i odgovori su prevedeni ranije, tj. uoči potrebe za njima.	
215-2	19631-19640	prevedena	A	ADJ	_	_	preveden	_	_	_	RSSJ-39658/0	1	RSSJ-39658/0	*	Odnosi se na pitanja i odgovore koji su preneti sa jednog jezika na drugi. Pominjanje mašinskog prevoda potvrđuje značenje 'translatiran'.	
215-3	19641-19648	pitanja	N	NOUN	_	_	pitanje	_	_	_	ENG30-07193596-n	4	ENG30-05814650-n;ENG30-06783768-n;ENG30-07193596-n;ENG30-07196682-n	*	Ovde 'pitanja' označava upite upućene s ciljem da se dobije odgovor, u paru sa 'odgovorima'. Ne radi se o temi ili gramatičkoj vrsti rečenice.	
215-4	19649-19650	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
215-5	19651-19659	odgovori	V	VERB	_	_	odgovoriti	_	_	_	ENG30-00815686-v	3	ENG30-00635523-v;ENG30-00717358-v;ENG30-00815686-v	*	Reč se odnosi na konkretne „odgovore” na unapred prevedena pitanja, tj. na davanje odgovora na pitanja. Zato odgovara značenju davanja/slanja odgovora.	
215-6	19659-19660	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
215-7	19661-19664	kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	_	
215-8	19665-19666	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
215-9	19667-19675	mašinski	A	ADJ	_	_	mašinski	1[314]	mašinski prevod[314]	NID[314]	CVMWE-0205[2146]	1[2146]	CVMWE-0205[2146]	*[604]	Radi se o prevođenju između jezika pomoću računarskih sistema kako bi se omogućila komunikacija na sopstvenom jeziku, što odgovara značenju mašinskog prevoda.[2146]	
215-10	19676-19682	prevod	N	NOUN	_	_	prevod	1[314]	mašinski prevod[314]	NID[314]	CVMWE-0205[2146]	1[2146]	CVMWE-0205[2146]	*[604]	Radi se o prevođenju između jezika pomoću računarskih sistema kako bi se omogućila komunikacija na sopstvenom jeziku, što odgovara značenju mašinskog prevoda.[2146]	
215-11	19682-19683	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
215-12	19684-19695	omogućavaju	V	VERB	_	_	omogućavati	_	_	_	DRJ0-209302/0	1	DRJ0-209302/0	*	Izraz označava da navedeni alati čine mogućom komunikaciju na sopstvenom jeziku, tj. pomažu da se ona ostvari. To odgovara značenju 'učiniti mogućim'.	
215-13	19696-19698	im	PRO	PRON	_	_	oni	_	_	_	_	_	_	_	_	
215-14	19699-19701	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
215-15	19702-19714	komuniciraju	V	VERB	_	_	komunicirati	_	_	_	ENG30-01070102-v	1	ENG30-01070102-v	*	Prevodi im omogućavaju da razmenjuju informacije i ideje na svom jeziku, tj. da budu u verbalnom kontaktu. To precizno odgovara značenju komunikacije kao razmene poruka.	
215-16	19715-19717	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
215-17	19718-19722	svom	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	_	
215-18	19723-19729	jeziku	N	NOUN	_	_	jezik	_	_	_	ENG30-06282651-n	5	ENG30-04378123-n;ENG30-05301072-n;ENG30-06282651-n;ENG30-06304059-n;ENG30-07652995-n	*	Ovde se 'jezik' odnosi na prirodni jezik kao sredstvo komunikacije (npr. srpski, engleski). Rečenica govori o prevođenju i komunikaciji na sopstvenom jeziku.	
215-19	19729-19730	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=K. Vemer je otkrio da plesni roda Penicillium mogu proizvesti limunsku kiselinu iz šećera.
216-1	19731-19733	K.	ABB	X	http://www.wikidata.org/entity/Q1040980[96]	PERS[96]	K.	_	_	_	_	_	_	_	_	
216-2	19734-19739	Vemer	N	PROPN	http://www.wikidata.org/entity/Q1040980[96]	PERS[96]	Vemer	_	_	_	_	_	_	_	_	
216-3	19740-19742	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
216-4	19743-19749	otkrio	V	VERB	_	_	otkriti	_	_	_	ENG30-00920336-v	14	ENG30-00598954-v;ENG30-00599992-v;ENG30-00721437-v;ENG30-00920336-v;ENG30-00933821-v;ENG30-01036319-v;ENG30-01339505-v;ENG30-01637982-v;ENG30-02129709-v;ENG30-02137710-v;ENG30-02143283-v;ENG30-02197781-v;ENG30-02230022-v;ENG30-02235842-v	*	Radi se o naučnom saznanju utvrđenom istraživanjem: Vemer je sa sigurnošću utvrdio da plesni Penicillium mogu proizvoditi limunsku kiselinu iz šećera.	
216-5	19750-19752	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
216-6	19753-19759	plesni	N	NOUN	_	_	plesan	_	_	_	ENG30-13077033-n	2	ENG30-13077033-n;ENG30-13077295-n	*	Radi se o gljivama roda Penicillium koje formiraju površinski sloj na organskoj materiji i mogu proizvoditi limunsku kiselinu. Nije naglasak na beloj naslazi, pa drugo značenje ne odgovara.	
216-7	19760-19764	roda	N	NOUN	_	_	rod	_	_	_	ENG30-08108972-n	11	ENG30-04922787-n;ENG30-04923743-n;ENG30-05845332-n;ENG30-06328643-n;ENG30-07944618-n;ENG30-07969695-n;ENG30-08108972-n;ENG30-08110648-n;ENG30-10236304-n;ENG30-11530512-n;ENG30-13812607-n	*	Ovde 'rod' označava biološku taksonomsku grupu (genus) Penicillium koja obuhvata više vrsta.	
216-8	19765-19776	Penicillium	F	X	_	_	Penicillium	_	_	_	_	_	_	_	_	
216-9	19777-19781	mogu	V	VERB	_	_	moći	_	_	_	CV0044	6	CV0044;CV0071;CV0124;CV0171;DRJ0-203294/2b.;ENG30-02523221-v	*	'Mogu' izražava sposobnost/kapacitet plesni roda Penicillium da proizvedu limunsku kiselinu iz šećera, tj. da su u stanju to da učine.	
216-10	19782-19792	proizvesti	V	VERB	_	_	proizvesti	_	_	_	ENG30-02339171-v	6	ENG30-01619014-v;ENG30-01621555-v;ENG30-01627355-v;ENG30-01703701-v;ENG30-02157100-v;ENG30-02339171-v	*	Plesni su izvor limunske kiseline — one je sintetizuju/generišu iz šećera. Ovde 'proizvesti' znači biti uzrok ili izvor nečega, a ne dizajnirati ili plasirati proizvod.	
216-11	19793-19801	limunsku	A	ADJ	_	_	limunski	1[315]	limunska kiselina[315]	NID[315]	CVMWE-0195[2147]	1[2147]	CVMWE-0195[2147]	*[605]	U kontekstu se govori o proizvodnji hemijskog jedinjenja od strane plesni, što odgovara citronskoj (limunskoj) kiselini, C6H8O7, trobaznoj organskoj kiselini prisutnoj u voću.[2147]	
216-12	19802-19810	kiselinu	N	NOUN	_	_	kiselina	1[315]	limunska kiselina[315]	NID[315]	CVMWE-0195[2147]	1[2147]	CVMWE-0195[2147]	*[605]	U kontekstu se govori o proizvodnji hemijskog jedinjenja od strane plesni, što odgovara citronskoj (limunskoj) kiselini, C6H8O7, trobaznoj organskoj kiselini prisutnoj u voću.[2147]	
216-13	19811-19813	iz	PREP	ADP	_	_	iz	_	_	_	_	_	_	_	_	
216-14	19814-19820	šećera	N	NOUN	_	_	šećer	_	_	_	ENG30-14792703-n	1	ENG30-14792703-n	*	U ovom kontekstu 'šećer' označava ugljeni hidrat (saharid) koji služi kao supstrat za proizvodnju limunske kiseline, tj. osnovnu komponentu ćelija i izvor energije.	
216-15	19820-19821	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Brodovi Gokstad i Oseberg bili su smešteni u privremenim skladištima na Univerzitetu u Oslu.
217-1	19822-19829	Brodovi	N	NOUN	_	_	brod	_	_	_	ENG30-04194289-n	3	ENG30-03813078-n;ENG30-04194289-n;ENG30-04304215-n	*	Odnosi se na poznate vikinške brodove Gokstad i Oseberg, dakle na plovni objekat koji prevozi ljude ili teret, a ne na deo crkve ili svemirsko vozilo.	
217-2	19830-19837	Gokstad	N	PROPN	http://www.wikidata.org/entity/Q640851	PRODUCT	Gokstad	_	_	_	_	_	_	_	_	
217-3	19838-19839	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
217-4	19840-19847	Oseberg	N	PROPN	http://www.wikidata.org/entity/Q832395	PRODUCT	Oseberg	_	_	_	_	_	_	_	_	
217-5	19848-19852	bili	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
217-6	19853-19855	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
217-7	19856-19864	smešteni	V	VERB	_	_	smestiti	_	_	_	ENG30-01493380-v	6	ENG30-01493380-v;ENG30-01528069-v;ENG30-01988458-v;ENG30-02392762-v;ENG30-02459173-v;ENG30-02651424-v	*	Kontekst govori o privremenom smeštanju brodova u skladišta; izraz 'privremenim skladištima' upućuje na značenje 'smestiti privremeno'.	
217-8	19865-19866	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
217-9	19867-19878	privremenim	A	ADJ	_	_	privremen	_	_	_	ENG30-01755627-a	1	ENG30-01755627-a	*	U kontekstu 'privremenim skladištima' reč označava nešto što nije trajno, već služi samo za kraće vreme. To odgovara značenju 'nije trajan; ne traje'.	
217-10	19879-19890	skladištima	N	NOUN	_	_	skladište	_	_	_	ENG30-04329190-n	3	ENG30-03744276-n;ENG30-04329190-n;ENG30-04329477-n	*	Radi se o velikim predmetima (brodovima) smeštenim u privremenim objektima za čuvanje, što odgovara značenju skladišta kao spremišta/objekta za robu, a ne sobi niti elektronskoj memoriji.	
217-11	19891-19893	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
217-12	19894-19906	Univerzitetu	N	NOUN	http://www.wikidata.org/entity/Q486156[97]	ORG[97]	univerzitet	_	_	_	ENG30-04511002-n	4	ENG30-04511002-n;ENG30-08274923-n;ENG30-08286163-n;ENG30-08286569-n	*	Ovde 'Univerzitet u Oslu' označava fizičku lokaciju/campus gde su brodovi bili smešteni, tj. objekte i prostorije univerziteta, a ne akademsku zajednicu ili instituciju u apstraktnom smislu.	
217-13	19907-19908	u	PREP	ADP	http://www.wikidata.org/entity/Q486156[97]	ORG[97]	u	_	_	_	_	_	_	_	_	
217-14	19909-19913	Oslu	N	PROPN	http://www.wikidata.org/entity/Q486156[97]	ORG[97]	Oslo	_	_	_	_	_	_	_	_	
217-15	19913-19914	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Tomas je takođe bio optužen za progon lokalnog plemstva, što je izazvalo niz pobuna protiv njegove vladavine.
218-1	19915-19920	Tomas	N	PROPN	http://www.wikidata.org/entity/Q718006	PERS	Tomas	_	_	_	_	_	_	_	_	
218-2	19921-19923	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
218-3	19924-19930	takođe	PAR	PART	_	_	takođe	_	_	_	_	_	_	_	_	
218-4	19931-19934	bio	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
218-5	19935-19942	optužen	V	VERB	_	_	optužiti	_	_	_	ENG30-00843468-v	2	ENG30-00843468-v;ENG30-00843959-v	*	Rečenica govori o tome da je Tomas tereten/okrivljen za pogrešno postupanje („progon“), što odgovara značenju kriviti nekoga za određeno delo. Ovo je preciznije od opšteg iznošenja optužujuće tvrdnje.	
218-6	19943-19945	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	
218-7	19946-19952	progon	N	NOUN	_	_	progon	_	_	_	ENG30-00420477-n	1	ENG30-00420477-n	*	Ovde 'progon' označava sistematsko proganjanje i represiju nad lokalnim plemstvom kao grupom, što se uklapa u opšte značenje čina proganjanja.	
218-8	19953-19961	lokalnog	A	ADJ	_	_	lokalan	_	_	_	ENG30-01106405-a	1	ENG30-01106405-a	*	Ovde „lokalnog” označava plemstvo iz određene oblasti/regiona pod Tomasovom vlašću, a ne nešto što se odnosi na gradsku/opštinsku/okružnu administraciju. Ponuđeno značenje je usko vezano za administrativni nivo vlasti i ne odgovara upotrebi u kontekstu „lokalno plemstvo”.	
218-9	19962-19970	plemstva	N	NOUN	_	_	plemstvo	_	_	_	ENG30-08388207-n	3	ENG30-08387213-n;ENG30-08388207-n;ENG30-14432032-n	*	Ovde se ‘plemstvo’ odnosi na društvenu klasu lokalne aristokratije sa naslednim titulama koja je bila meta progona, a ne na apstraktno stanje ili samo ‘najmoćnije’ članove društva.	
218-10	19970-19971	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
218-11	19972-19975	što	CONJ	SCONJ	_	_	što	_	_	_	_	_	_	_	_	
218-12	19976-19978	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
218-13	19979-19987	izazvalo	V	VERB	_	_	izazvati	_	_	_	ENG30-01703701-v	11	ENG30-00503164-v;ENG30-00794079-v;ENG30-00868591-v;ENG30-01079480-v;ENG30-01629403-v;ENG30-01703701-v;ENG30-01760300-v;ENG30-02116118-v;ENG30-02116980-v;ENG30-02157100-v;ENG30-02554647-v	*	Ovde 'izazvalo' znači da je progon uzrokovao niz pobuna. Glagol se koristi u značenju uzrokovati da se nešto desi ili nastane.	
218-14	19988-19991	niz	N	NOUN	_	_	niz	_	_	_	ENG30-08459648-n	5	ENG30-04338359-n;ENG30-06621447-n;ENG30-08376250-n;ENG30-08459648-n;ENG30-08459908-n	*	Ovde 'niz' znači uzastopni sled događaja — seriju pobuna koje su se redom dešavale, povezane okolnostima. Ne radi se o fizičkom nizu niti o programu, već o successivnim događajima.	
218-15	19992-19998	pobuna	N	NOUN	_	_	pobuna	_	_	_	ENG30-00962129-n	3	ENG30-00962129-n;ENG30-01177327-n;ENG30-13977043-n	*	U kontekstu 'protiv njegove vladavine', 'pobune' se odnosi na organizovane ustanke protiv autoriteta radi osporavanja ili preuzimanja vlasti. To precizno odgovara značenju 1.	
218-16	19999-20005	protiv	PREP	ADP	_	_	protiv	_	_	_	_	_	_	_	_	
218-17	20006-20013	njegove	PRO	DET	_	_	njegov	_	_	_	_	_	_	_	_	
218-18	20014-20023	vladavine	N	NOUN	_	_	vladavina	_	_	_	ENG30-14442933-n	4	ENG30-13968859-n;ENG30-14442933-n;ENG30-14443532-n;ENG30-15260814-n	*	Ovde se 'vladavina' odnosi na njegovu vlast i pravnu dominaciju, protiv koje izbijaju pobune. Nije naglašeno da je reč o monarhu ili o vremenskom periodu.	
218-19	20023-20024	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Ostale oblasti biohemije uključuju genetski kod (DNK, RNK), sintezu proteina, transport kroz ćelijsku membranu i transdukciju signala.
219-1	20025-20031	Ostale	A	ADJ	_	_	ostali	_	_	_	DRJ0-210164/0	1	DRJ0-210164/0	*	U izrazu 'Ostale oblasti' reč označava preostale/drug(e) oblasti biohemije u odnosu na već pomenute. To odgovara značenju 'svi koji preostaju; drugi, ini'.	
219-2	20032-20039	oblasti	N	NOUN	_	_	oblast	_	_	_	ENG30-05997814-n	4	ENG30-05997814-n;ENG30-08497294-n;ENG30-08538426-n;ENG30-08552138-n	*	Ovde 'oblasti' označava tematske/stručne domene znanja unutar biohemije (npr. genetski kod, sinteza proteina), a ne geografske regione.	
219-3	20040-20049	biohemije	N	NOUN	_	_	biohemija	_	_	_	ENG30-06079620-n	1	ENG30-06079620-n	*	Rečenica nabraja oblasti poput genetskog koda, sinteze proteina, membranskog transporta i signalne transdukcije, što su tipične teme biohemije. To odgovara definiciji nauke koja proučava hemijske procese u organizmima.	
219-4	20050-20059	uključuju	V	VERB	_	_	uključivati	_	_	_	ENG30-02632940-v	4	ENG30-00183879-v;ENG30-00684838-v;ENG30-02632940-v;ENG30-02677567-v	*	Rečenica navodi koje teme spadaju u ostale oblasti biohemije; ovde 'uključuju' znači da te oblasti imaju kao deo/obuhvataju genetski kod, sintezu proteina itd. To odgovara značenju 'imati kao deo, biti sastavljen od'.	
219-5	20060-20068	genetski	A	ADJ	_	_	genetski	2[316]	genetski kod[316]	NID[316]	CVMWE-0102[2148]	1[2148]	CVMWE-0102[2148]	*[606]	Ovde se 'genetski kod' odnosi na skup pravila za prevođenje informacija iz DNK/RNK sekvenci (kodona) u proteine. To je standardno značenje u biohemiji i uklapa se u navedeni kontekst.[2148]	
219-6	20069-20072	kod	N	NOUN	_	_	kod	2[316]	genetski kod[316]	NID[316]	CVMWE-0102[2148]	1[2148]	CVMWE-0102[2148]	*[606]	Ovde se 'genetski kod' odnosi na skup pravila za prevođenje informacija iz DNK/RNK sekvenci (kodona) u proteine. To je standardno značenje u biohemiji i uklapa se u navedeni kontekst.[2148]	
219-7	20073-20074	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	_	
219-8	20074-20077	DNK	ABB	X	_	_	DNK	_	_	_	_	_	_	_	_	
219-9	20077-20078	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
219-10	20079-20082	RNK	ABB	X	_	_	RNK	_	_	_	_	_	_	_	_	
219-11	20082-20083	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	_	
219-12	20083-20084	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
219-13	20085-20092	sintezu	N	NOUN	_	_	sinteza	_	_	_	ENG30-13565379-n	1	ENG30-13565379-n	*	U kontekstu 'sinteze proteina' radi se o procesu nastanka hemijskog proizvoda (proteina) spajanjem jednostavnijih jedinjenja (aminokiselina) na osnovu genetičke informacije.	
219-14	20093-20101	proteina	N	NOUN	_	_	protein	_	_	_	ENG30-14728724-n	1	ENG30-14728724-n	*	Fraza 'sinteza proteina' u biohemijskom kontekstu odnosi se na biomolekule sastavljene od polimera aminokiselina, esencijalne za strukturu i funkciju živih ćelija. Ovo direktno odgovara definiciji proteina iz ponuđenog značenja.	
219-15	20101-20102	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
219-16	20103-20112	transport	N	NOUN	_	_	transport	_	_	_	ENG30-13570236-n	3	CV0196;CV0197;ENG30-13570236-n	*	U biohemijskom kontekstu 'transport kroz ćelijsku membranu' označava kretanje/razmenu molekula preko membrana. To precizno odgovara definiciji molekularnog transporta preko ćelijskih membrana.	
219-17	20113-20117	kroz	PREP	ADP	_	_	kroz	_	_	_	_	_	_	_	_	
219-18	20118-20126	ćelijsku	A	ADJ	_	_	ćelijski	1[317]	ćelijska membrana[317]	NID[317]	ENG30-05312782-n[2149]	1[2149]	ENG30-05312782-n[2149]	*[607]	Pominje se transport kroz ćelijsku membranu, što se odnosi na membranu koja okružuje citoplazmu i reguliše prolaz supstanci u i iz ćelije, u skladu s datom definicijom.[2149]	
219-19	20127-20135	membranu	N	NOUN	_	_	membrana	1[317]	ćelijska membrana[317]	NID[317]	ENG30-05312782-n[2149]	1[2149]	ENG30-05312782-n[2149]	*[607]	Pominje se transport kroz ćelijsku membranu, što se odnosi na membranu koja okružuje citoplazmu i reguliše prolaz supstanci u i iz ćelije, u skladu s datom definicijom.[2149]	
219-20	20136-20137	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
219-21	20138-20150	transdukciju	N	NOUN	_	_	transdukcija	_	_	_	LLM-0366	1	LLM-0366	*	U kontekstu biohemije, 'transdukcija' se odnosi na prenos i pretvaranje signala kroz ćelijske putanje, tj. transdukciju signala. To je tačno značenje u frazi 'transdukcija signala'.	
219-22	20151-20158	signala	N	NOUN	_	_	signal	_	_	_	ENG30-06646243-n	1	ENG30-06646243-n	*	U izrazu 'transdukcija signala' signal označava informaciju/poruku koja se prenosi u ćelijskoj komunikaciji. To odgovara opštem značenju komunikacije kojom se kodira poruka.	
219-23	20158-20159	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Unutrašnjost katedrale prikazana je u filmu Elizabeta iz 1998.
220-1	20160-20172	Unutrašnjost	N	NOUN	_	_	unutrašnjost	_	_	_	ENG30-08588294-n	1	ENG30-08588294-n	*	Odnosi se na unutrašnji prostor katedrale koji je prikazan u filmu. To tačno odgovara značenju 'prostor koji je unutar nečega'.	
220-2	20173-20182	katedrale	N	NOUN	_	_	katedrala	_	_	_	ENG30-02984061-n	1	ENG30-02984061-n	*	Reč se odnosi na unutrašnjost katedrale, tj. velike i važne crkve. Ovo direktno odgovara datom opštem značenju.	
220-3	20183-20192	prikazana	V	VERB	_	_	prikazati	_	_	_	ENG30-01686956-v	6	ENG30-00923307-v;ENG30-00965035-v;ENG30-01686956-v;ENG30-01716882-v;ENG30-01732172-v;ENG30-02148788-v	*	Ovde 'prikazana' znači vizuelno predstavljena/portretisana u filmu. Nije reč o verbalnom opisu ili demonstraciji, već o slikovnom prikazu na ekranu.	
220-4	20193-20195	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
220-5	20196-20197	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
220-6	20198-20203	filmu	N	NOUN	_	_	film	_	_	_	ENG30-06613686-n	3	ENG30-03338821-n;ENG30-06262567-n;ENG30-06613686-n	*	Ovde 'film' označava konkretno kinematografsko delo ('Elizabeta', 1998), tj. oblik zabave koji pripoveda priču pokretnim slikama, a ne fotografsku traku niti medijum uopšteno.	
220-7	20204-20213	Elizabeta	N	PROPN	http://www.wikidata.org/entity/Q499656	WORK	Elizabeta	_	_	_	_	_	_	_	_	
220-8	20214-20216	iz	PREP	ADP	_	_	iz	_	_	_	_	_	_	_	_	
220-9	20217-20222	1998.	A	ADJ	_	_	1998	_	_	_	_	_	_	_	_	

#Text=Mnoge knjige o religiji, filozofiji i nauci, koje su se u inostranstvu mogle smatrati kontroverznim, štampale su se u Holandiji i tajno izvozile u druge zemlje.
221-1	20223-20228	Mnoge	A	ADJ	_	_	mnogi	_	_	_	ENG30-01551633-a	1	ENG30-01551633-a	*	Označava veliki, ali neodređen broj knjiga; upotrebljeno je kao kvantifikator uz imenicu 'knjige'.	
221-2	20229-20235	knjige	N	NOUN	_	_	knjiga	_	_	_	ENG30-06410904-n	4	ENG30-02870092-n;ENG30-06394865-n;ENG30-06410904-n;ENG30-06413579-n	*	Reč označava objavljena pisana dela (naslove) o navedenim temama koja su se štampala i izvozila, a ne samo fizički objekat ili deo dužeg dela.	
221-3	20236-20237	o	PREP	ADP	_	_	o	_	_	_	_	_	_	_	_	
221-4	20238-20246	religiji	N	NOUN	_	_	religija	_	_	_	DRJ0-222875/0	1	DRJ0-222875/0	*	Ovde „religija” označava opšti pojam vere/sistema verovanja u natprirodno kao temu knjiga, što odgovara datoj definiciji.	
221-5	20246-20247	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
221-6	20248-20258	filozofiji	N	NOUN	_	_	filozofija	_	_	_	ENG30-06158346-n	1	ENG30-06158346-n	*	U kontekstu žanrova knjiga, 'filozofiji' označava akademsku disciplinu: racionalno istraživanje pitanja postojanja, znanja i etike.	
221-7	20259-20260	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
221-8	20261-20266	nauci	N	NOUN	_	_	nauka	_	_	_	ENG30-05999540-n	2	ENG30-05999540-n;ENG30-05999797-n	*	Ovde „nauka” označava nauku uopšte, kao ukupnost sistematski organizovanog znanja, u koordinaciji sa religijom i filozofijom. Ne odnosi se na neku konkretnu granu naučnog znanja.	
221-9	20266-20267	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
221-10	20268-20272	koje	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
221-11	20273-20275	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
221-12	20276-20278	se	PAR	PART	_	_	se	_	_	_	_	_	_	_	_	
221-13	20279-20280	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
221-14	20281-20293	inostranstvu	N	NOUN	_	_	inostranstvo	_	_	_	DRJ0-246005/0	1	DRJ0-246005/0	*	Ovde 'inostranstvu' znači 'u stranim zemljama', tj. izvan Holandije, gde su knjige mogle biti smatrane kontroverznim.	
221-15	20294-20299	mogle	V	VERB	_	_	moći	_	_	_	CV0171	6	CV0044;CV0071;CV0124;CV0171;DRJ0-203294/2b.;ENG30-02523221-v	*	'Mogle' ovde izražava mogućnost/procenu: knjige su se u inostranstvu mogle smatrati kontroverznim, tj. postoji mogućnost da budu tako ocenjene.	
221-16	20300-20308	smatrati	V	VERB	_	_	smatrati	_	_	_	ENG30-00690614-v	6	ENG30-00631737-v;ENG30-00683771-v;ENG30-00689950-v;ENG30-00690614-v;ENG30-00693780-v;ENG30-00727901-v	*	Ovde “smatrati” znači pripisati knjigama određenu osobinu — da su kontroverzne, tj. držati ih takvima u inostranstvu.	
221-17	20309-20322	kontroverznim	A	ADJ	_	_	kontroverzan	_	_	_	DRJ0-196291/0	1	DRJ0-196291/0	*	Odnosi se na knjige čiji se sadržaj u inostranstvu smatra spornim ili izaziva neslaganja, dakle protivrečan. To odgovara značenju 'sporan, protivrečan'.	
221-18	20322-20323	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
