#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Comment|Ainotes


#Text=Mnogo je siromaštva i nezaposlenosti.
287-4	23853-23855	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
287-5	23856-23861	preda	V	VERB	_	_	predati	_	_	_	ENG30-02052476-v	16	ENG30-01115585-v;ENG30-02052476-v;ENG30-02079933-v;ENG30-02227487-v;ENG30-02227741-v;ENG30-02230022-v;ENG30-02230772-v;ENG30-02231661-v;ENG30-02235229-v;ENG30-02235842-v;ENG30-02263346-v;ENG30-02309165-v;ENG30-02316304-v;ENG30-02343595-v;ENG30-02349212-v;ENG30-02382367-v	*	simple_wsd - ENG30-02052476-v:0.5236::uzrokovati da šta prođe - ENG30-02079933-v:0.5003::prenositi ili poslužiti kao medij za prenos - ENG30-02382367-v:0.4845::odustati od kakve pozicije ili se sa nje povući	
287-6	23862-23867	flotu	N	NOUN	_	_	flota	_	_	_	ENG30-08293336-n	3	ENG30-08292756-n;ENG30-08293336-n;ENG30-08293831-n	*	simple_wsd - ENG30-08293336-n:0.4554::Grupa parnih brodova koji prevoze za istog vlasnika ili su pod istom komandom. - ENG30-08293831-n:0.3914::Grupa vazduhoplova pod istim vlasništvom ili istom komandom. - ENG30-08292756-n:0.3379::Grupa ratnih brodova koja se organizuje kao taktička jedinica	
287-7	23868-23869	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
287-8	23870-23872	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
287-9	23873-23880	postane	V	VERB	_	_	postati	_	_	_	ENG30-00149583-v	5	ENG30-00094460-v;ENG30-00149583-v;ENG30-02381571-v;ENG30-02623529-v;ENG30-02626604-v	*	simple_wsd - ENG30-00149583-v:0.5783::Doći u određeno stanje, steći izvestan status. - ENG30-02381571-v:0.5009::postati kralj ili kraljica - ENG30-00094460-v:0.4658::promeniti se (u pogledu fizičkih karakteristika i atributa)	
287-10	23881-23887	rimski	A	ADJ	*	DEMO	rimski	_	_	_	ENG30-02921569-a	2	ENG30-02921325-a;ENG30-02921569-a	*	simple_wsd - ENG30-02921569-a:0.5071::koji se odnosi na drevni Rim i njegove ljude - ENG30-02921325-a:0.5029::koji se tiče Rima i njegovih ljudi	
287-11	23888-23896	saveznik	N	NOUN	*	ROLE	saveznik	_	_	_	ENG30-08305942-n	1	ENG30-08305942-n	*	simple_wsd - ENG30-08305942-n:0.3918::Prijateljska država.	
287-12	23896-23897	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
287-13	23898-23901	ali	CONJ	CCONJ	_	_	ali	_	_	_	_	_	_	_	_	
287-14	23902-23906	osim	PREP	ADP	_	_	osim	_	_	_	_	_	_	_	_	
287-15	23907-23911	toga	PRO	DET	_	_	taj	_	_	_	_	_	_	_	_	
287-16	23912-23914	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
287-17	23915-23918	bio	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
287-18	23919-23927	pošteđen	V	VERB	_	_	poštedeti	_	_	_	ENG30-02464583-v	1	ENG30-02464583-v	*	simple_wsd - ENG30-02464583-v:0.4393::suzdržati se od nanošenja štete	
287-19	23927-23928	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Prema klasifikaciji Svetske zdravstvene organizacije iz 2009. godine, postoje dva tipa groznice denga: oblik bez komplikacija i težak oblik.
288-1	23928-23933	Prema	PREP	ADP	_	_	prema	_	_	_	_	_	_	_	_	
288-2	23934-23947	klasifikaciji	N	NOUN	_	_	klasifikacija	_	_	_	ENG30-05732756-n	2	ENG30-05732756-n;ENG30-07939638-n	*	simple_wsd - ENG30-05732756-n:0.6486::Osnovni saznajni proces uređivanja u klase ili kategorije. - ENG30-07939638-n:0.5341::grupisanje ljudi ili stvari u klase ili kategorije	
288-3	23948-23955	Svetske	A	ADJ	http://www.wikidata.org/entity/Q7817[79]	ORG[79]	svetski	_	_	_	ENG30-01568684-a	4	ENG30-00527188-a;ENG30-01567694-a;ENG30-01568684-a;ENG30-02578035-a	*	simple_wsd - ENG30-01568684-a:0.6417::koji uključuje celu Zemlju, ceo svet; nije ograničenog ni provencijskog dometa - ENG30-00527188-a:0.6316::koji je raširen po svetu ili se primenjuje na ceo svet - ENG30-02578035-a:0.6136::koji je zabrinut za svet ili svetske stvari	
288-4	23956-23967	zdravstvene	A	ADJ	http://www.wikidata.org/entity/Q7817[79]	ORG[79]	zdravstveni	_	_	_	DRJ0-243898/0	1	DRJ0-243898/0	*	simple_wsd - DRJ0-243898/0:0.6345::koji se odnosi na zdravlje, koji je u vezi sa zdravljem:	
288-5	23968-23980	organizacije	N	NOUN	http://www.wikidata.org/entity/Q7817[79]	ORG[79]	organizacija	_	_	_	ENG30-05726596-n	7	ENG30-01008378-n;ENG30-01081628-n;ENG30-01136519-n;ENG30-04768657-n;ENG30-05726596-n;ENG30-05902872-n;ENG30-08008335-n	*	simple_wsd - ENG30-05726596-n:0.7137::Organizovana struktura za uređivanje i klasifikovanje. - ENG30-04768657-n:0.6257::urednost zasnovana na metodičnosti i dobroj organizaciji; (naređen način) - ENG30-05902872-n:0.5746::proces ili postupak za postizanje cilja	
288-6	23981-23983	iz	PREP	ADP	_	_	iz	_	_	_	_	_	_	_	_	
288-7	23984-23989	2009.	A	ADJ	_	_	2009.	_	_	_	_	_	_	_	_	
288-8	23990-23996	godine	N	NOUN	_	_	godina	_	_	_	ENG30-08238660-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	simple_wsd - ENG30-08238660-n:0.6454::Zajednica studenata ili đaka koji zajedno diplomiraju. - ENG30-15204297-n:0.6326::Vremenski period koji zauzima stalni deo kalendarske godine i koristi se za neku određenu aktivnost. - ENG30-15202634-n:0.5723::Godina računata od 1. januara do 31. decembra po Gregorijanskom kalendaru.	
288-9	23996-23997	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
288-10	23998-24005	postoje	V	VERB	_	_	postojati	_	_	_	ENG30-02603699-v	1	ENG30-02603699-v	*	simple_wsd - ENG30-02603699-v:0.5609::Imati egzistanciju, biti, egzistirati u određenom obliku ili vidu	
288-11	24006-24009	dva	NUM	NUM	_	_	dva	_	_	_	_	_	_	_	_	
288-12	24010-24014	tipa	N	NOUN	_	_	tip	_	_	_	ENG30-08111419-n	7	ENG30-05840188-n;ENG30-06825120-n;ENG30-08110648-n;ENG30-08111419-n;ENG30-08220891-n;ENG30-09909060-n;ENG30-10288763-n	*	simple_wsd - ENG30-08111419-n:0.5446::Klasifikaciona grupa čije karakteristike se koriste da odrede sledeću višu klasifikacionu grupu (biologija). - ENG30-10288763-n:0.5360::odrasla muška osoba koja ima muževan karakter (muževit i hrabar kompetentan) - ENG30-08110648-n:0.5300::(biologija) taksonomska grupa koja je podela vrste; obično nastaje kao posledica geografske izolacije unutar vrste	
288-13	24015-24023	groznice	N	NOUN	_	_	groznica	_	_	_	ENG30-14365356-n	1	ENG30-14365356-n	*	simple_wsd - ENG30-14365356-n:0.3975::porast temperature tela; često simptom infekcije	
288-14	24024-24029	denga	N	NOUN	_	_	denga	_	_	_	ENG30-14129784-n	1	ENG30-14129784-n	*	simple_wsd - ENG30-14129784-n:0.5646::zarazna bolest tropskih krajeva koju prenose komarci i karakterišu je osip, bol u glavi i zglobovima	
288-15	24029-24030	:	PUNCT	PUNCT	_	_	:	_	_	_	_	_	_	_	_	
288-16	24031-24036	oblik	N	NOUN	_	_	oblik	_	_	_	ENG30-00027807-n	9	ENG30-00027807-n;ENG30-04677514-n;ENG30-04930478-n;ENG30-05217168-n;ENG30-05839024-n;ENG30-05930736-n;ENG30-06290637-n;ENG30-08111157-n;ENG30-14480065-n	*	simple_wsd - ENG30-00027807-n:0.6656::Prostorno uređenje nečega što ga razlikuje od njegove materije. - ENG30-05839024-n:0.6186::Kategorija stvari koje se izdvajaju nekim zajedničkim karakteristikama ili kvalitetom. - ENG30-04677514-n:0.6023::Viđliva spoljašnjost nekoga ili nečega.	
288-17	24037-24040	bez	PREP	ADP	_	_	bez	_	_	_	_	_	_	_	_	
288-18	24041-24053	komplikacija	N	NOUN	_	_	komplikacija	_	_	_	ENG30-14074041-n	1	ENG30-14074041-n	*	simple_wsd - ENG30-14074041-n:0.4992::svaka bolest ili poremećaj do kojih dolazi tokom (ili zbog) drugih bolesti	
288-19	24054-24055	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
288-20	24056-24061	težak	A	ADJ	_	_	težak	_	_	_	ENG30-00987769-a	11	ENG30-00651039-a;ENG30-00744916-a;ENG30-00747910-a;ENG30-00836544-a;ENG30-00987769-a;ENG30-01184932-a;ENG30-01190683-a;ENG30-01191618-a;ENG30-01510444-a;ENG30-02287733-a;ENG30-02317012-a	*	simple_wsd - ENG30-00987769-a:0.6419::obično opisuje osobu koja je debela, ali ima i krupnu građu - ENG30-00651039-a:0.5871::izaziva strah ili anksioznost preteći velikom štetom - ENG30-01191618-a:0.5823::Velikog intenziteta ili snage.	
288-21	24062-24067	oblik	N	NOUN	_	_	oblik	_	_	_	ENG30-00027807-n	9	ENG30-00027807-n;ENG30-04677514-n;ENG30-04930478-n;ENG30-05217168-n;ENG30-05839024-n;ENG30-05930736-n;ENG30-06290637-n;ENG30-08111157-n;ENG30-14480065-n	*	simple_wsd - ENG30-00027807-n:0.6695::Prostorno uređenje nečega što ga razlikuje od njegove materije. - ENG30-05839024-n:0.6265::Kategorija stvari koje se izdvajaju nekim zajedničkim karakteristikama ili kvalitetom. - ENG30-04677514-n:0.6070::Viđliva spoljašnjost nekoga ili nečega.	
288-22	24067-24068	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Njen prvi generalni direktor bio je Stefan Dembi, kojeg je 1934. godine nasledio Stefan Vrtel-Vjerčinjski.
289-1	24068-24072	Njen	PRO	DET	_	_	njen	_	_	_	_	_	_	_	_	
289-2	24073-24077	prvi	A	ADJ	_	_	prvi	_	_	_	ENG30-01467919-a	7	ENG30-00228294-a;ENG30-01009206-a;ENG30-01009343-a;ENG30-01010862-a;ENG30-01012855-a;ENG30-01467919-a;ENG30-02202047-a	*	simple_wsd - ENG30-01467919-a:0.5373::koji je velikog slova - ENG30-01009343-a:0.4425::služi za pokretanje - ENG30-01009206-a:0.3897::služi za početak	
289-3	24078-24087	generalni	A	ADJ	http://www.wikidata.org/entity/Q1501800[80]	ROLE[80]	generalan	_	_	_	PS002	2	ENG30-00487198-a;PS002	*	simple_wsd - PS002:0.4930::najviši po rangu, glavni, vrhovni - ENG30-00487198-a:0.4041::preovlađuje u široj javnosti ili zajedničko za širu javnost	
289-4	24088-24096	direktor	N	NOUN	http://www.wikidata.org/entity/Q1501800[80]	ROLE[80]	direktor	_	_	_	ENG30-09770472-n	3	ENG30-09770472-n;ENG30-10014939-n;ENG30-10164233-n	*	simple_wsd - ENG30-09770472-n:0.4916::neko ko upravlja vladinom agencijom ili odeljenjem - ENG30-10014939-n:0.4721::Neko ko kontroliše sredstva i troškove. - ENG30-10164233-n:0.3740::predsedavajući škole	
289-5	24097-24100	bio	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
289-6	24101-24103	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
289-7	24104-24110	Stefan	N	PROPN	http://www.wikidata.org/entity/Q9344951[81]	PERS[81]	Stefan	_	_	_	_	_	_	_	_	
289-8	24111-24116	Dembi	N	PROPN	http://www.wikidata.org/entity/Q9344951[81]	PERS[81]	Dembi	_	_	_	_	_	_	_	_	
289-9	24116-24117	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
289-10	24118-24123	kojeg	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
289-11	24124-24126	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
289-12	24127-24132	1934.	A	ADJ	_	_	1934.	_	_	_	_	_	_	_	_	
289-13	24133-24139	godine	N	NOUN	_	_	godina	_	_	_	ENG30-15201505-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	simple_wsd - ENG30-15201505-n:0.5054::Vremenski period koji je potreban planeti (npr, Zemlji ili Marsu) da napravi potpunu revoluciju oko Sunca. - ENG30-15202634-n:0.4859::Godina računata od 1. januara do 31. decembra po Gregorijanskom kalendaru. - ENG30-15204297-n:0.4842::Vremenski period koji zauzima stalni deo kalendarske godine i koristi se za neku određenu aktivnost.	
289-14	24140-24148	nasledio	V	VERB	_	_	naslediti	_	_	_	ENG30-02315525-v	3	ENG30-02315525-v;ENG30-02406585-v;ENG30-02625339-v	*	simple_wsd - ENG30-02315525-v:0.4225::dobiti od nekoga nakon njegove smrti - ENG30-02406585-v:0.4007::čiji naslednik biti - ENG30-02625339-v:0.3321::biti proizvod ili rezultat	
289-15	24149-24155	Stefan	N	PROPN	http://www.wikidata.org/entity/Q7606322[82]	PERS[82]	Stefan	_	_	_	_	_	_	_	_	
289-16	24156-24161	Vrtel	N	PROPN	http://www.wikidata.org/entity/Q7606322[82]	PERS[82]	Vrtel	_	_	_	_	_	_	_	_	
289-17	24161-24162	-	PUNCT	PUNCT	http://www.wikidata.org/entity/Q7606322[82]	PERS[82]	-	_	_	_	_	_	_	_	_	
289-18	24162-24173	Vjerčinjski	N	PROPN	http://www.wikidata.org/entity/Q7606322[82]	PERS[82]	Vjerčinjski	_	_	_	_	_	_	_	_	
289-19	24173-24174	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Neka istraživanja pokazuju da gojazni ljudi imaju manje šanse da dobiju posao kao i da budu unapređeni.
290-1	24174-24178	Neka	PRO	DET	_	_	neki	_	_	_	_	_	_	_	_	
290-2	24179-24191	istraživanja	N	NOUN	_	_	istraživanje	_	_	_	ENG30-00310063-n	7	ENG30-00310063-n;ENG30-00633864-n;ENG30-00636728-n;ENG30-00636921-n;ENG30-00644503-n;ENG30-00945777-n;ENG30-00947041-n	*	simple_wsd - ENG30-00310063-n:0.5810::putovanje u svrhu otkrivanja (novih prostora) - ENG30-00636921-n:0.5609::Sistematsko ispitivanje da bi se utvrdile činjenice. - ENG30-00636728-n:0.5386::sistematsko istraživanje pitanja od javnog interesa	
290-3	24192-24200	pokazuju	V	VERB	_	_	pokazivati	_	_	_	ENG30-00772640-v	8	ENG30-00772640-v;ENG30-00923307-v;ENG30-00923793-v;ENG30-00928232-v;ENG30-01339505-v;ENG30-01589056-v;ENG30-02137132-v;ENG30-02143283-v	*	simple_wsd - ENG30-00772640-v:0.6332::pružiti dokaze o - ENG30-00923307-v:0.6102::davati dokaze o čemu (kao prema kakvoj evidenciji) - ENG30-01339505-v:0.4828::ukloniti svu odeću ili deo odeće da bi pokazali svoje telo	
290-4	24201-24203	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
290-5	24204-24211	gojazni	A	ADJ	_	_	gojazan	_	_	_	ENG30-00793850-a	2	ENG30-00793850-a;ENG30-00986027-a	*	simple_wsd - ENG30-00793850-a:0.4211::koji ima bucmasto telo - ENG30-00986027-a:0.3964::koji ima puno mesa (posebno masnog)	
290-6	24212-24217	ljudi	N	NOUN	_	_	ljudi	_	_	_	ENG30-08208016-n	3	ENG30-07942152-n;ENG30-08208016-n;ENG30-10289176-n	*	simple_wsd - ENG30-08208016-n:0.6670::Grupa ljudi koji su spremni da se povinuju naređenjima. - ENG30-07942152-n:0.5374::Bilo koja grupa ljudskih bića, muškaraca, žena ili dece, zajedno (množina). - ENG30-10289176-n:0.5100::muški podređeni	
290-7	24218-24223	imaju	V	VERB	_	_	imati	1	imati šansu	LVC.full	CVMWE-0129[2198]	1[2198]	CVMWE-0129[2198]	*[591]	simple_wsd - CVMWE-0129:0.3887::biti u prilici da se ostvari uspeh[2198]	
290-8	24224-24229	manje	ADV	ADV	_	_	manje	_	_	_	ENG30-00099868-b	1	ENG30-00099868-b	*[591]|*[592]	simple_wsd - ENG30-00099868-b:0.3920::komparativ od malo	
290-9	24230-24235	šanse	N	NOUN	_	_	šansa	1	*	LVC.full	CVMWE-0129[2198]	1[2198]	CVMWE-0129[2198]	*[591]	simple_wsd - CVMWE-0129:0.3887::biti u prilici da se ostvari uspeh[2198]	
290-10	24236-24238	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
290-11	24239-24245	dobiju	V	VERB	_	_	dobiti	2	dobiti posao	LVC.full	CVMWE-0061[2199]	1[2199]	CVMWE-0061[2199]	*[593]	simple_wsd - CVMWE-0061:0.3922::zaposliti se[2199]	
290-12	24246-24251	posao	N	NOUN	_	_	posao	2	*	LVC.full	CVMWE-0061[2199]	1[2199]	CVMWE-0061[2199]	*[593]	simple_wsd - CVMWE-0061:0.3922::zaposliti se[2199]	
290-13	24252-24255	kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	_	
290-14	24256-24257	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
290-15	24258-24260	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
290-16	24261-24265	budu	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
290-17	24266-24276	unapređeni	V	VERB	_	_	unaprediti	_	_	_	ENG30-01994288-v	2	ENG30-01994288-v;ENG30-02397637-v	*	simple_wsd - ENG30-01994288-v:0.5044::pomaknuti se napred - ENG30-02397637-v:0.4726::Dodeliti viši položaj.	
290-18	24276-24277	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=More većim delom leži na evropskom kontinentalnom pragu.
291-1	24277-24281	More	N	NOUN	_	_	more	_	_	_	ENG30-09426788-n	1	ENG30-09426788-n	*	simple_wsd - ENG30-09426788-n:0.5392::Deo okeana ili velikog prostranstva slane vode koji je delimično zatvoren kopnom	
291-2	24282-24287	većim	A	ADJ	_	_	velik	_	_	_	ENG30-01510444-a	11	CV0139;ENG30-00579622-a;ENG30-01114658-a;ENG30-01190683-a;ENG30-01278080-a;ENG30-01278818-a;ENG30-01375909-a;ENG30-01386883-a;ENG30-01467919-a;ENG30-01488616-a;ENG30-01510444-a	*	simple_wsd - ENG30-01510444-a:0.4819::Velika (glavobolja). - ENG30-01375909-a:0.4784::iznad proseka po veličini ili broju ili količini ili snazi ili iznosu - ENG30-01488616-a:0.4465::potpuno razvijen (za ljude i životinje).	
291-3	24288-24293	delom	N	NOUN	_	_	deo	_	_	_	ENG30-13809207-n	8	ENG30-01085098-n;ENG30-03892891-n;ENG30-05867413-n;ENG30-05868954-n;ENG30-08548733-n;ENG30-09385911-n;ENG30-13289159-n;ENG30-13809207-n	*	simple_wsd - ENG30-13809207-n:0.5059::Nešto određeno prema nečem drugom što ga sadrži. - ENG30-09385911-n:0.4990::Deo prirodnog objekta. - ENG30-05867413-n:0.4878::Jedan od delova u koje je nešto podeljeno i koji zajedno čine celinu.	
291-4	24294-24298	leži	V	VERB	_	_	ležati	_	_	_	ENG30-01985029-v	5	ENG30-01547001-v;ENG30-01985029-v;ENG30-02653381-v;ENG30-02690708-v;ENG30-02734338-v	*	simple_wsd - ENG30-01985029-v:0.4998::preći u ležeći položaj - ENG30-02690708-v:0.4672::Biti smešten negde; zauzimati određeni položaj. - ENG30-01547001-v:0.4545::Biti povaljen, biti u horizontalnom položaju.	
291-5	24299-24301	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
291-6	24302-24311	evropskom	A	ADJ	*	DEMO	evropski	_	_	_	ENG30-02968325-a	1	ENG30-02968325-a	*	simple_wsd - ENG30-02968325-a:0.5086::koji se odnosi na Evropu ili karakterističan za Evropu ili ljude Evrope	
291-7	24312-24326	kontinentalnom	A	ADJ	_	_	kontinentalan	1[284]	kontinentalni prag[284]	NID[284]	CVMWE-0177[2200]	1[2200]	CVMWE-0177[2200]	*[594]	simple_wsd - CVMWE-0177:0.4932::produženi deo kopna koji se nalazi ispod površine plitkog mora[2200]	
291-8	24327-24332	pragu	N	NOUN	_	_	prag	1[284]	kontinentalni prag[284]	NID[284]	CVMWE-0177[2200]	1[2200]	CVMWE-0177[2200]	*[594]	simple_wsd - CVMWE-0177:0.4932::produženi deo kopna koji se nalazi ispod površine plitkog mora[2200]	
291-9	24332-24333	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Jedinica je nazvana po Blezu Paskalu, poznatom francuskom matematičaru, fizičaru i filozofu.
292-1	24333-24341	Jedinica	N	NOUN	_	_	jedinica	_	_	_	ENG30-13583724-n	5	ENG30-08189659-n;ENG30-08672397-n;ENG30-13583724-n;ENG30-13742573-n;ENG30-13810323-n	*	simple_wsd - ENG30-13583724-n:0.5465::Svaki deo veličine koja je prihvaćena kao standard merenja ili razmene. - ENG30-08672397-n:0.5120::deo grada ili mesta koji je podeljen radi administracije i izbora - ENG30-08189659-n:0.4449::Neka organizacija koja se smatra delom veće društvene grupe.	
292-2	24342-24344	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
292-3	24345-24352	nazvana	V	VERB	_	_	nazvati	_	_	_	ENG30-00753881-v	5	ENG30-00645552-v;ENG30-00691516-v;ENG30-00753881-v;ENG30-00789448-v;ENG30-01028748-v	*	simple_wsd - ENG30-00753881-v:0.5890::naručiti, pozvati ili tražiti određenu dužnost ili aktivnost, posao, ulogu - ENG30-01028748-v:0.5655::Dodeliti nečemu određeno ime. - ENG30-00691516-v:0.3525::smatrati šta čime	
292-4	24353-24355	po	PREP	ADP	_	_	po	_	_	_	_	_	_	_	_	
292-5	24356-24361	Blezu	N	PROPN	http://www.wikidata.org/entity/Q1290[83]	PERS[83]	Blez	_	_	_	_	_	_	_	_	
292-6	24362-24369	Paskalu	N	PROPN	http://www.wikidata.org/entity/Q1290[83]	PERS[83]	Paskal	_	_	_	_	_	_	_	_	
292-7	24369-24370	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
292-8	24371-24379	poznatom	A	ADJ	_	_	poznat	_	_	_	CV0214	5	CV0074;CV0214;ENG30-00970249-a;ENG30-01375174-a;ENG30-01375831-a	*	simple_wsd - CV0214:0.4785::o kojem svi ili mnogi znaju, čuven, slavan - ENG30-00970249-a:0.4747::u okviru normalnog svakodnevnog iskustva; obično nije čudan - CV0074:0.4208::o kom se od ranije zna	
292-9	24380-24390	francuskom	A	ADJ	*	DEMO	francuski	_	_	_	ENG30-06964901-n	2	ENG30-02958392-a;ENG30-06964901-n	*	simple_wsd - ENG30-06964901-n:0.5531::romanski jezik kojim se govori u Fancuskoj i u zemljama koje su bile Francuske kolonije. - ENG30-02958392-a:0.5477::koji se odnosi na Francusku, njene ljude i kulturu	
292-10	24391-24403	matematičaru	N	NOUN	http://www.wikidata.org/entity/Q170790	ROLE	matematičar	_	_	_	ENG30-10301261-n	1	ENG30-10301261-n	*	simple_wsd - ENG30-10301261-n:0.5056::naučnik koji se bavi metematikom	
292-11	24403-24404	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
292-12	24405-24413	fizičaru	N	NOUN	http://www.wikidata.org/entity/Q169470	ROLE	fizičar	_	_	_	ENG30-10428004-n	1	ENG30-10428004-n	*	simple_wsd - ENG30-10428004-n:0.6679::Naučnik koji se bavi fizikom.	
292-13	24414-24415	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
292-14	24416-24424	filozofu	N	NOUN	http://www.wikidata.org/entity/Q4964182	ROLE	filozof	_	_	_	ENG30-10423589-n	2	ENG30-10423589-n;ENG30-10708454-n	*	simple_wsd - ENG30-10423589-n:0.6284::Specijalista u filozofiji. - ENG30-10708454-n:0.4268::onaj koji trenira um (obično u pokušaju da donese neku odluku)	
292-15	24424-24425	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Mydoom, takođe poznat kao W32. MyDoom@mm, Novarg, Mimail. R i Shimgapi je računarski crv koji utiče na Majkrosoftov Windows.
293-1	24425-24431	Mydoom	F	X	http://www.wikidata.org/entity/Q1070443	PRODUCT	Mydoom	_	_	_	_	_	_	_	_	
293-2	24431-24432	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
293-3	24433-24439	takođe	PAR	PART	_	_	takođe	_	_	_	_	_	_	_	_	
293-4	24440-24446	poznat	A	ADJ	_	_	poznat	_	_	_	ENG30-00970249-a	5	CV0074;CV0214;ENG30-00970249-a;ENG30-01375174-a;ENG30-01375831-a	*	simple_wsd - ENG30-00970249-a:0.5349::u okviru normalnog svakodnevnog iskustva; obično nije čudan - CV0214:0.4977::o kojem svi ili mnogi znaju, čuven, slavan - CV0074:0.4495::o kom se od ranije zna	
293-5	24447-24450	kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	_	
293-6	24451-24454	W32	ABB	X	http://www.wikidata.org/entity/Q1070443[84]	PRODUCT[84]	W32	_	_	_	_	_	_	_	_	
293-7	24454-24455	.	PUNCT	PUNCT	http://www.wikidata.org/entity/Q1070443[84]	PRODUCT[84]	.	_	_	_	_	_	_	_	_	
293-8	24456-24465	MyDoom@mm	ABB	X	http://www.wikidata.org/entity/Q1070443[84]	PRODUCT[84]	MyDoom@mm	_	_	_	_	_	_	_	_	
293-9	24465-24466	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
293-10	24467-24473	Novarg	F	X	http://www.wikidata.org/entity/Q1070443	PRODUCT	Novarg	_	_	_	_	_	_	_	_	
293-11	24473-24474	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
293-12	24475-24481	Mimail	F	X	http://www.wikidata.org/entity/Q1070443[85]	PRODUCT[85]	Mimail	_	_	_	_	_	_	_	_	
293-13	24481-24482	.	SENT	PUNCT	http://www.wikidata.org/entity/Q1070443[85]	PRODUCT[85]	.	_	_	_	_	_	_	_	_	
293-14	24483-24484	R	ABB	X	http://www.wikidata.org/entity/Q1070443[85]	PRODUCT[85]	R	_	_	_	_	_	_	_	_	
293-15	24485-24486	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
293-16	24487-24495	Shimgapi	F	X	http://www.wikidata.org/entity/Q1070443	PRODUCT	Shimgapi	_	_	_	_	_	_	_	_	
293-17	24496-24498	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
293-18	24499-24509	računarski	A	ADJ	_	_	računarski	1[285]	računarski crv[285]	NID[285]	CVMWE-0373[2201]	1[2201]	CVMWE-0373[2201]	*[595]	simple_wsd - CVMWE-0373:0.5575::vrsta zlonamernog softvera koji može automatski da se širi ili umnožava bez ljudske interakcije, što omogućava njegovo…[2201]	
293-19	24510-24513	crv	N	NOUN	_	_	crv	1[285]	računarski crv[285]	NID[285]	CVMWE-0373[2201]	1[2201]	CVMWE-0373[2201]	*[595]	simple_wsd - CVMWE-0373:0.5575::vrsta zlonamernog softvera koji može automatski da se širi ili umnožava bez ljudske interakcije, što omogućava njegovo…[2201]	
293-20	24514-24518	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
