#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Ainotes


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
744-8	22137-22138	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
744-9	22139-22147	zemljama	N	NOUN	_	_	zemlja	_	_	_	ENG30-08493064-n	10	ENG30-08493064-n;ENG30-08544813-n;ENG30-09270894-n;ENG30-09334396-n;ENG30-09335240-n;ENG30-09451517-n;ENG30-13250048-n;ENG30-14842992-n;ENG30-14844414-n;ENG30-14844693-n	U ovom kontekstu, 'zemlje' se odnosi na države, odnosno geografska područja pod jurisdikcijom suverene države, što je najpreciznije značenje u vezi sa razlikovanjem zemalja prema nivou prihoda.	
744-10	22148-22149	s	PREP	ADP	_	_	s	_	_	_	_	_	_	_	
744-11	22150-22156	niskim	A	ADJ	_	_	nizak	_	_	_	ENG30-01212469-a	3	ENG30-01206474-a;ENG30-01212469-a;ENG30-01215421-a	U ovom kontekstu, 'niskim' se odnosi na zemlje sa malim, odnosno nedovoljnim, prihodima, što odgovara značenju 'manji nego normalan po intenzitetu ili količini'.	
744-12	22157-22167	primanjima	N	NOUN	_	_	primanje	_	_	_	ENG30-13256691-n	3	ENG30-00090253-n;ENG30-01248191-n;ENG30-13256691-n	U ovom kontekstu, 'primanja' se odnose na ukupne prihode stanovništva, što odgovara značenju 'ceo iznos prihoda pre bilo kakvih odbitaka'.	
744-13	22167-22168	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Nitro jedinjenja su organska jedinjenja koja sadrže jednu ili više nitro funkcionalnih grupa (-NO2).
745-1	22168-22173	Nitro	PREF	X	_	_	nitro	2[1117]	nitro jedinjenje[1117]	NID[1117]	CVMWE-0235[2166]	1[2166]	CVMWE-0235[2166]	U kontekstu se jasno navodi da su nitro jedinjenja organska jedinjenja sa nitro funkcionalnim grupama (-NO2), što se potpuno poklapa sa datim značenjem.[2166]	
745-2	22174-22184	jedinjenja	N	NOUN	_	_	jedinjenje	2[1117]	nitro jedinjenje[1117]	NID[1117]	CVMWE-0235[2166]	1[2166]	CVMWE-0235[2166]	U kontekstu se jasno navodi da su nitro jedinjenja organska jedinjenja sa nitro funkcionalnim grupama (-NO2), što se potpuno poklapa sa datim značenjem.[2166]	
745-3	22185-22187	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
745-4	22188-22196	organska	A	ADJ	_	_	organski	3[1118]	organsko jedinjenje[1118]	NID[1118]	CVMWE-0267[2167]	2[2167]	CVMWE-0267;ENG30-14727670-n[2167]	U kontekstu hemije, 'organsko jedinjenje' se odnosi na jedinjenja koja sadrže ugljenik, što je najpreciznije obuhvaćeno ovim značenjem.[2167]	
745-5	22197-22207	jedinjenja	N	NOUN	_	_	jedinjenje	3[1118]	organsko jedinjenje[1118]	NID[1118]	CVMWE-0267[2167]	2[2167]	CVMWE-0267;ENG30-14727670-n[2167]	U kontekstu hemije, 'organsko jedinjenje' se odnosi na jedinjenja koja sadrže ugljenik, što je najpreciznije obuhvaćeno ovim značenjem.[2167]	
745-6	22208-22212	koja	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
745-7	22213-22219	sadrže	V	VERB	_	_	sadržati	_	_	_	ENG30-02700867-v	7	ENG30-02629793-v;ENG30-02633356-v;ENG30-02636516-v;ENG30-02677097-v;ENG30-02700867-v;ENG30-02701210-v;ENG30-02730813-v	U ovom kontekstu, 'sadržati' znači da nitro jedinjenja drže u sebi nitro funkcionalne grupe, što najpreciznije odgovara značenju 'držati u sebi'.	
745-8	22220-22225	jednu	NUM	NUM	_	_	jedan	_	_	_	_	_	_	_	
745-9	22226-22229	ili	CONJ	CCONJ	_	_	ili	_	_	_	_	_	_	_	
745-10	22230-22234	više	ADV	ADV	_	_	više	_	_	_	ENG30-00099712-b	1	ENG30-00099712-b	U ovom kontekstu, 'više' označava komparativ od 'mnogo', odnosno da nitro jedinjenja mogu sadržati jednu ili veću količinu (više) nitro grupa, što odgovara ponuđenom značenju.	
745-11	22235-22240	nitro	PREF	X	_	_	nitro	_	_	_	_	_	_	_	
745-12	22241-22254	funkcionalnih	A	ADJ	_	_	funkcionalan	1[1119]	funkcionalna grupa[1119]	NID[1119]	CVMWE-0098[2168]	2[2168]	CVMWE-0098;CVMWE-0099[2168]	U ovom kontekstu, 'funkcionalna grupa' označava specifičnu grupu atoma (-NO2) koja određuje osobine i reaktivnost nitro jedinjenja, što odgovara značenju pod ID-jem CVMWE-0098.[2168]	
745-13	22255-22260	grupa	N	NOUN	_	_	grupa	1[1119]	funkcionalna grupa[1119]	NID[1119]	CVMWE-0098[2168]	2[2168]	CVMWE-0098;CVMWE-0099[2168]	U ovom kontekstu, 'funkcionalna grupa' označava specifičnu grupu atoma (-NO2) koja određuje osobine i reaktivnost nitro jedinjenja, što odgovara značenju pod ID-jem CVMWE-0098.[2168]	
745-14	22261-22262	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	
745-15	22262-22263	-	PUNCT	SYM	_	_	-	_	_	_	_	_	_	_	
745-16	22263-22266	NO2	ABB	X	_	_	NO2	_	_	_	_	_	_	_	
745-17	22266-22267	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	
745-18	22267-22268	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Taj period obeležio je ekstremni nivo kriminala, bolesti, masovnih smrti, pa čak i kanibalizma i čedomorstva.
746-1	22268-22271	Taj	PRO	DET	_	_	taj	_	_	_	_	_	_	_	
746-2	22272-22278	period	N	NOUN	_	_	period	_	_	_	ENG30-15246353-n	4	ENG30-15113229-n;ENG30-15134340-n;ENG30-15246353-n;ENG30-15289779-n	U ovom kontekstu, 'period' se odnosi na neodređeno vreme obeleženo specifičnim stanjima kao što su kriminal, bolesti i smrti, što odgovara značenju perioda obeleženog nekom radnjom ili stanjem.	
746-3	22279-22287	obeležio	V	VERB	_	_	obeležiti	_	_	_	ENG30-02144644-v	6	ENG30-00508032-v;ENG30-00510869-v;ENG30-00511040-v;ENG30-00662182-v;ENG30-00921738-v;ENG30-02144644-v	U ovom kontekstu, 'obeležiti' znači da je period bio jasno prepoznatljiv po ekstremnom kriminalu, bolestima i drugim negativnim pojavama, što odgovara značenju 'jasno otkrivati karakter nečega'.	
746-4	22288-22290	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
746-5	22291-22300	ekstremni	A	ADJ	_	_	ekstreman	_	_	_	ENG30-01534858-a	2	ENG30-00204491-a;ENG30-01534858-a	U ovom kontekstu, 'ekstremni' opisuje nivo kriminala, bolesti i smrti koji je bio daleko iznad uobičajenog, što odgovara značenju 'daleko izvan norme u količini ili stepenu; do najveće moguće mere'.	
746-6	22301-22305	nivo	N	NOUN	_	_	nivo	_	_	_	ENG30-05093890-n	6	ENG30-03365991-n;ENG30-05093890-n;ENG30-05131902-n;ENG30-06246896-n;ENG30-13939892-n;ENG30-14428160-n	U ovom kontekstu, 'nivo' se odnosi na ozbiljnost i intenzitet kriminala, bolesti i smrti, što odgovara značenju 'ozbiljnost nečega'.	
746-7	22306-22315	kriminala	N	NOUN	_	_	kriminal	_	_	_	DRJ0-197498/0	1	DRJ0-197498/0	U ovom kontekstu, 'kriminal' se odnosi na teža ili teška krivična dela koja su bila rasprostranjena tokom opisanog perioda, što odgovara ponuđenom značenju.	
746-8	22315-22316	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
746-9	22317-22324	bolesti	N	NOUN	_	_	bolest	_	_	_	ENG30-14070360-n	2	ENG30-14061805-n;ENG30-14070360-n	U ovom kontekstu, 'bolesti' se odnosi na opšte narušeno zdravlje i stanja nenormalnog funkcionisanja koja su bila rasprostranjena tokom tog perioda, što najpreciznije odgovara ovom značenju.	
746-10	22324-22325	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
746-11	22326-22334	masovnih	A	ADJ	_	_	masovan	_	_	_	ENG30-00487198-a	2	ENG30-00487198-a;ENG30-01063521-a	U ovom kontekstu, 'masovnih' smrti označava smrti koje su zahvatile veliki broj ljudi, odnosno preovlađuju među širom populacijom, što odgovara značenju da je nešto zajedničko za širu javnost.	
746-12	22335-22340	smrti	N	NOUN	_	_	smrt	_	_	_	ENG30-11444117-n	4	ENG30-00219575-n;ENG30-11444117-n;ENG30-13962498-n;ENG30-15143477-n	U ovom kontekstu, 'smrti' se odnosi na trajan kraj životnih funkcija kod ljudi, što je u skladu sa ovim značenjem.	
746-13	22340-22341	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
746-14	22342-22344	pa	CONJ	CCONJ	_	_	pa	_	_	_	_	_	_	_	
746-15	22345-22348	čak	PAR	PART	_	_	čak	_	_	_	_	_	_	_	
746-16	22349-22350	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
746-17	22351-22362	kanibalizma	N	NOUN	_	_	kanibalizam	_	_	_	ENG30-00412839-n	1	ENG30-00412839-n	U ovom kontekstu, 'kanibalizam' se odnosi na čin jedenja mesa pripadnika sopstvene vrste, što je u skladu sa ponuđenim značenjem.	
746-18	22363-22364	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
746-19	22365-22376	čedomorstva	N	NOUN	_	_	čedomorstvo	_	_	_	ENG30-01250492-n	1	ENG30-01250492-n	U ovom kontekstu, 'čedomorstvo' se odnosi na ubistvo novorođenčeta, što je precizno značenje u skladu sa navedenim popisom teških zločina i tragedija.	
746-20	22376-22377	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Dok se pobuna polako stišavala, postajalo je jasno da se kolonijalna vladavina Britanije više ne može održati.
747-1	22377-22380	Dok	CONJ	SCONJ	_	_	dok	_	_	_	_	_	_	_	
747-2	22381-22383	se	PAR	PART	_	_	se	1	*	IRV	CVMWE-0425[2169]	1[2169]	CVMWE-0425[2169]	U ovom kontekstu, 'stišavati se' znači da pobuna gubi na intenzitetu i žestini, što odgovara ponuđenom značenju.[2169]	
747-3	22384-22390	pobuna	N	NOUN	_	_	pobuna	_	_	_	ENG30-00962129-n	3	ENG30-00962129-n;ENG30-01177327-n;ENG30-13977043-n	U ovom kontekstu, 'pobuna' se odnosi na organizovano suprotstavljanje kolonijalnoj vlasti, što implicira sukob sa ciljem preuzimanja kontrole od britanske uprave.	
747-4	22391-22397	polako	ADV	ADV	_	_	polako	_	_	_	ENG30-00161630-b	2	ENG30-00161630-b;ENG30-00388494-b	U ovom kontekstu 'polako' znači da se pobuna stišavala bez žurbe, odnosno sporo, što odgovara značenju 'nema brzine'.	
747-5	22398-22407	stišavala	V	VERB	_	_	stišavati	1	stišavati se	IRV	CVMWE-0425[2169]	1[2169]	CVMWE-0425[2169]	U ovom kontekstu, 'stišavati se' znači da pobuna gubi na intenzitetu i žestini, što odgovara ponuđenom značenju.[2169]	
747-6	22407-22408	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
747-7	22409-22418	postajalo	V	VERB	_	_	postajati	3	postati jasno	VID	CVMWE-0316[2170]	1[2170]	CVMWE-0316[2170]	U ovom kontekstu, 'postajalo je jasno' znači da su ljudi počeli da shvataju situaciju koja ranije nije bila očigledna, što odgovara ponuđenom značenju.[2170]	
747-8	22419-22421	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
747-9	22422-22427	jasno	ADV	ADV	_	_	jasno	3	*	VID	CVMWE-0316[2170]	1[2170]	CVMWE-0316[2170]	U ovom kontekstu, 'postajalo je jasno' znači da su ljudi počeli da shvataju situaciju koja ranije nije bila očigledna, što odgovara ponuđenom značenju.[2170]	
747-10	22428-22430	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	
747-11	22431-22433	se	PAR	PART	_	_	se	2	*	IRV	CVMWE-0255[2171]	3[2171]	CVMWE-0255;ENG30-02618149-v;ENG30-02734800-v[2171]	U ovom kontekstu, 'održati se' znači da kolonijalna vladavina Britanije više ne može sačuvati svoj dotadašnji položaj ili stanje, odnosno ne može istrajati u ranijem obliku.[2171]	
747-12	22434-22445	kolonijalna	A	ADJ	_	_	kolonijalan	_	_	_	ENG30-02700199-a	1	ENG30-02700199-a	Nijedno ponuđeno značenje ne odgovara jer se u ovom kontekstu 'kolonijalna' odnosi na vladavinu ili upravu kolonije, a ne na životinje koje žive u kolonijama.	
747-13	22446-22455	vladavina	N	NOUN	_	_	vladavina	_	_	_	ENG30-14442933-n	4	ENG30-13968859-n;ENG30-14442933-n;ENG30-14443532-n;ENG30-15260814-n	U ovom kontekstu, 'vladavina' se odnosi na dominaciju ili moć Britanije nad kolonijom putem pravnog autoriteta, a ne na specifičan oblik upravljanja, kraljevsku vlast ili vremenski period.	
747-14	22456-22465	Britanije	N	PROPN	http://www.wikidata.org/entity/Q145	LOC	Britanija	_	_	_	_	_	_	_	
747-15	22466-22470	više	ADV	ADV	_	_	više	_	_	_	ENG30-00099712-b	1	ENG30-00099712-b	U ovom kontekstu, 'više' označava da se kolonijalna vladavina Britanije ne može održati u većoj meri, odnosno da je došao kraj njenom održavanju, što odgovara značenju komparativa od 'mnogo'.	
747-16	22471-22473	ne	PAR	PART	_	_	ne	_	_	_	_	_	_	_	
747-17	22474-22478	može	V	VERB	_	_	moći	_	_	_	ENG30-02523221-v	1	ENG30-02523221-v	U ovom kontekstu, 'moći' znači imati sposobnost ili mogućnost da se nešto održi ili nastavi, što odgovara značenju 'istrajati ili uspevati'.	
747-18	22479-22486	održati	V	VERB	_	_	održati	2	održati se	IRV	CVMWE-0255[2171]	3[2171]	CVMWE-0255;ENG30-02618149-v;ENG30-02734800-v[2171]	U ovom kontekstu, 'održati se' znači da kolonijalna vladavina Britanije više ne može sačuvati svoj dotadašnji položaj ili stanje, odnosno ne može istrajati u ranijem obliku.[2171]	
747-19	22486-22487	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Ekonomska priroda društva se takođe dramatično promenila.
748-1	22487-22496	Ekonomska	A	ADJ	_	_	ekonomski	_	_	_	ENG30-02716739-a	4	ENG30-01871565-a;ENG30-02577454-a;ENG30-02716605-a;ENG30-02716739-a	U ovom kontekstu, 'ekonomska priroda društva' odnosi se na karakteristike društva povezane sa ekonomijom, odnosno sa sistemom proizvodnje i upravljanja materijalnim dobrima.	
748-2	22497-22504	priroda	N	NOUN	_	_	priroda	_	_	_	ENG30-04726724-n	3	ENG30-04623113-n;ENG30-04726724-n;ENG30-09466280-n	U ovom kontekstu, 'priroda' se odnosi na suštinske karakteristike ili osobine ekonomije društva, što odgovara značenju suštinskog kvaliteta ili karakteristike po kojoj se nešto prepoznaje.	
748-3	22505-22512	društva	N	NOUN	_	_	društvo	_	_	_	ENG30-07966140-n	4	ENG30-07966140-n;ENG30-08184861-n;ENG30-08227214-n;ENG30-13782769-n	U ovom kontekstu, 'društvo' se odnosi na veliku društvenu grupu sa specifičnom ekonomskom i kulturnom organizacijom, što je u skladu sa značenjem pod ovim ID-jem.	
748-4	22513-22515	se	PAR	PART	_	_	se	1	*	IRV	ENG30-00109660-v[2172]	5[2172]	CVMWE-0354;CVMWE-0355;CVMWE-0356;ENG30-00109660-v;ENG30-02626604-v[2172]	U ovom kontekstu, 'promeniti se' znači da je ekonomska priroda društva pretrpela suštinsku promenu i izgubila svoju prvobitnu prirodu, što najpreciznije odgovara ovom značenju.[2172]	
748-5	22516-22522	takođe	PAR	PART	_	_	takođe	_	_	_	_	_	_	_	
748-6	22523-22533	dramatično	ADV	ADV	_	_	dramatično	_	_	_	ENG30-00246802-b	1	ENG30-00246802-b	Ovde 'dramatično' znači da se ekonomska priroda društva promenila na veoma impresivan, upadljiv ili značajan način, što odgovara ponuđenom značenju.	
748-7	22534-22543	promenila	V	VERB	_	_	promeniti	1	promeniti se	IRV	ENG30-00109660-v[2172]	5[2172]	CVMWE-0354;CVMWE-0355;CVMWE-0356;ENG30-00109660-v;ENG30-02626604-v[2172]	U ovom kontekstu, 'promeniti se' znači da je ekonomska priroda društva pretrpela suštinsku promenu i izgubila svoju prvobitnu prirodu, što najpreciznije odgovara ovom značenju.[2172]	
748-8	22543-22544	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Pogađa između 700.000 i 1,6 miliona trudnoća godišnje, što dovodi do spontanih pobačaja, mrtvorođene dece i kongenitalnog sifilisa.
749-1	22544-22550	Pogađa	V	VERB	_	_	pogađati	_	_	_	DRJ0-212537/0	1	DRJ0-212537/0	U ovom kontekstu, 'pogađa' znači da utiče na ili zahvata određeni broj trudnoća, što odgovara nesvršenom obliku glagola 'pogađati' u značenju 'imati uticaj na nešto ili nekoga'.	
749-2	22551-22557	između	PREP	ADP	_	_	između	_	_	_	_	_	_	_	
749-3	22558-22565	700.000	NUM	NUM	_	_	700.000	_	_	_	_	_	_	_	
749-4	22566-22567	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
749-5	22568-22571	1,6	NUM	NUM	_	_	1,6	_	_	_	_	_	_	_	
749-6	22572-22579	miliona	N	NOUN	_	_	milion	_	_	_	ENG30-13751533-n	1	ENG30-13751533-n	U ovom kontekstu, 'milion' se koristi za označavanje broja (1.000.000), što odgovara značenju jedinice praćene sa 6 nula.	
749-7	22580-22588	trudnoća	N	NOUN	_	_	trudnoća	_	_	_	ENG30-14046202-n	1	ENG30-14046202-n	U ovom kontekstu, 'trudnoća' se odnosi na stanje u kome žena nosi fetus u materici, što je u skladu sa ponuđenim značenjem.	
749-8	22589-22597	godišnje	ADV	ADV	_	_	godišnje	_	_	_	ENG30-00250570-b	2	ENG30-00081737-b;ENG30-00250570-b	U ovom kontekstu, 'godišnje' znači 'svake godine', odnosno da se navedeni broj trudnoća dešava svake godine, što odgovara ovom značenju.	
749-9	22597-22598	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
749-10	22599-22602	što	CONJ	SCONJ	_	_	što	_	_	_	_	_	_	_	
749-11	22603-22609	dovodi	V	VERB	_	_	dovoditi	_	_	_	ENG30-02686625-v	2	ENG30-01434140-v;ENG30-02686625-v	U ovom kontekstu, 'dovodi' znači 'uzrokuje' ili 'prouzrokuje' spontane pobačaje, mrtvorođenu decu i kongenitalni sifilis, što odgovara značenju 'učiniti da se šta dogodi ili da šta uzrokuje'.	
749-12	22610-22612	do	PREP	ADP	_	_	do	_	_	_	_	_	_	_	
749-13	22613-22622	spontanih	A	ADJ	_	_	spontan	2[1120]	spontani pobačaj[1120]	NID[1120]	CVMWE-0417[2173]	1[2173]	CVMWE-0417[2173]	U ovom kontekstu, 'spontani pobačaj' se odnosi na nenamerno izbacivanje fetusa iz materice pre nego što je sposoban za samostalan život, što je u skladu sa datim značenjem.[2173]	
749-14	22623-22631	pobačaja	N	NOUN	_	_	pobačaj	2[1120]	spontani pobačaj[1120]	NID[1120]	CVMWE-0417[2173]	1[2173]	CVMWE-0417[2173]	U ovom kontekstu, 'spontani pobačaj' se odnosi na nenamerno izbacivanje fetusa iz materice pre nego što je sposoban za samostalan život, što je u skladu sa datim značenjem.[2173]	
749-15	22631-22632	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
749-16	22633-22644	mrtvorođene	A	ADJ	_	_	mrtvorođen	3[1121]	mrtvorođena deca[1121]	NID[1121]	CVMWE-0210[2174]	1[2174]	CVMWE-0210[2174]	U kontekstu se govori o posledicama bolesti tokom trudnoće, a 'mrtvorođena deca' se odnosi na bebe koje su umrle u materici nakon što su preživele značajan deo trudnoće, što odgovara ponuđenom značenju.[2174]	
749-17	22645-22649	dece	N	NOUN	_	_	deca	3[1121]	mrtvorođena deca[1121]	NID[1121]	CVMWE-0210[2174]	1[2174]	CVMWE-0210[2174]	U kontekstu se govori o posledicama bolesti tokom trudnoće, a 'mrtvorođena deca' se odnosi na bebe koje su umrle u materici nakon što su preživele značajan deo trudnoće, što odgovara ponuđenom značenju.[2174]	
749-18	22650-22651	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
749-19	22652-22665	kongenitalnog	A	ADJ	_	_	kongenitalan	1[1122]	kongenitalni sifilis[1122]	NID[1122]	CVMWE-0176[2175]	2[2175]	CVMWE-0176;LLM-0097[2175]	U kontekstu se govori o sifilisu koji se prenosi sa majke na dete tokom trudnoće, što precizno odgovara definiciji iz CVMWE-0176, uključujući i način prenosa i posledice.[2175]	
749-20	22666-22674	sifilisa	N	NOUN	_	_	sifilis	1[1122]	kongenitalni sifilis[1122]	NID[1122]	CVMWE-0176[2175]	2[2175]	CVMWE-0176;LLM-0097[2175]	U kontekstu se govori o sifilisu koji se prenosi sa majke na dete tokom trudnoće, što precizno odgovara definiciji iz CVMWE-0176, uključujući i način prenosa i posledice.[2175]	
749-21	22674-22675	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Utvrdili su da je zakon o samoupravljanju osnova celokupnog društvenog poretka u Jugoslaviji.
750-1	22675-22683	Utvrdili	V	VERB	_	_	utvrditi	_	_	_	ENG30-00920336-v	7	ENG30-00598954-v;ENG30-00700708-v;ENG30-00721437-v;ENG30-00918872-v;ENG30-00920336-v;ENG30-02448185-v;ENG30-02533282-v	U ovom kontekstu, 'utvrdili' znači da su kroz istraživanje ili analizu sa sigurnošću odredili da je zakon o samoupravljanju osnova društvenog poretka, što odgovara ovom značenju.	
750-2	22684-22686	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
750-3	22687-22689	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	
750-4	22690-22692	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
750-5	22693-22698	zakon	N	NOUN	_	_	zakon	_	_	_	ENG30-06532330-n	2	ENG30-06532330-n;ENG30-06564387-n	U ovom kontekstu, 'zakon' se odnosi na zakonski dokument koji uspostavlja pravila (o samoupravljanju) i predstavlja osnovu društvenog poretka, što najpreciznije odgovara ovom značenju.	
750-6	22699-22700	o	PREP	ADP	_	_	o	_	_	_	_	_	_	_	
750-7	22701-22716	samoupravljanju	N	NOUN	_	_	samoupravljanje	_	_	_	BILI-00001018	1	BILI-00001018	U kontekstu Jugoslavije i društvenog poretka, 'samoupravljanje' se odnosi na specifičan oblik socijalizma gde radnici upravljaju sredstvima za rad, što je upravo značenje pod ID-jem BILI-00001018.	
750-8	22717-22723	osnova	N	NOUN	_	_	osnova	_	_	_	ENG30-13790712-n	9	ENG30-05793554-n;ENG30-06300193-n;ENG30-06658118-n;ENG30-06740402-n;ENG30-08511777-n;ENG30-09367203-n;ENG30-13597794-n;ENG30-13790712-n;ENG30-13897837-n	U ovom kontekstu, 'osnova' se odnosi na temelj ili osnovu na kojoj se zasniva celokupni društveni poredak, što najpreciznije odgovara značenju 'osnova na kojoj se nešto temelji'.	
750-9	22724-22734	celokupnog	A	ADJ	_	_	celokupan	_	_	_	DRJ0-189005/0	1	DRJ0-189005/0	U ovom kontekstu, 'celokupnog' znači 'celog', 'svog' ili 'ukupnog' društvenog poretka, što se poklapa sa ponuđenim značenjem.	
750-10	22735-22745	društvenog	A	ADJ	_	_	društven	1[1123]	društveni poredak[1123]	NID[1123]	CVMWE-0078[2176]	1[2176]	CVMWE-0078[2176]	U ovom kontekstu, 'društveni poredak' se odnosi na sistem društvenih struktura i institucija koji je uspostavljen zakonom o samoupravljanju, što precizno odgovara ponuđenom značenju.[2176]	
750-11	22746-22753	poretka	N	NOUN	_	_	poredak	1[1123]	društveni poredak[1123]	NID[1123]	CVMWE-0078[2176]	1[2176]	CVMWE-0078[2176]	U ovom kontekstu, 'društveni poredak' se odnosi na sistem društvenih struktura i institucija koji je uspostavljen zakonom o samoupravljanju, što precizno odgovara ponuđenom značenju.[2176]	
750-12	22754-22755	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
750-13	22756-22767	Jugoslaviji	N	PROPN	http://www.wikidata.org/entity/Q36704	LOC	Jugoslavija	_	_	_	_	_	_	_	
750-14	22767-22768	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Lideri obe strane pokušali su da zaustave sukobe sklapanjem na desetine primirja, ali nijedno od njih nije trajalo duže od nekoliko dana.
751-1	22768-22774	Lideri	N	NOUN	http://www.wikidata.org/entity/Q1251441	ROLE	lider	_	_	_	DRJ0-199452/0	1	DRJ0-199452/0	U ovom kontekstu, 'lideri' se odnosi na istaknute političke vođe ili rukovodioce suprotstavljenih strana koje pokušavaju da postignu primirje, što odgovara ponuđenom značenju.	
751-2	22775-22778	obe	NUM	NUM	_	_	oba	_	_	_	_	_	_	_	
751-3	22779-22785	strane	N	NOUN	_	_	strana	_	_	_	ENG30-05852973-n	12	ENG30-02464223-n;ENG30-04213626-n;ENG30-05551318-n;ENG30-05850624-n;ENG30-05852553-n;ENG30-05852973-n;ENG30-06256229-n;ENG30-06783265-n;ENG30-08408709-n;ENG30-08510666-n;ENG30-08649345-n;ENG30-10402824-n	U ovom kontekstu, 'strana' se odnosi na jednu od dve suprotstavljene grupe ili entiteta u sukobu, što najpreciznije odgovara značenju 'jedna od dve strane problema'.	
751-4	22786-22794	pokušali	V	VERB	_	_	pokušati	_	_	_	ENG30-02530167-v	3	ENG30-01718015-v;ENG30-02530167-v;ENG30-02531625-v	U ovom kontekstu, 'pokušali' znači da su lideri obe strane uložili napor ili pokušaj da zaustave sukobe, što se precizno poklapa sa ovim značenjem.	
751-5	22795-22797	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
751-6	22798-22800	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	
751-7	22801-22809	zaustave	V	VERB	_	_	zaustaviti	_	_	_	ENG30-02559752-v	5	ENG30-00362348-v;ENG30-01478002-v;ENG30-02452885-v;ENG30-02559752-v;ENG30-02680814-v	U ovom kontekstu, 'zaustaviti' znači prekinuti ili okončati sukobe, odnosno zaustaviti njihovo dalje događanje ili razvoj.	
751-8	22810-22816	sukobe	N	NOUN	_	_	sukob	_	_	_	ENG30-01169744-n	4	ENG30-00959376-n;ENG30-01168961-n;ENG30-01169744-n;ENG30-13979064-n	U ovom kontekstu, 'sukobi' se odnose na situacije u kojima suprotstavljene grupe ulaze u konfrontaciju, što je najpreciznije opisano ovim značenjem.	
751-9	22817-22827	sklapanjem	N	NOUN	_	_	sklapanje	1	sklapanje primirja	NV.LVC.full	CVMWE-0401[2177]	1[2177]	CVMWE-0401[2177]	U ovom kontekstu, 'sklapanje primirja' označava čin potpisivanja ili dogovaranja sporazuma o privremenom prekidu sukoba, što se precizno poklapa sa datim značenjem.[2177]	
751-10	22828-22830	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
751-11	22831-22839	desetine	N	NOUN	_	_	desetina	_	_	_	ENG30-08218122-n	1	ENG30-08218122-n	U ovom kontekstu, 'desetine' znači 'veoma mnogo' ili 'više od deset', a ne najmanja vojna jedinica, pa nijedno ponuđeno značenje nije odgovarajuće.	
751-12	22840-22848	primirja	N	NOUN	_	_	primirje	1	*	NV.LVC.full	CVMWE-0401[2177]	1[2177]	CVMWE-0401[2177]	U ovom kontekstu, 'sklapanje primirja' označava čin potpisivanja ili dogovaranja sporazuma o privremenom prekidu sukoba, što se precizno poklapa sa datim značenjem.[2177]	
751-13	22848-22849	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
751-14	22850-22853	ali	CONJ	CCONJ	_	_	ali	_	_	_	_	_	_	_	
