#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Comment|Ainotes


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
43-8	3814-3824	etnologije	N	NOUN	_	_	etnologija	_	_	_	ENG30-06146880-n	1	ENG30-06146880-n	*	lesk_wsd(score_lesk_overlap) - ENG30-06146880-n:1::grana antropologije koja se bavi podelom ljudskog roda na rase, njihovim poreklom, distribucijom i karakterističnim oso…	
43-9	3825-3827	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
43-10	3828-3833	istom	A	ADJ	_	_	isti	_	_	_	ENG30-02068476-a	4	ENG30-01410606-a;ENG30-01411065-a;ENG30-02062670-a;ENG30-02068476-a	*	lesk_wsd(score_lesk_overlap) - ENG30-02068476-a:1::isti u identitetu - ENG30-01410606-a:0::ima iste ili slične karakteristike - ENG30-01411065-a:0::jednak po količini ili vrednosti	
43-11	3834-3846	univerzitetu	N	NOUN	_	_	univerzitet	_	_	_	ENG30-04511002-n	4	ENG30-04511002-n;ENG30-08274923-n;ENG30-08286163-n;ENG30-08286569-n	*	lesk_wsd(score_lesk_overlap) - ENG30-04511002-n:2::Objekat u kome je sedište visokog obrazovanja, uključujući upravu, smeštaj kao i prostorije za istraživanje i nastavu. - ENG30-08286163-n:2::fakultet i studenti na univerzitetu - ENG30-08274923-n:0::akademski svet	
43-12	3846-3847	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Međunarodni dan maternjeg jezika (International Mother Language Day, IMLD) održava se 21. februara svake godine širom sveta u cilju promovisanja svesti o jezičkoj i kulturnoj raznolikosti, kao i promovisanja višejezičnosti.
44-1	3847-3858	Međunarodni	A	ADJ	http://www.wikidata.org/entity/Q42375[27]	EVENT[27]	međunarodan	_	_	_	ENG30-01568375-a	1	ENG30-01568375-a	*	lesk_wsd(score_lesk_overlap) - ENG30-01568375-a:1::koji se tiče ili pripada bar dvema nacijama ili državama	
44-2	3859-3862	dan	N	NOUN	http://www.wikidata.org/entity/Q42375[27]	EVENT[27]	dan	_	_	_	ENG30-15123115-n	8	ENG30-14484516-n;ENG30-15123115-n;ENG30-15136453-n;ENG30-15155220-n;ENG30-15157041-n;ENG30-15157225-n;ENG30-15164957-n;ENG30-15208540-n	*	lesk_wsd(score_lesk_overlap) - ENG30-15123115-n:1::Neka tačka u vremenu ili vremenski period. - ENG30-15136453-n:1::Časovi u toku dana kada čovek ne spava (posebno radnih dana). - ENG30-15157041-n:1::Dan računat od ponoći do ponoći.	
44-3	3863-3872	maternjeg	A	ADJ	http://www.wikidata.org/entity/Q42375[27]	EVENT[27]	maternji	1[229]	maternji jezik[229]	NID[229]	ENG30-06904748-n[2030]	2[2030]	ENG30-06903396-n;ENG30-06904748-n[2030]	*[476]	lesk_wsd(score_lesk_overlap) - ENG30-06904748-n:2::jezik koji je najpre usvojen u detinjstvu ili onaj kome se daje prednost u višejezičnoj situaciji - ENG30-06903396-n:0::Jezik koji je osoba govorila od najranijeg detinjstva.[2030]	
44-4	3873-3879	jezika	N	NOUN	http://www.wikidata.org/entity/Q42375[27]	EVENT[27]	jezik	1[229]	maternji jezik[229]	NID[229]	ENG30-06904748-n[2030]	2[2030]	ENG30-06903396-n;ENG30-06904748-n[2030]	*[476]	lesk_wsd(score_lesk_overlap) - ENG30-06904748-n:2::jezik koji je najpre usvojen u detinjstvu ili onaj kome se daje prednost u višejezičnoj situaciji - ENG30-06903396-n:0::Jezik koji je osoba govorila od najranijeg detinjstva.[2030]	
44-5	3880-3881	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	_	
44-6	3881-3894	International	F	X	http://www.wikidata.org/entity/Q42375[28]	EVENT[28]	International	_	_	_	_	_	_	_	_	
44-7	3895-3901	Mother	F	X	http://www.wikidata.org/entity/Q42375[28]	EVENT[28]	Mother	_	_	_	_	_	_	_	_	
44-8	3902-3910	Language	F	X	http://www.wikidata.org/entity/Q42375[28]	EVENT[28]	Language	_	_	_	_	_	_	_	_	
44-9	3911-3914	Day	F	X	http://www.wikidata.org/entity/Q42375[28]	EVENT[28]	Day	_	_	_	_	_	_	_	_	
44-10	3914-3915	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
44-11	3916-3920	IMLD	ABB	X	http://www.wikidata.org/entity/Q42375	EVENT	IMLD	_	_	_	_	_	_	_	_	
44-12	3920-3921	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	_	
44-13	3922-3929	održava	V	VERB	_	_	održavati	_	_	_	ENG30-01428011-v	8	ENG30-00118764-v;ENG30-00456937-v;ENG30-00896497-v;ENG30-01065877-v;ENG30-01428011-v;ENG30-02202928-v;ENG30-02283716-v;ENG30-02681795-v	*	lesk_wsd(score_lesk_overlap) - ENG30-01428011-v:1::pariti se sa - ENG30-02202928-v:1::brinuti se; očuvati; imati zaduženje - ENG30-02681795-v:1::Držati u određenom stanju, poziciji ili aktivnosti; npr. držati čistim.	
44-14	3930-3932	se	PAR	PART	_	_	se	_	_	_	_	_	_	_	_	
44-15	3933-3936	21.	A	ADJ	_	_	21.	_	_	_	_	_	_	_	_	
44-16	3937-3945	februara	N	NOUN	_	_	februar	_	_	_	ENG30-15210486-n	1	ENG30-15210486-n	*	lesk_wsd(score_lesk_overlap) - ENG30-15210486-n:1::Mesec koji dolazi posle januara a pre marta u kalendaru.	
44-17	3946-3951	svake	PRO	DET	_	_	svaki	_	_	_	_	_	_	_	_	
44-18	3952-3958	godine	N	NOUN	_	_	godina	_	_	_	ENG30-15204297-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	lesk_wsd(score_lesk_overlap) - ENG30-15204297-n:3::Vremenski period koji zauzima stalni deo kalendarske godine i koristi se za neku određenu aktivnost. - ENG30-08238660-n:0::Zajednica studenata ili đaka koji zajedno diplomiraju. - ENG30-15201505-n:0::Vremenski period koji je potreban planeti (npr, Zemlji ili Marsu) da napravi potpunu revoluciju oko Sunca.	
44-19	3959-3964	širom	PREP	ADP	_	_	širom	2[230]	širom sveta[230]	AdvID[230]	CVMWE-0400[2031]	1[2031]	CVMWE-0400[2031]	*[477]	lesk_wsd(score_lesk_overlap) - CVMWE-0400:1::celim prostranstvom sveta[2031]	
44-20	3965-3970	sveta	N	NOUN	_	_	svet	2[230]	širom sveta[230]	AdvID[230]	CVMWE-0400[2031]	1[2031]	CVMWE-0400[2031]	*[477]	lesk_wsd(score_lesk_overlap) - CVMWE-0400:1::celim prostranstvom sveta[2031]	
44-21	3971-3972	u	PREP	ADP	_	_	u	3[231]	u cilju[231]	AdpID[231]	LLM-0273[2032]	1[2032]	LLM-0273[2032]	*[478]	lesk_wsd(score_lesk_overlap) - LLM-0273:1::Sa namerom da se postigne; radi ostvarenja.[2032]	
44-22	3973-3978	cilju	N	NOUN	_	_	cilj	3[231]	u cilju[231]	AdpID[231]	LLM-0273[2032]	1[2032]	LLM-0273[2032]	*[478]	lesk_wsd(score_lesk_overlap) - LLM-0273:1::Sa namerom da se postigne; radi ostvarenja.[2032]	
44-23	3979-3991	promovisanja	N	NOUN	_	_	promovisanje	_	_	_	RSSJ-42503/0	1	RSSJ-42503/0	*	lesk_wsd(score_lesk_overlap) - RSSJ-42503/0:1::radnja kojom se nešto ili neko promoviše; unapređivanje na viši položaj; predstavljanje javnosti.	
44-24	3992-3998	svesti	N	NOUN	_	_	svest	_	_	_	ENG30-05675130-n	3	ENG30-05675130-n;ENG30-05675905-n;ENG30-05676911-n	*	lesk_wsd(score_lesk_overlap) - ENG30-05675130-n:2::kognitivno stanje pune pozornosti u kome ste svesni sebe i svoje situacije - ENG30-05675905-n:1::Posedovanje znanja o nečemu. - ENG30-05676911-n:1::samoosvešćenje uz dodatnu spoznaju da su i drugi svesni vas	
44-25	3999-4000	o	PREP	ADP	_	_	o	_	_	_	_	_	_	_	_	
44-26	4001-4009	jezičkoj	A	ADJ	_	_	jezički	_	_	_	ENG30-02842445-a	1	ENG30-02842445-a	*	lesk_wsd(score_lesk_overlap) - ENG30-02842445-a:2::Koji se sastoji ili odnosi na jezik (kao govor)	
44-27	4010-4011	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
44-28	4012-4021	kulturnoj	A	ADJ	_	_	kulturan	_	_	_	ENG30-01947741-a	1	ENG30-01947741-a	*	lesk_wsd(score_lesk_overlap) - ENG30-01947741-a:1::koji je obeležen prefinjenošću ukusa i ponašanja	
44-29	4022-4034	raznolikosti	N	NOUN	_	_	raznolikost	_	_	_	RSSJ-44196/0	1	RSSJ-44196/0	*	lesk_wsd(score_lesk_overlap) - RSSJ-44196/0:0::postojanje mnoštva različitih oblika, vrsta ili elemenata.	
44-30	4034-4035	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
44-31	4036-4039	kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	_	
44-32	4040-4041	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
44-33	4042-4054	promovisanja	N	NOUN	_	_	promovisanje	_	_	_	RSSJ-42503/0	1	RSSJ-42503/0	*	lesk_wsd(score_lesk_overlap) - RSSJ-42503/0:1::radnja kojom se nešto ili neko promoviše; unapređivanje na viši položaj; predstavljanje javnosti.	
44-34	4055-4069	višejezičnosti	N	NOUN	_	_	višejezičnost	_	_	_	DRJ0-231101/0	1	DRJ0-231101/0	*	lesk_wsd(score_lesk_overlap) - DRJ0-231101/0:0::osobina onoga što je višejezično.	
44-35	4069-4070	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Radioaktivni otpad je otpad koji sadrži radioaktivni materijal.
45-1	4070-4082	Radioaktivni	A	ADJ	_	_	radioaktivan	1[232]	radioaktivan otpad[232]	NID[232]	LLM-0220[2033]	1[2033]	LLM-0220[2033]	*[479]	lesk_wsd(score_lesk_overlap) - LLM-0220:3::Materijal koji sadrži radioaktivne supstance i nema dalju upotrebu.[2033]	
45-2	4083-4088	otpad	N	NOUN	_	_	otpad	1[232]	radioaktivan otpad[232]	NID[232]	LLM-0220[2033]	1[2033]	LLM-0220[2033]	*[479]	lesk_wsd(score_lesk_overlap) - LLM-0220:3::Materijal koji sadrži radioaktivne supstance i nema dalju upotrebu.[2033]	
45-3	4089-4091	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
45-4	4092-4097	otpad	N	NOUN	_	_	otpad	_	_	_	ENG30-14857497-n	2	ENG30-14856263-n;ENG30-14857497-n	*	lesk_wsd(score_lesk_overlap) - ENG30-14857497-n:1::bezvredni materijal za odlaganje - ENG30-14856263-n:0::bilo koja građa koja se ne koristi, nego se odbacuje kao bezvredna ili neželjena	
45-5	4098-4102	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
45-6	4103-4109	sadrži	V	VERB	_	_	sadržati	_	_	_	ENG30-02629793-v	7	ENG30-02629793-v;ENG30-02633356-v;ENG30-02636516-v;ENG30-02677097-v;ENG30-02700867-v;ENG30-02701210-v;ENG30-02730813-v	*	lesk_wsd(score_lesk_overlap) - ENG30-02629793-v:0::u opseg uključiti; uključiti kao deo nečeg šireg; imati svoju sferu ili teritoriju - ENG30-02633356-v:0::biti sastavljen od - ENG30-02636516-v:0::šta apstraktno imati ili posedovati	
45-7	4110-4122	radioaktivni	A	ADJ	_	_	radioaktivan	2[233]	radioaktivni materijal[233]	NID[233]	CVMWE-0374[2034]	1[2034]	CVMWE-0374[2034]	*[480]	lesk_wsd(score_lesk_overlap) - CVMWE-0374:1::klasa hemikalija kod kojih je jezgro atoma nestabilno[2034]	
45-8	4123-4132	materijal	N	NOUN	_	_	materijal	2[233]	radioaktivni materijal[233]	NID[233]	CVMWE-0374[2034]	1[2034]	CVMWE-0374[2034]	*[480]	lesk_wsd(score_lesk_overlap) - CVMWE-0374:1::klasa hemikalija kod kojih je jezgro atoma nestabilno[2034]	
45-9	4132-4133	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=„El Diario La Prensa“ je najveći njujorški dnevni list na španskom jeziku i najstariji u državi.
46-1	4133-4134	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	
46-2	4134-4136	El	F	X	http://www.wikidata.org/entity/Q2066807[29]	WORK[29]	El	_	_	_	_	_	_	_	_	
46-3	4137-4143	Diario	F	X	http://www.wikidata.org/entity/Q2066807[29]	WORK[29]	Diario	_	_	_	_	_	_	_	_	
46-4	4144-4146	La	F	X	http://www.wikidata.org/entity/Q2066807[29]	WORK[29]	La	_	_	_	_	_	_	_	_	
46-5	4147-4153	Prensa	F	X	http://www.wikidata.org/entity/Q2066807[29]	WORK[29]	Prensa	_	_	_	_	_	_	_	_	
46-6	4153-4154	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	
46-7	4155-4157	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
46-8	4158-4165	najveći	A	ADJ	_	_	velik	_	_	_	ENG30-01114658-a	8	ENG30-00579622-a;ENG30-01114658-a;ENG30-01190683-a;ENG30-01278080-a;ENG30-01375909-a;ENG30-01467919-a;ENG30-01488616-a;ENG30-01510444-a	*	lesk_wsd(score_lesk_overlap) - ENG30-01114658-a:1::Velikodušan, razuman i tolerantan. - ENG30-01467919-a:1::koji je velikog slova - ENG30-00579622-a:0::upadljiv po položaju ili značaju	
46-9	4166-4175	njujorški	A	ADJ	*	DEMO	njujorški	_	_	_	RSSJ-31249/0	1	RSSJ-31249/0	*	lesk_wsd(score_lesk_overlap) - RSSJ-31249/0:2::koji se odnosi na Njujork, koji je iz Njujorka.	
46-10	4176-4182	dnevni	A	ADJ	_	_	dnevni	1[234]	dnevni listovi[234]	NID[234]	LLM-0032[2035]	1[2035]	LLM-0032[2035]	*[481]	lesk_wsd(score_lesk_overlap) - LLM-0032:0::Novine koje izlaze svakog dana.[2035]	
46-11	4183-4187	list	N	NOUN	_	_	list	1[234]	dnevni listovi[234]	NID[234]	LLM-0032[2035]	1[2035]	LLM-0032[2035]	*[481]	lesk_wsd(score_lesk_overlap) - LLM-0032:0::Novine koje izlaze svakog dana.[2035]	
46-12	4188-4190	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
46-13	4191-4199	španskom	A	ADJ	http://www.wikidata.org/entity/Q1321	DEMO	španski	2[235]	španski jezik[235]	NID[235]	ENG30-06966825-n[2036]	1[2036]	ENG30-06966825-n[2036]	*[482]	lesk_wsd(score_lesk_overlap) - ENG30-06966825-n:2::romanski jezik kojim se govori u najvećem delu Španije i u zemljama koje su bile Španske kolonije[2036]	
46-14	4200-4206	jeziku	N	NOUN	_	_	jezik	2[235]	španski jezik[235]	NID[235]	ENG30-06966825-n[2036]	1[2036]	ENG30-06966825-n[2036]	*[482]	lesk_wsd(score_lesk_overlap) - ENG30-06966825-n:2::romanski jezik kojim se govori u najvećem delu Španije i u zemljama koje su bile Španske kolonije[2036]	
46-15	4207-4208	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
46-16	4209-4219	najstariji	A	ADJ	_	_	star	_	_	_	ENG30-00127137-a	6	ENG30-00127137-a;ENG30-00820219-a;ENG30-01588419-a;ENG30-01638438-a;ENG30-01643620-a;ENG30-01728614-a	*	lesk_wsd(score_lesk_overlap) - ENG30-00127137-a:1::upravo prethodi nečemu drugom u vremenu ili redosledu - ENG30-01643620-a:1::(Posebno o ljudima) koji žive dosta dugo i dospeli su određenog doba; koji nisu mladi. - ENG30-00820219-a:0::veoma rane faze razvoja	
46-17	4220-4221	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
46-18	4222-4228	državi	N	NOUN	_	_	država	_	_	_	ENG30-08168978-n	3	ENG30-08168978-n;ENG30-08178547-n;ENG30-08544813-n	*	lesk_wsd(score_lesk_overlap) - ENG30-08168978-n:0::Politička organizacija tela ljudi koji su pod jednom vladom. - ENG30-08178547-n:0::Grupa ljudi koji čine vlast suverene države. - ENG30-08544813-n:0::Teritorija koju zauzima narod.	
46-19	4228-4229	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Poslednji kralj koji je ovde krunisan bio je Ferdinand I 1531. godine.
47-1	4229-4238	Poslednji	A	ADJ	_	_	poslednji	_	_	_	ENG30-01013279-a	5	ENG30-00004296-a;ENG30-00819235-a;ENG30-01010025-a;ENG30-01013279-a;ENG30-01579128-a	*	lesk_wsd(score_lesk_overlap) - ENG30-01013279-a:1::dolazi posle svih ostalih u vremenu, prostoru ili stepenu ili je jedini preostali - ENG30-00004296-a:0::dešava se u trenutku smrti - ENG30-00819235-a:0::na kraju ili pred kraj ili u kasnom stadijumu razvoja	
47-2	4239-4244	kralj	N	NOUN	http://www.wikidata.org/entity/Q12097	ROLE	kralj	_	_	_	ENG30-03618219-n	4	ENG30-03618101-n;ENG30-03618219-n;ENG30-09840217-n;ENG30-10231515-n	*	lesk_wsd(score_lesk_overlap) - ENG30-03618219-n:1::Jedna od četiri karte iz špila na čijem je licu slika kralja. - ENG30-03618101-n:0::najvažnija šahovska figura čijim se gubljenjem gubi partija - ENG30-09840217-n:0::veoma bogat ili moćan biznismen	
47-3	4245-4249	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
47-4	4250-4252	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
47-5	4253-4257	ovde	ADV	ADV	_	_	ovde	_	_	_	ENG30-00108479-b	3	ENG30-00108479-b;ENG30-00109021-b;ENG30-08489497-b	*	lesk_wsd(score_lesk_overlap) - ENG30-00108479-b:1::u ili na ovom mestu; gde je govornik ili pisac - ENG30-00109021-b:0::u ovom trenutku; sada - ENG30-08489497-b:0::trenutna lokacija, ovo mesto, trenutna pozicija	
47-6	4258-4266	krunisan	V	VERB	_	_	krunisati	_	_	_	ENG30-02390949-v	2	ENG30-02390949-v;ENG30-02391193-v	*	lesk_wsd(score_lesk_overlap) - ENG30-02390949-v:0::dodeliti kraljevsku moć; ukrasiti presto - ENG30-02391193-v:0::postaviti monarha na presto	
47-7	4267-4270	bio	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
47-8	4271-4273	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
47-9	4274-4283	Ferdinand	N	PROPN	http://www.wikidata.org/entity/Q150611[30]	PERS[30]	Ferdinand	_	_	_	_	_	_	_	_	
47-10	4284-4285	I	RN	NUM	http://www.wikidata.org/entity/Q150611[30]	PERS[30]	I	_	_	_	_	_	_	_	_	
47-11	4286-4291	1531.	A	ADJ	_	_	1531.	_	_	_	_	_	_	_	_	
47-12	4292-4298	godine	N	NOUN	_	_	godina	_	_	_	ENG30-15204297-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	lesk_wsd(score_lesk_overlap) - ENG30-15204297-n:3::Vremenski period koji zauzima stalni deo kalendarske godine i koristi se za neku određenu aktivnost. - ENG30-15201505-n:2::Vremenski period koji je potreban planeti (npr, Zemlji ili Marsu) da napravi potpunu revoluciju oko Sunca. - ENG30-08238660-n:1::Zajednica studenata ili đaka koji zajedno diplomiraju.	
47-13	4298-4299	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Termoregulacija je sposobnost organizma da održava telesnu temperaturu u određenim granicama, čak i kada je spoljna temperatura mnogo drugačija.
48-1	4299-4314	Termoregulacija	N	NOUN	_	_	termoregulacija	_	_	_	DRJ0-180435/0	1	DRJ0-180435/0	*	lesk_wsd(score_lesk_overlap) - DRJ0-180435/0:0::održavanje normalne temperature tela koju organizam ostvaruje nizom fizioloških reakcija.	
48-2	4315-4317	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
48-3	4318-4328	sposobnost	N	NOUN	_	_	sposobnost	_	_	_	ENG30-05200169-n	5	ENG30-05153520-n;ENG30-05190804-n;ENG30-05200169-n;ENG30-05202497-n;ENG30-05643190-n	*	lesk_wsd(score_lesk_overlap) - ENG30-05200169-n:2::Biti u mogućnosti da se deluje; kvalitet koji dozvoljava ili olakšava dostignuća ili usavršavanja. - ENG30-05643190-n:2::Umešnost u rukovanju koja potiče od vežbanja i dobrog poznavanja. - ENG30-05153520-n:1::kvalitet adekvatne ili dobre fizičke i intelektualne sposobnosti	
48-4	4329-4338	organizma	N	NOUN	_	_	organizam	_	_	_	ENG30-00004475-n	1	ENG30-00004475-n	*	lesk_wsd(score_lesk_overlap) - ENG30-00004475-n:2::Živa stvar koja ima, ili koja može da razvije, sposobnost da nastupa ili funkcioniše nezavisno.	
48-5	4339-4341	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
48-6	4342-4349	održava	V	VERB	_	_	održavati	_	_	_	ENG30-02681795-v	8	ENG30-00118764-v;ENG30-00456937-v;ENG30-00896497-v;ENG30-01065877-v;ENG30-01428011-v;ENG30-02202928-v;ENG30-02283716-v;ENG30-02681795-v	*	lesk_wsd(score_lesk_overlap) - ENG30-02681795-v:1::Držati u određenom stanju, poziciji ili aktivnosti; npr. držati čistim. - ENG30-00118764-v:0::redovno obaveštavati - ENG30-00456937-v:0::osposobiti za upotrebu	
48-7	4350-4357	telesnu	A	ADJ	_	_	telesni	1[236]	telesna temperatura[236]	NID[236]	LLM-0262[2037]	1[2037]	LLM-0262[2037]	*[483]	lesk_wsd(score_lesk_overlap) - LLM-0262:2::Stepen zagrejanosti organizma, tipično meren u Celzijusima ili Farenhajtima.[2037]	
48-8	4358-4369	temperaturu	N	NOUN	_	_	temperatura	1[236]	telesna temperatura[236]	NID[236]	LLM-0262[2037]	1[2037]	LLM-0262[2037]	*[483]	lesk_wsd(score_lesk_overlap) - LLM-0262:2::Stepen zagrejanosti organizma, tipično meren u Celzijusima ili Farenhajtima.[2037]	
48-9	4370-4371	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
48-10	4372-4381	određenim	A	ADJ	_	_	određen	_	_	_	ENG30-01339730-a	9	ENG30-00252954-a;ENG30-00335768-a;ENG30-00340626-a;ENG30-00550574-a;ENG30-00638396-a;ENG30-00740217-a;ENG30-00941148-a;ENG30-01339730-a;ENG30-02129718-a	*	lesk_wsd(score_lesk_overlap) - ENG30-01339730-a:2::koji je urađen ili napravljen ili izveden sa svrhom i namerom - ENG30-00638396-a:1::zatvoren u crevima - ENG30-00740217-a:1::U određeno vreme.	
48-11	4382-4391	granicama	N	NOUN	_	_	granica	_	_	_	ENG30-05124057-n	6	ENG30-05124057-n;ENG30-08501114-n;ENG30-08512259-n;ENG30-08593130-n;ENG30-13903387-n;ENG30-15268857-n	*	lesk_wsd(score_lesk_overlap) - ENG30-05124057-n:0::Najveće moguće rasprostiranje ili stepen nečega. - ENG30-08501114-n:0::međunarodna granica ili područje (često utvrđeno) neposredno unutar granice - ENG30-08512259-n:0::Linija ili ravan koja ukazuje na granicu ili opseg nečega.	
48-12	4391-4392	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
48-13	4393-4396	čak	PAR	PART	_	_	čak	_	_	_	_	_	_	_	_	
48-14	4397-4398	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
48-15	4399-4403	kada	CONJ	SCONJ	_	_	kada	_	_	_	_	_	_	_	_	
48-16	4404-4406	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
48-17	4407-4414	spoljna	A	ADJ	_	_	spoljni	_	_	_	ENG30-00951163-a	3	ENG30-00951163-a;ENG30-01037885-a;ENG30-02943303-a	*	lesk_wsd(score_lesk_overlap) - ENG30-00951163-a:0::smešten izvan - ENG30-01037885-a:0::iz ili između drugih zemalja - ENG30-02943303-a:0::odnosi se na spoljne uslove ili okruženje	
48-18	4415-4426	temperatura	N	NOUN	_	_	temperatura	_	_	_	ENG30-05011790-n	3	ENG30-05011790-n;ENG30-05725378-n;ENG30-14365356-n	*	lesk_wsd(score_lesk_overlap) - ENG30-05011790-n:0::Stepen zagrejanosti ili hladnoće tela ili sredine. - ENG30-05725378-n:0::osećaj hladnoće ili toplote tela - ENG30-14365356-n:0::porast temperature tela; često simptom infekcije	
48-19	4427-4432	mnogo	ADV	ADV	_	_	mnogo	_	_	_	ENG30-00059086-b	4	ENG30-00032803-b;ENG30-00059086-b;ENG30-00059413-b;ENG30-00145713-b	*	lesk_wsd(score_lesk_overlap) - ENG30-00059086-b:1::u velikoj meri ili stepenu - ENG30-00059413-b:1::često ili u velikim količinama - ENG30-00145713-b:1::koliko je potrebno	
48-20	4433-4442	drugačija	A	ADJ	_	_	drugačiji	_	_	_	ENG30-02067491-a	3	ENG30-02067491-a;ENG30-02070030-a;ENG30-02070342-a	*	lesk_wsd(score_lesk_overlap) - ENG30-02067491-a:1::koji je izrazito različit ili za razliku od - ENG30-02070030-a:0::jasno različit od nekog sasvim drugog ili prvog - ENG30-02070342-a:0::različit ili odvojen	
48-21	4442-4443	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Zbog siromaštva svojih roditelja Grabovski je morao da počne da radi ubrzo po završetku osnovne škole.
49-1	4443-4447	Zbog	PREP	ADP	_	_	zbog	_	_	_	_	_	_	_	_	
49-2	4448-4458	siromaštva	N	NOUN	_	_	siromaštvo	_	_	_	ENG30-14493426-n	3	ENG30-14493145-n;ENG30-14493426-n;ENG30-14493716-n	*	lesk_wsd(score_lesk_overlap) - ENG30-14493426-n:1::stanje krajnjeg siromaštva - ENG30-14493716-n:1::stanje krajnjeg siromaštva ili nemaštine - ENG30-14493145-n:0::Stanje u kome se malo novca i materijalnih dobara.	
49-3	4459-4465	svojih	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	_	
49-4	4466-4475	roditelja	N	NOUN	_	_	roditelj	_	_	_	ENG30-00006150-n	1	ENG30-00006150-n	*	lesk_wsd(score_lesk_overlap) - ENG30-00006150-n:0::Otac ili majka; neko ko začne ili rodi ili hrani i podiže dete; rođak koji igra ulogu staratelja.	
49-5	4476-4485	Grabovski	N	PROPN	http://www.wikidata.org/entity/Q11847	PERS	Grabovski	_	_	_	_	_	_	_	_	
49-6	4486-4488	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
49-7	4489-4494	morao	V	VERB	_	_	morati	_	_	_	DRJ0-203172/2	5	DRJ0-203172/1;DRJ0-203172/2;DRJ0-203172/3;DRJ0-203172/4а.;DRJ0-203172/4б.	*	lesk_wsd(score_lesk_overlap) - DRJ0-203172/2:2::trebati; treba da, potrebno je da, valja (da), nužno je da: - DRJ0-203172/3:2::osećati potrebu, pobudu, impuls da se nešto (u)čini, (u)radi. - DRJ0-203172/1:0::činiti nešto iz nužde, biti prinuđen, prisiljen, primoran, obavezan (u)činiti nešto:	
49-8	4495-4497	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
